timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
21733224000,21733144000,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
21733232000,21733152000,-2.9370883,3.7326796,-2.513271,-1.256634,3.0940882e-06,1.2566402,2.5132773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
21734224000,21734144000,-2.8156743,3.643854,-2.5134501,-1.2568734,-0.00017881888,1.2565547,2.5131936,-0.004022535,-0.021887653,-0.023234457,-0.0062010675,0.0056723002,0.004473773,8.502696e-05,-0.018262215,-0.025212519,-0.01116057,0.20004147,0.20000038,0.19995882,0.19997399,0.20002528
21735224000,21735144000,-0.8400696,3.7231839,-2.5126252,-1.256232,-7.02109e-05,1.2565174,2.5135996,-0.041551955,-0.026007794,-0.007828511,-0.012130526,-0.032981753,-0.002501004,-0.016561627,-0.0061300835,0.014390618,0.016634906,0.19997838,0.20019293,0.20014088,0.19989403,0.19979385
21736224000,21736144000,-0.6506216,3.9052987,-2.5082712,-1.2521682,0.0028677443,1.2590493,2.5170076,-0.053815365,-0.041901264,-0.030708738,-0.035683528,-0.049980946,0.018270103,0.01037504,0.019250428,0.032652106,0.032054976,0.19980277,0.20057087,0.20054969,0.1997687,0.19930801
21737224000,21737144000,-0.7502665,3.7948208,-2.5068338,-1.2508101,0.0044026948,1.2607734,2.5186725,-0.015495909,-0.037689656,-0.027546924,0.00094450265,0.008425146,0.008468341,-0.009446262,-0.03608193,-0.034694076,-0.007131014,0.19988383,0.20054528,0.20045264,0.19973455,0.1993837
21738224000,21738144000,-1.268534,3.539808,-2.5070305,-1.2521737,0.0027179248,1.2600567,2.5188775,0.029516667,-0.01705137,-0.03382021,0.002395031,0.041603666,-0.0099447165,-0.007497985,-0.051000483,-0.080445975,-0.055044144,0.20030542,0.2009415,0.20027469,0.19922978,0.19924864
21739224000,21739144000,-1.1422411,1.9586997,-2.3154955,-1.2490262,-0.22068207,1.076144,2.601321,0.65320015,0.10599908,-0.561092,-0.50010586,0.33532712,-0.52920467,-0.033180773,-0.33523244,-1.13276,-1.2743556,0.20913014,0.34108213,0.24683858,0.108138315,0.09481084
21740224000,21740144000,-1.151842,0.089732125,-1.4567163,-1.1735508,-0.8988513,0.34237653,-2.9975576,1.1728185,0.16195989,-0.6507958,-0.86331284,3.1933208,0.16473126,-0.2491808,-0.5591991,-3.2781956,-2.0080028,0.049279008,0.82031536,0.13022703,8.934371e-05,8.934371e-05
21741224000,21741144000,-1.1569488,0.03858427,-1.1862874,-1.1684984,-1.0768936,0.017113024,-2.6389325,0.6450136,0.3122809,-0.1659385,-0.98239756,3.2253823,-0.098258495,-0.60051847,-0.49605656,-2.8889775,-1.2544613,0.032226637,0.8350882,0.13250795,8.862419e-05,8.862419e-05
21742216000,21742136000,-1.1722097,0.028400606,-1.0596294,-1.1796042,-1.177273,-0.1592537,-2.4256494,0.5491874,0.4815421,0.21056426,-0.50703,2.4000907,-0.6247647,-0.95720077,-0.7635002,-2.346095,-1.0352912,0.056577485,0.6731719,0.2700306,0.000109990586,0.000109990586
21743216000,21743136000,-1.2001424,0.0289586,-1.0079569,-1.1970012,-1.237545,-0.23062038,-2.3472035,0.5155574,0.4950068,0.3063197,-0.16730309,1.7156546,-0.80271864,-1.0320718,-0.8451178,-1.9203129,-0.9435301,0.083272174,0.45333657,0.46316785,0.00011175081,0.00011175081
