timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
829872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.10979291,0.0062758974,3.7658432e-11,-0.021164743,-0.00440516,-9.835189,0.0019387814,-0.0020453078,-0.0007030746,0.00096194603,0.0022945674,0.04031063,4.9632916e-05,1.8694049e-05,1.1341527e-05,13.515134,13.515134
830872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.11607705,0.0051387516,3.5921828e-11,-0.011300632,0.016089207,-9.831357,0.00012783182,-0.0034088462,0.0016618124,0.0022449684,0.0027457331,0.038650963,5.944656e-05,5.9916824e-06,1.0016095e-05,13.515134,13.515134
831872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.11471524,0.005188954,2.3398498e-11,-0.009193734,0.019536858,-9.873688,0.0005752426,-0.0018961707,0.0031531826,0.0024940486,0.00308928,0.027075747,2.7482758e-05,9.057426e-06,1.1845374e-05,13.515134,13.515134
832872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.119146705,0.00534022,3.0326727e-11,-0.012737153,0.01742996,-9.832698,-0.0004900217,-0.0020666132,0.0030679617,0.0022858735,0.002638885,0.02392866,3.379218e-05,8.994786e-06,1.2965637e-05,13.515134,13.515134
833872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12414084,0.005147336,3.626262e-11,-0.018195935,0.04213812,-9.848787,0.0013848438,-0.0021305287,0.001555286,0.0017985356,0.0026932165,0.036037717,6.372971e-05,7.4442114e-06,1.0052409e-05,13.515134,13.515134
834872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.11829735,0.0052442905,3.198386e-11,-0.005554547,0.012545789,-9.850608,0.00059654814,-0.003110572,0.0019174761,0.0010660611,0.0015634139,0.038252547,5.2389096e-05,1.1295229e-05,7.943518e-06,13.515134,13.515134
835872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.17961206,0.007658627,4.4960563e-11,0.006129157,-0.005650145,-9.843139,0.0011078749,-0.001768339,-0.0011717908,0.00088829873,0.003186589,0.10219979,0.00018154162,7.1428117e-06,9.895356e-06,13.515134,13.515134
836872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.5144579,0.018312313,1.9088121e-10,-0.0069910693,0.0117796445,-9.829539,0.00025566382,-0.00398409,0.0012144016,0.0020186156,0.007915896,0.4919743,0.0007119689,2.1858748e-05,5.0328315e-05,13.515134,13.515134
837872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.16122153,0.023546532,2.4316715e-10,0.053055517,0.071538955,-11.710328,0.006689861,-0.0010652645,0.0009587381,0.0019130328,0.009982427,0.20950967,0.00731378,6.9449034e-06,1.6136692e-05,13.511736,13.511736
838872000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12777564,0.026174337,3.8613296e-10,0.059088897,0.036487795,-9.056499,0.0057524284,-0.0008948221,0.0046019424,0.0014379664,0.007605611,0.14974694,0.0067995614,5.0809467e-05,3.6197023e-05,13.504097,13.504097
