timestamp,timestamp_sample,baro_device_id,bias,bias_var,innov,innov_var,innov_test_ratio
725436000,725344000,6620172,-0.056447994,0.005073498,-0.16576819,13.255075,0.00023034442
834996000,834904000,6620172,-0.057484355,0.0045097237,-0.13958463,13.254511,0.00016333115
