timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
829468000,829468000,1310988,1310988,-6.3915672e-06,-2.1305304e-05,-1.278316e-05,0.00061679474,-0.0009909609,-0.039423715,4000,4000,0,2,0
829968000,829968000,1310988,1310988,-1.171791e-05,-1.3848468e-05,-2.2370537e-05,0.00071735115,-0.00054563925,-0.03962482,4000,4000,0,2,0
830468000,830468000,1310988,1310988,1.5130514e-12,-6.9574698e-12,8.522117e-06,0.00060242956,-0.00048817846,-0.039505113,4000,4000,0,2,0
830968000,830968000,1310988,1310988,-3.6218997e-05,-1.17179125e-05,-1.5978976e-05,0.00075565843,-0.000411564,-0.0393471,4000,4000,0,2,0
831468000,831468000,1310988,1310988,2.2370552e-05,-4.2610704e-06,1.0652967e-06,0.00060242956,-0.0005647929,-0.03997438,4000,4000,0,2,0
831968000,831968000,1310988,1310988,-2.343581e-05,-2.3435832e-05,-2.1305193e-06,0.0007652352,-0.00062704214,-0.039280057,4000,4000,0,2,0
832468000,832468000,1310988,1310988,3.6218997e-05,3.1958225e-06,1.8109498e-05,0.0006838324,-0.00056000456,-0.039011907,4000,4000,0,2,0
832968000,832968000,1310988,1310988,7.4568125e-06,4.261058e-06,2.6631626e-05,0.00052581506,-0.0006988682,-0.03935667,4000,4000,0,2,0
833468000,833468000,1310988,1310988,-3.6219e-05,-2.1305061e-06,5.326328e-06,0.0005210266,-0.00024875827,-0.039969586,4000,4000,0,2,0
833968000,833968000,1310988,1310988,3.089266e-05,-1.0652679e-05,-5.3263084e-06,0.0008514265,-0.00057436974,-0.038935293,4000,4000,0,2,0
834468000,834468000,1310988,1310988,3.1958102e-06,2.130524e-06,1.8109497e-05,0.0006934092,-0.0005791581,-0.03955779,4000,4000,0,2,0
834968000,834968000,1310988,1310988,-4.1545296e-05,-1.1717985e-05,-1.4913709e-05,0.00061679474,-0.0004786016,-0.040137187,4000,4000,0,2,0
835468000,835468000,1310988,1310988,1.0652772e-06,-7.4568306e-06,-1.17179225e-05,0.00066467875,-0.0007419638,-0.040529832,4000,4000,0,2,0
835968000,835968000,1310988,1310988,-4.1545336e-05,-2.8762108e-05,2.1305893e-06,0.00062158314,-0.00050733204,-0.04085545,4000,4000,0,2,0
