timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
871028000,870910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
872020000,871902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
873012000,872890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
873996000,873878000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
874828000,874710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
876020000,875902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
877012000,876894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
877812000,877690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
878836000,878714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
880028000,879910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
881020000,880898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
882004000,881886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
883004000,882886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
884036000,883914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
885020000,884898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
886012000,885890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
886996000,886878000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
887828000,887710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
889028000,888906000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
890012000,889894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
890804000,890686000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
891828000,891714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
893028000,892910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
894012000,893894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
895004000,894886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
896004000,895886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
897036000,896914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
898020000,897902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
899012000,898890000,3.3922253e-05,1.1833477e-05,0.0003568224,1,0,0,0,0,0,0,0,0,0,0
899996000,899878000,7.695111e-05,3.3740005e-05,0.0006395787,1,0,0,0,0,0,0,0,0,0,0
