timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
829856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.16147646,0.010019635,5.880804e-11,-0.019156933,-0.013285529,-9.792157,0.0016836282,-0.002480497,0.00024246878,0.0028890606,0.003541129,0.07385414,0.00083709223,3.372664e-05,2.7367905e-05,13.515134,13.515134
830856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.17692558,0.008317266,7.107804e-11,-0.011715842,0.019720849,-9.8391,-0.0008371556,-0.003356749,0.0016944915,0.0044007176,0.00519837,0.1010703,0.0007117564,1.8254654e-05,4.2745076e-05,13.515134,13.515134
831856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.17689748,0.008583436,5.513279e-11,-0.007536509,0.010448509,-9.865099,0.0006843492,-0.0013975935,0.003129833,0.007086109,0.0040745637,0.10152941,0.00052531075,1.5675505e-05,4.2756135e-05,13.515134,13.515134
832856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.17966501,0.008776945,6.368013e-11,0.0014098267,0.02224964,-9.836477,0.001414452,-0.0026188567,0.0024664751,0.0031106537,0.0056401035,0.097571984,0.0006394214,2.313779e-05,3.6893747e-05,13.515134,13.515134
833856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.18193167,0.008258912,4.7656688e-11,-0.017793784,0.037427064,-9.844718,0.0010260815,-0.0019166444,0.001950751,0.003624371,0.0057380632,0.09469088,0.00057247764,2.3362594e-05,3.0239898e-05,13.515134,13.515134
834856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.18269497,0.008730343,5.856322e-11,-0.008280506,0.009127606,-9.847998,0.00092796213,-0.0031620765,0.0019806619,0.0034089827,0.0041707247,0.101205565,0.00055303104,2.5208867e-05,2.4916606e-05,13.515134,13.515134
835856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.2715404,0.012580167,7.955581e-11,0.002516471,-0.0055109183,-9.849078,0.0019046266,-0.0014373672,-0.001568341,0.0023981275,0.007713308,0.23569629,0.000795496,2.8772289e-05,4.5063764e-05,13.515134,13.515134
836856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.75886446,0.027031874,2.9014988e-10,0.007070173,0.007620267,-9.838193,0.0027639086,-0.0038723191,0.00025183082,0.00345982,0.010719039,1.3065048,0.0014545947,3.9127008e-05,8.71116e-05,13.515134,13.515134
837856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.268426,0.029145166,3.9242637e-10,0.049379155,0.073445216,-11.789822,0.008019662,-0.001805016,-0.00030979337,0.0055192006,0.022330014,1.2787436,0.014782901,2.1208883e-05,4.7512123e-05,13.51189,13.51189
838856000,1310996,1310996,0,0,2,0,0,250.0,250.0,250.0,250.0,0.229974,0.03156423,4.904741e-10,0.0711245,0.04621402,-9.035488,0.0046767783,-0.0020231074,0.0060298378,0.003301638,0.016310096,1.1992258,0.014122228,5.2924257e-05,8.6479464e-05,13.504176,13.504176
