timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
830008000,829886000,0.0007160127,0.0001389327,0.00065726007,1,0,0,0,0,0,0,0,0,0,0
831008000,830886000,0.0006967689,0.0001473871,0.0011169284,1,0,0,0,0,0,0,0,0,0,0
832032000,831914000,0.00052162935,6.704219e-05,0.0011665702,1,0,0,0,0,0,0,0,0,0,0
833024000,832902000,0.00051312713,0.00053780706,0.0011366745,1,0,0,0,0,0,0,0,0,0,0
834008000,833890000,0.00066099735,0.00020385468,0.0014314012,1,0,0,0,0,0,0,0,0,0,0
835000000,834878000,0.00087013457,0.00032667877,0.0017102933,1,0,0,0,0,0,0,0,0,0,0
835832000,835710000,0.00066733226,0.00021006446,0.0011891343,1,0,0,0,0,0,0,0,0,0,0
837024000,836906000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
838016000,837894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
838808000,838686000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
839832000,839714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
841032000,840910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
842016000,841898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
843008000,842886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
844008000,843886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
845032000,844914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
846016000,845898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
847008000,846890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
848000000,847878000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
848832000,848710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
850024000,849906000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
851016000,850894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
851808000,851686000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
852832000,852714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
854032000,853910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
855016000,854898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
856000000,855882000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
857008000,856886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
858040000,857918000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
859016000,858902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
860008000,859890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
861000000,860878000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
861832000,861710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
863024000,862902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
864016000,863894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
864808000,864686000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
865832000,865714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
867032000,866910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
868016000,867898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
869008000,868886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
870000000,869886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
871024000,870910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
872016000,871902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
873008000,872890000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
874000000,873878000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
874824000,874710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
876024000,875902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
877016000,876894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
877808000,877690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
878832000,878714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
880024000,879910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
881016000,880898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
882008000,881886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
883008000,882886000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
884032000,883914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
