timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
836212000,836132000,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
836220000,836140000,-2.3874087,3.5688996,-2.5132706,-1.2566335,3.642747e-06,1.2566407,2.513278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
837204000,837124000,-0.0627792,3.5568964,-2.5097232,-1.2530577,0.0034879658,1.2600404,2.516717,-0.011456631,-0.00593165,-0.010575606,-0.018970385,-0.01951558,-0.013677255,-0.0069988086,0.0003191126,-0.0018356212,-0.010485906,0.1999657,0.20001674,0.20004508,0.20001075,0.1999617
838212000,838132000,0.24806821,3.610828,-2.510196,-1.2533492,0.0030330983,1.2593032,2.515969,0.052690294,0.046534415,0.024189405,0.016528547,0.034142837,-0.013198668,0.00829924,0.009090098,-0.0119167175,-0.025696522,0.19984652,0.20001107,0.20016082,0.20008798,0.19989364
839204000,839124000,0.64583886,3.9207299,-2.5122466,-1.2547954,0.0015433903,1.2571825,2.5135021,0.026591284,0.04830657,0.010628285,-0.03434652,-0.024517456,-0.05149586,-0.0048079453,0.030244088,0.0052725933,-0.04524009,0.19957583,0.19986098,0.20033883,0.20034814,0.19987617
840212000,840132000,0.05256447,3.5376785,-2.5113802,-1.2537543,0.0007400016,1.2550642,2.512415,0.006761442,0.040146712,-0.00031530298,-0.05869136,-0.054459013,-0.06356142,-0.010070586,0.038131796,0.014665021,-0.04822042,0.19900729,0.20030639,0.20118424,0.20042324,0.1990788
841204000,841124000,0.0031575016,3.5224507,-2.5012856,-1.2431974,0.009571655,1.2623651,2.5204954,0.045847394,0.042361066,-0.00696891,-0.03414423,-0.0016089808,-0.08067377,-0.029776137,-0.01736172,-0.06035084,-0.09962797,0.19834349,0.2006479,0.20206265,0.20061997,0.19832593
842204000,842124000,-1.1769946,1.2689064,-2.2021067,-1.234448,-0.30092728,1.0309844,2.6825833,0.75567025,0.054753855,-0.8296884,-0.84031135,0.3119657,-0.66660357,-0.012989402,-0.34150428,-1.4250276,-1.6808859,0.20982327,0.43212518,0.24741194,0.059441432,0.05119806
843204000,843124000,-1.2060672,0.13399419,-1.6414741,-1.2231106,-0.8421224,0.52070576,3.115205,0.8179286,-0.029237173,-0.77985567,-1.5375447,1.1761696,-0.41205788,-0.29072,-0.28863966,-2.0412283,-2.4056869,0.07359641,0.80071175,0.12552492,8.3488056e-05,8.3488056e-05
844212000,844132000,-1.2283974,0.078268506,-1.4525049,-1.2371273,-1.0296882,0.34012452,-2.9877124,0.4179995,-0.019450385,-0.3681468,-0.9224308,1.0760132,-0.43949294,-0.5971967,-0.45107365,-1.6700678,-1.5983729,0.05551928,0.8444737,0.09984135,8.286485e-05,8.286485e-05
845212000,845132000,-1.2688566,0.07099374,-1.402795,-1.2773356,-1.1407738,0.30859533,-2.99714,0.19691758,-0.016627856,-0.18212067,-0.28476906,0.41564685,-0.62922084,-0.7756635,-0.61041045,-1.1659088,-1.0112315,0.068670966,0.80587304,0.1252774,8.929841e-05,8.929841e-05
846204000,846124000,-1.3012474,0.068686575,-1.3905131,-1.3111302,-1.2146523,0.3185584,-3.0600915,0.16940725,0.04934133,-0.038470864,0.15729424,0.0156092495,-0.7277436,-0.83470356,-0.6924125,-0.76804733,-0.6579584,0.08365803,0.7446938,0.17144604,9.50192e-05,0.00010716878
847212000,847132000,-1.3202077,0.06631206,-1.3911005,-1.3307707,-1.2538977,0.32671955,-3.1122978,0.120297074,0.04413422,-0.0033410564,0.39692152,-0.35638386,-0.8100512,-0.89132726,-0.7701323,-0.44363284,-0.41568875,0.09223895,0.6971915,0.210251,0.00014053728,0.00017809198
848204000,848124000,-1.331434,0.0626965,-1.3876697,-1.3420389,-1.2829945,0.3366716,3.1189485,0.062133208,0.012479652,-0.014911922,0.42252037,-0.5198781,-0.7927798,-0.84942853,-0.7605169,-0.26027036,-0.28592563,0.1004772,0.64118576,0.25769296,0.00030155986,0.00034252007
849212000,849132000,-1.3444552,0.059679516,-1.3920715,-1.3545563,-1.3078485,0.33649296,3.0736377,0.029124113,0.00058515277,-0.012547702,0.44094265,-0.54048765,-0.7177024,-0.7549554,-0.69737077,-0.14647007,-0.14863038,0.10614657,0.5927367,0.2998529,0.0006534834,0.0006103808
850212000,850132000,-1.3581524,0.05838753,-1.4029833,-1.3681217,-1.3252434,0.3277359,3.0496316,0.015644575,-0.0023081582,-0.007689312,0.49959317,-0.5239025,-0.65003884,-0.67942953,-0.6368073,-0.07378411,-0.0066735744,0.10855264,0.572621,0.3171217,0.0009065466,0.0007981519
851204000,851124000,-1.347842,0.050826382,-1.3901356,-1.3576841,-1.3180096,0.3139362,3.0832934,-0.060568996,-0.05103053,-0.027538396,1.0808864,-0.9768022,-0.6565772,-0.6801717,-0.65329146,0.4399501,0.7634269,0.11098935,0.55380726,0.3340632,0.00065131794,0.0004889643
852212000,852132000,-1.3492746,0.03120779,-1.3828119,-1.3572797,-1.3259923,0.054658763,-2.9272459,-0.13084641,-0.07588759,0.0020213276,2.7648437,-2.328821,-0.414981,-0.43976745,-0.42535597,1.816109,2.7685988,0.11166376,0.54119694,0.3469725,8.340504e-05,8.340504e-05
853212000,853132000,-1.3146738,0.017113162,-1.3358345,-1.3196609,-1.3002825,-0.29968324,-2.506915,0.02506127,0.038235918,0.059416987,1.5688019,-1.8042154,0.52977777,0.5221623,0.53974915,1.3488476,1.4078088,0.11038541,0.53968734,0.34976757,7.990141e-05,7.990141e-05
