timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
829228000,829106000,0.00078909995,0.000450524,0.0012401579,1,0,0,0,0,0,0,0,0,0,0
829436000,829314000,0.0007726867,0.00045878332,0.0012143626,1,0,0,0,0,0,0,0,0,0,0
829796000,829678000,0.0005002933,0.00014175149,0.00083987735,1,0,0,0,0,0,0,0,0,0,0
830004000,829886000,0.00071564916,0.00013906907,0.00064983603,1,0,0,0,0,0,0,0,0,0,0
830212000,830094000,0.0007007636,0.00013644247,0.00080906466,1,0,0,0,0,0,0,0,0,0,0
830420000,830302000,0.0006861877,0.0003661295,0.0011723489,1,0,0,0,0,0,0,0,0,0,0
830628000,830510000,0.0007789725,0.00015775974,0.001147964,1,0,0,0,0,0,0,0,0,0,0
831004000,830886000,0.0006964326,0.00014751032,0.0011048005,1,0,0,0,0,0,0,0,0,0,0
831412000,831290000,0.00066829677,0.000641817,0.0010601665,1,0,0,0,0,0,0,0,0,0,0
831620000,831498000,0.0005444542,0.00022824494,0.0010381151,1,0,0,0,0,0,0,0,0,0,0
831828000,831706000,0.0005331296,0.00047694455,0.0011738503,1,0,0,0,0,0,0,0,0,0,0
832036000,831914000,0.0005220405,6.7087705e-05,0.0011494341,1,0,0,0,0,0,0,0,0,0,0
832396000,832278000,0.00068474753,0.00033551047,0.0011268585,1,0,0,0,0,0,0,0,0,0,0
832604000,832486000,0.00067077874,0.00037095812,0.0011646971,1,0,0,0,0,0,0,0,0,0,0
832812000,832694000,0.0005244263,0.0011623396,0.0009471267,1,0,0,0,0,0,0,0,0,0,0
833020000,832902000,0.00051351823,0.00053784816,0.0011166726,1,0,0,0,0,0,0,0,0,0,0
833228000,833110000,0.00050283707,0.00022601652,0.0010934459,1,0,0,0,0,0,0,0,0,0,0
833604000,833486000,0.0006882304,0.00031747203,0.0018101882,1,0,0,0,0,0,0,0,0,0,0
834012000,833890000,0.00066042587,0.00020389188,0.0014133981,1,0,0,0,0,0,0,0,0,0,0
834220000,834098000,0.0008211569,0.00039960464,0.0016169323,1,0,0,0,0,0,0,0,0,0,0
834428000,834306000,0.00080407684,0.0002913565,0.0015833002,1,0,0,0,0,0,0,0,0,0,0
834636000,834514000,0.00090278464,0.000284542,0.0015503676,1,0,0,0,0,0,0,0,0,0,0
834996000,834878000,0.0008699232,0.00032656957,0.0017089398,1,0,0,0,0,0,0,0,0,0,0
835204000,835086000,0.0008518289,0.00091933494,0.0016733938,1,0,0,0,0,0,0,0,0,0,0
835412000,835294000,0.0007807477,0.00020046803,0.0012368486,1,0,0,0,0,0,0,0,0,0,0
835620000,835502000,0.0005684107,0.0002965643,0.0012111223,1,0,0,0,0,0,0,0,0,0,0
