timestamp,position,velocity,acceleration,attitude,body_rate,actuator
840436000,1,0,0,0,0,0
840556000,1,0,0,0,0,0
840636000,1,0,0,0,0,0
840756000,1,0,0,0,0,0
840872000,1,0,0,0,0,0
840952000,1,0,0,0,0,0
841032000,1,0,0,0,0,0
841152000,1,0,0,0,0,0
841236000,1,0,0,0,0,0
841352000,1,0,0,0,0,0
841436000,1,0,0,0,0,0
841556000,1,0,0,0,0,0
841636000,1,0,0,0,0,0
841756000,1,0,0,0,0,0
841836000,1,0,0,0,0,0
841956000,1,0,0,0,0,0
842036000,1,0,0,0,0,0
842156000,1,0,0,0,0,0
842236000,1,0,0,0,0,0
842356000,1,0,0,0,0,0
842436000,1,0,0,0,0,0
842556000,1,0,0,0,0,0
842640000,1,0,0,0,0,0
842760000,1,0,0,0,0,0
842840000,1,0,0,0,0,0
842960000,1,0,0,0,0,0
843036000,1,0,0,0,0,0
843164000,1,0,0,0,0,0
843244000,1,0,0,0,0,0
843364000,1,0,0,0,0,0
843444000,1,0,0,0,0,0
843564000,1,0,0,0,0,0
843644000,1,0,0,0,0,0
843764000,1,0,0,0,0,0
843848000,1,0,0,0,0,0
843968000,1,0,0,0,0,0
844048000,1,0,0,0,0,0
844168000,1,0,0,0,0,0
844248000,1,0,0,0,0,0
844368000,1,0,0,0,0,0
844448000,1,0,0,0,0,0
844572000,1,0,0,0,0,0
844652000,1,0,0,0,0,0
844772000,1,0,0,0,0,0
844852000,1,0,0,0,0,0
844932000,1,0,0,0,0,0
845052000,1,0,0,0,0,0
845132000,1,0,0,0,0,0
845248000,1,0,0,0,0,0
845364000,1,0,0,0,0,0
845444000,1,0,0,0,0,0
845568000,1,0,0,0,0,0
845648000,1,0,0,0,0,0
845768000,1,0,0,0,0,0
845848000,1,0,0,0,0,0
845968000,1,0,0,0,0,0
846052000,1,0,0,0,0,0
846168000,1,0,0,0,0,0
846252000,1,0,0,0,0,0
846332000,1,0,0,0,0,0
846456000,1,0,0,0,0,0
846536000,1,0,0,0,0,0
846656000,1,0,0,0,0,0
846736000,1,0,0,0,0,0
846856000,1,0,0,0,0,0
846936000,1,0,0,0,0,0
847060000,1,0,0,0,0,0
847140000,1,0,0,0,0,0
847260000,1,0,0,0,0,0
847336000,1,0,0,0,0,0
847460000,1,0,0,0,0,0
847540000,1,0,0,0,0,0
847660000,1,0,0,0,0,0
847740000,1,0,0,0,0,0
847860000,1,0,0,0,0,0
847940000,1,0,0,0,0,0
848060000,1,0,0,0,0,0
848140000,1,0,0,0,0,0
848260000,1,0,0,0,0,0
848336000,1,0,0,0,0,0
848460000,1,0,0,0,0,0
848540000,1,0,0,0,0,0
848660000,1,0,0,0,0,0
848736000,1,0,0,0,0,0
848856000,1,0,0,0,0,0
848940000,1,0,0,0,0,0
849060000,1,0,0,0,0,0
849140000,1,0,0,0,0,0
849264000,1,0,0,0,0,0
849344000,1,0,0,0,0,0
849464000,1,0,0,0,0,0
849544000,1,0,0,0,0,0
849668000,1,0,0,0,0,0
849748000,1,0,0,0,0,0
849868000,1,0,0,0,0,0
849948000,1,0,0,0,0,0
850068000,1,0,0,0,0,0
850148000,1,0,0,0,0,0
850232000,1,0,0,0,0,0
850352000,1,0,0,0,0,0
850432000,1,0,0,0,0,0
850552000,1,0,0,0,0,0
850636000,1,0,0,0,0,0
850752000,1,0,0,0,0,0
850832000,1,0,0,0,0,0
850952000,1,0,0,0,0,0
851032000,1,0,0,0,0,0
851156000,1,0,0,0,0,0
851236000,1,0,0,0,0,0
851352000,1,0,0,0,0,0
851440000,1,0,0,0,0,0
851556000,1,0,0,0,0,0
851668000,1,0,0,0,0,0
851752000,1,0,0,0,0,0
851836000,1,0,0,0,0,0
851956000,1,0,0,0,0,0
852040000,1,0,0,0,0,0
852160000,1,0,0,0,0,0
852240000,1,0,0,0,0,0
852364000,1,0,0,0,0,0
852444000,1,0,0,0,0,0
852564000,1,0,0,0,0,0
852644000,1,0,0,0,0,0
852764000,1,0,0,0,0,0
852844000,1,0,0,0,0,0
852964000,1,0,0,0,0,0
853044000,1,0,0,0,0,0
853164000,1,0,0,0,0,0
853248000,1,0,0,0,0,0
853368000,1,0,0,0,0,0
853448000,1,0,0,0,0,0
853532000,1,0,0,0,0,0
853652000,1,0,0,0,0,0
853768000,1,0,0,0,0,0
853848000,1,0,0,0,0,0
853968000,1,0,0,0,0,0
854048000,1,0,0,0,0,0
854168000,1,0,0,0,0,0
854252000,1,0,0,0,0,0
854368000,1,0,0,0,0,0
854452000,1,0,0,0,0,0
854532000,1,0,0,0,0,0
854656000,1,0,0,0,0,0
854736000,1,0,0,0,0,0
854856000,1,0,0,0,0,0
854936000,1,0,0,0,0,0
855056000,1,0,0,0,0,0
855136000,1,0,0,0,0,0
855256000,1,0,0,0,0,0
855336000,1,0,0,0,0,0
855456000,1,0,0,0,0,0
855536000,1,0,0,0,0,0
855656000,1,0,0,0,0,0
855736000,1,0,0,0,0,0
855856000,1,0,0,0,0,0
855972000,1,0,0,0,0,0
856052000,1,0,0,0,0,0
856136000,1,0,0,0,0,0
856244000,1,0,0,0,0,0
856368000,1,0,0,0,0,0
856452000,1,0,0,0,0,0
856532000,1,0,0,0,0,0
856652000,1,0,0,0,0,0
856732000,1,0,0,0,0,0
856852000,1,0,0,0,0,0
856932000,1,0,0,0,0,0
857056000,1,0,0,0,0,0
857136000,1,0,0,0,0,0
857256000,1,0,0,0,0,0
857336000,1,0,0,0,0,0
857456000,1,0,0,0,0,0
857540000,1,0,0,0,0,0
857660000,1,0,0,0,0,0
857740000,1,0,0,0,0,0
857860000,1,0,0,0,0,0
857940000,1,0,0,0,0,0
858052000,1,0,0,0,0,0
858164000,1,0,0,0,0,0
858248000,1,0,0,0,0,0
858368000,1,0,0,0,0,0
858448000,1,0,0,0,0,0
858528000,1,0,0,0,0,0
858652000,1,0,0,0,0,0
858732000,1,0,0,0,0,0
858864000,1,0,0,0,0,0
858940000,1,0,0,0,0,0
859060000,1,0,0,0,0,0
859140000,1,0,0,0,0,0
859264000,1,0,0,0,0,0
859344000,1,0,0,0,0,0
859464000,1,0,0,0,0,0
859544000,1,0,0,0,0,0
859664000,1,0,0,0,0,0
859748000,1,0,0,0,0,0
859868000,1,0,0,0,0,0
859948000,1,0,0,0,0,0
860068000,1,0,0,0,0,0
860148000,1,0,0,0,0,0
860268000,1,0,0,0,0,0
860348000,1,0,0,0,0,0
860428000,1,0,0,0,0,0
860552000,1,0,0,0,0,0
860632000,1,0,0,0,0,0
860756000,1,0,0,0,0,0
860832000,1,0,0,0,0,0
860952000,1,0,0,0,0,0
861032000,1,0,0,0,0,0
861156000,1,0,0,0,0,0
861236000,1,0,0,0,0,0
861352000,1,0,0,0,0,0
861432000,1,0,0,0,0,0
861548000,1,0,0,0,0,0
861628000,1,0,0,0,0,0
861752000,1,0,0,0,0,0
861832000,1,0,0,0,0,0
861952000,1,0,0,0,0,0
862036000,1,0,0,0,0,0
862152000,1,0,0,0,0,0
862236000,1,0,0,0,0,0
862356000,1,0,0,0,0,0
862428000,1,0,0,0,0,0
862552000,1,0,0,0,0,0
862632000,1,0,0,0,0,0
862752000,1,0,0,0,0,0
862836000,1,0,0,0,0,0
862956000,1,0,0,0,0,0
863036000,1,0,0,0,0,0
863160000,1,0,0,0,0,0
863240000,1,0,0,0,0,0
863360000,1,0,0,0,0,0
863440000,1,0,0,0,0,0
863560000,1,0,0,0,0,0
863640000,1,0,0,0,0,0
863752000,1,0,0,0,0,0
863852000,1,0,0,0,0,0
863932000,1,0,0,0,0,0
864056000,1,0,0,0,0,0
864140000,1,0,0,0,0,0
864264000,1,0,0,0,0,0
864344000,1,0,0,0,0,0
864464000,1,0,0,0,0,0
864544000,1,0,0,0,0,0
864660000,1,0,0,0,0,0
864736000,1,0,0,0,0,0
864856000,1,0,0,0,0,0
864936000,1,0,0,0,0,0
865064000,1,0,0,0,0,0
865144000,1,0,0,0,0,0
865268000,1,0,0,0,0,0
865352000,1,0,0,0,0,0
865436000,1,0,0,0,0,0
865552000,1,0,0,0,0,0
865632000,1,0,0,0,0,0
865752000,1,0,0,0,0,0
865836000,1,0,0,0,0,0
865956000,1,0,0,0,0,0
866032000,1,0,0,0,0,0
866144000,1,0,0,0,0,0
866264000,1,0,0,0,0,0
866348000,1,0,0,0,0,0
866444000,1,0,0,0,0,0
866556000,1,0,0,0,0,0
866640000,1,0,0,0,0,0
866756000,1,0,0,0,0,0
866840000,1,0,0,0,0,0
866964000,1,0,0,0,0,0
867044000,1,0,0,0,0,0
867168000,1,0,0,0,0,0
867248000,1,0,0,0,0,0
867368000,1,0,0,0,0,0
867448000,1,0,0,0,0,0
867568000,1,0,0,0,0,0
867652000,1,0,0,0,0,0
867732000,1,0,0,0,0,0
867856000,1,0,0,0,0,0
867936000,1,0,0,0,0,0
868056000,1,0,0,0,0,0
868168000,1,0,0,0,0,0
868248000,1,0,0,0,0,0
868332000,1,0,0,0,0,0
868452000,1,0,0,0,0,0
868532000,1,0,0,0,0,0
868656000,1,0,0,0,0,0
868732000,1,0,0,0,0,0
868856000,1,0,0,0,0,0
868932000,1,0,0,0,0,0
869052000,1,0,0,0,0,0
869132000,1,0,0,0,0,0
869256000,1,0,0,0,0,0
869336000,1,0,0,0,0,0
869456000,1,0,0,0,0,0
869536000,1,0,0,0,0,0
869656000,1,0,0,0,0,0
869736000,1,0,0,0,0,0
869860000,1,0,0,0,0,0
869940000,1,0,0,0,0,0
870060000,1,0,0,0,0,0
870140000,1,0,0,0,0,0
870260000,1,0,0,0,0,0
870344000,1,0,0,0,0,0
870464000,1,0,0,0,0,0
870544000,1,0,0,0,0,0
870664000,1,0,0,0,0,0
870744000,1,0,0,0,0,0
870864000,1,0,0,0,0,0
870940000,1,0,0,0,0,0
871060000,1,0,0,0,0,0
871136000,1,0,0,0,0,0
871252000,1,0,0,0,0,0
871336000,1,0,0,0,0,0
871460000,1,0,0,0,0,0
871540000,1,0,0,0,0,0
871664000,1,0,0,0,0,0
871744000,1,0,0,0,0,0
871868000,1,0,0,0,0,0
871944000,1,0,0,0,0,0
872064000,1,0,0,0,0,0
872144000,1,0,0,0,0,0
872268000,1,0,0,0,0,0
872348000,1,0,0,0,0,0
872472000,1,0,0,0,0,0
872552000,1,0,0,0,0,0
872632000,1,0,0,0,0,0
872752000,1,0,0,0,0,0
872832000,1,0,0,0,0,0
872956000,1,0,0,0,0,0
873036000,1,0,0,0,0,0
873156000,1,0,0,0,0,0
873240000,1,0,0,0,0,0
873356000,1,0,0,0,0,0
873436000,1,0,0,0,0,0
873560000,1,0,0,0,0,0
873640000,1,0,0,0,0,0
873720000,1,0,0,0,0,0
873852000,0,1,0,0,0,0
873968000,0,1,0,0,0,0
874052000,0,1,0,0,0,0
874168000,0,1,0,0,0,0
874252000,0,1,0,0,0,0
874332000,1,0,0,0,0,0
874456000,1,0,0,0,0,0
874536000,1,0,0,0,0,0
874656000,1,0,0,0,0,0
874736000,1,0,0,0,0,0
874860000,1,0,0,0,0,0
874936000,1,0,0,0,0,0
875056000,1,0,0,0,0,0
875140000,1,0,0,0,0,0
875260000,1,0,0,0,0,0
875340000,1,0,0,0,0,0
875464000,1,0,0,0,0,0
875556000,1,0,0,0,0,0
875648000,1,0,0,0,0,0
875728000,1,0,0,0,0,0
875852000,1,0,0,0,0,0
875936000,1,0,0,0,0,0
876060000,1,0,0,0,0,0
876144000,1,0,0,0,0,0
876268000,1,0,0,0,0,0
876348000,1,0,0,0,0,0
876468000,1,0,0,0,0,0
876544000,1,0,0,0,0,0
876668000,1,0,0,0,0,0
876752000,1,0,0,0,0,0
876872000,1,0,0,0,0,0
876952000,1,0,0,0,0,0
877032000,1,0,0,0,0,0
877156000,1,0,0,0,0,0
877236000,1,0,0,0,0,0
877356000,1,0,0,0,0,0
877436000,1,0,0,0,0,0
877556000,1,0,0,0,0,0
877636000,1,0,0,0,0,0
877760000,1,0,0,0,0,0
877840000,1,0,0,0,0,0
877956000,1,0,0,0,0,0
878036000,1,0,0,0,0,0
878160000,1,0,0,0,0,0
878240000,1,0,0,0,0,0
878360000,1,0,0,0,0,0
878440000,1,0,0,0,0,0
