timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
838540000,904000,1,1310988,6620172,1310988,197388,0.01988491,0.020591084,0.020622704,0.019890888,0.02059613,0.021463923,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
839548000,904000,1,1310988,6620172,1310988,197388,0.016811708,0.019231437,0.019232161,0.016798222,0.019233655,0.01896825,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
840556000,904000,1,1310988,6620172,1310988,197388,0.02169181,0.023057345,0.023082936,0.021697305,0.023061018,0.024409475,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
841564000,904000,1,1310988,6620172,1310988,197388,0.01581992,0.016305817,0.016274182,0.016001137,0.016458975,0.016171874,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
842572000,904000,1,1310988,6620172,1310988,197388,0.043117862,0.04430635,0.04408358,0.044511423,0.045525532,0.04504526,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
843580000,904000,1,1310988,6620172,1310988,197388,0.043943852,0.045720376,0.045612965,0.045076862,0.04668099,0.046512824,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
844588000,904000,1,1310988,6620172,1310988,197388,0.024243575,0.02679019,0.027245123,0.024651987,0.027144125,0.028455695,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
845596000,904000,1,1310988,6620172,1310988,197388,0.036826503,0.035728265,0.036161978,0.036891703,0.035809837,0.03548835,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
846604000,904000,1,1310988,6620172,1310988,197388,0.042853653,0.041942142,0.042431265,0.04290238,0.04201082,0.0405994,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
847612000,904000,1,1310988,6620172,1310988,197388,0.05285403,0.052034333,0.05231689,0.052894764,0.052100316,0.053385872,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
848620000,904000,1,1310988,6620172,1310988,197388,0.033186924,0.037044495,0.037281707,0.037712988,0.037102092,0.033833,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
849628000,904000,1,1310988,6620172,1310988,197388,0.029016508,0.028146166,0.02834105,0.029033864,0.02819041,0.029641565,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
850636000,904000,1,1310988,6620172,1310988,197388,0.016533662,0.011863479,0.01202233,0.01732075,0.0119078765,0.009902305,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
851644000,904000,1,1310988,6620172,1310988,197388,0.057909984,0.051051565,0.05088234,0.060024742,0.052856065,0.05191443,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
852652000,904000,1,1310988,6620172,1310988,197388,0.08092264,0.07386724,0.07373096,0.0837378,0.07620162,0.07560631,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
853660000,904000,1,1310988,6620172,1310988,197388,0.032987967,0.032290094,0.03210019,0.033222213,0.032492332,0.031844877,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
854668000,904000,1,1310988,6620172,1310988,197388,0.026157647,0.02899424,0.028468587,0.02632464,0.029206049,0.028796446,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
855676000,904000,1,1310988,6620172,1310988,197388,0.038107783,0.039196663,0.038920183,0.038140915,0.039240632,0.039165203,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
856684000,904000,1,1310988,6620172,1310988,197388,0.11927905,0.12264883,0.122306846,0.12393543,0.126362,0.12604608,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
857692000,904000,1,1310988,6620172,1310988,197388,0.09374476,0.086579345,0.09243878,0.0940616,0.08685632,0.09223358,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
858700000,904000,1,1310988,6620172,1310988,197388,0.05591902,0.056451283,0.055379387,0.056059614,0.056578435,0.059220795,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
859708000,904000,1,1310988,6620172,1310988,197388,0.0714898,0.06780551,0.06745505,0.073878355,0.069619216,0.06853914,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
860716000,904000,1,1310988,6620172,1310988,197388,0.049253605,0.04820894,0.048756,0.050610885,0.04923798,0.049681216,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
861724000,904000,1,1310988,6620172,1310988,197388,0.028113881,0.028177101,0.028017566,0.028207365,0.028264351,0.028515521,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
862732000,904000,1,1310988,6620172,1310988,197388,0.03863482,0.038229812,0.03811796,0.038744055,0.038335416,0.038785815,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
863740000,904000,1,1310988,6620172,1310988,197388,0.040160004,0.040267646,0.040185515,0.040233925,0.040341232,0.0404217,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
864748000,904000,1,1310988,6620172,1310988,197388,0.035178363,0.03533973,0.035292104,0.035191324,0.03537003,0.03561394,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
865756000,904000,1,1310988,6620172,1310988,197388,0.03801732,0.03820658,0.03820842,0.03803667,0.038238585,0.038228717,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
866764000,904000,1,1310988,6620172,1310988,197388,0.029831141,0.030023526,0.03005132,0.02985175,0.030053876,0.030060716,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
867772000,904000,1,1310988,6620172,1310988,197388,0.028635764,0.028833734,0.028870337,0.028652776,0.028861977,0.028796377,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
868780000,904000,1,1310988,6620172,1310988,197388,0.014440691,0.015297958,0.015337471,0.014457559,0.015321193,0.0152158225,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
869788000,904000,1,1310988,6620172,1310988,197388,0.010041755,0.010114472,0.010089364,0.010046949,0.010123995,0.010085162,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
870796000,904000,1,1310988,6620172,1310988,197388,0.011114332,0.008786669,0.008824578,0.011168863,0.008719316,0.008807316,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
871804000,904000,1,1310988,6620172,1310988,197388,0.013213577,0.0106265955,0.0106373085,0.0132643115,0.010567143,0.010658743,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
872812000,904000,1,1310988,6620172,1310988,197388,0.01739669,0.01786247,0.017878028,0.017342962,0.01782106,0.01779337,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
873820000,904000,1,1310988,6620172,1310988,197388,0.019030832,0.019818667,0.019818896,0.018987777,0.019786458,0.019702945,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
874828000,904000,1,1310988,6620172,1310988,197388,0.009717666,0.015139105,0.01511698,0.009712273,0.015128127,0.01037536,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
875836000,904000,1,1310988,6620172,1310988,197388,0.04054703,0.037022375,0.04193858,0.04051799,0.03699968,0.03975071,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
876844000,904000,1,1310988,6620172,1310988,197388,0.014227222,0.014110243,0.013792192,0.014212312,0.014100634,0.015931189,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
877852000,904000,1,1310988,6620172,1310988,197388,0.015807938,0.015410885,0.0151623525,0.015802374,0.015413697,0.014263773,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
878860000,904000,1,1310988,6620172,1310988,197388,0.02154919,0.020403348,0.02072636,0.021571454,0.020435244,0.020055452,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
879868000,904000,1,1310988,6620172,1310988,197388,0.016758347,0.015110044,0.015319437,0.01735077,0.015011144,0.014412991,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
880876000,904000,1,1310988,6620172,1310988,197388,0.040327236,0.03549457,0.035521746,0.04134945,0.036266774,0.036278255,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
881884000,904000,1,1310988,6620172,1310988,197388,0.028147174,0.024138069,0.02410476,0.028713785,0.024527792,0.024505151,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
882892000,904000,1,1310988,6620172,1310988,197388,0.008429281,0.008001497,0.008045483,0.008505003,0.008067318,0.007996369,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
883900000,904000,1,1310988,6620172,1310988,197388,0.017943967,0.014290292,0.014255589,0.018588657,0.014279977,0.013998161,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
884908000,904000,1,1310988,6620172,1310988,197388,0.012709237,0.009941147,0.0099823605,0.012644991,0.009952329,0.009910624,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
885916000,904000,1,1310988,6620172,1310988,197388,0.023056393,0.018538192,0.018524706,0.022960491,0.018530192,0.01849814,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
886924000,904000,1,1310988,6620172,1310988,197388,0.013009347,0.009481407,0.009465348,0.01295279,0.009484887,0.00960683,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
887932000,904000,1,1310988,6620172,1310988,197388,0.006131281,0.005482194,0.005512336,0.0061094374,0.0054704673,0.0055137845,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
888940000,904000,1,1310988,6620172,1310988,197388,0.004156009,0.0046782177,0.0046988577,0.004140446,0.0046558944,0.0046770084,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
889948000,904000,1,1310988,6620172,1310988,197388,0.005656476,0.0048325546,0.0048453007,0.005657171,0.004875316,0.0048232833,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
890956000,904000,1,1310988,6620172,1310988,197388,0.010999796,0.011859683,0.011857249,0.010947866,0.011834006,0.011803472,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
891964000,904000,1,1310988,6620172,1310988,197388,0.01244501,0.014214459,0.014087946,0.012420405,0.014203595,0.014130566,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
892972000,904000,1,1310988,6620172,1310988,197388,0.01840307,0.018115591,0.01808897,0.018403988,0.018087713,0.018129924,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
893980000,904000,1,1310988,6620172,1310988,197388,0.011347736,0.014538368,0.014540093,0.011356631,0.014552562,0.014484001,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
894988000,904000,1,1310988,6620172,1310988,197388,0.011927542,0.013328546,0.013329253,0.011923722,0.0133187445,0.013318405,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
895996000,904000,1,1310988,6620172,1310988,197388,0.02087966,0.020958139,0.020948242,0.020886993,0.020947458,0.020751823,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.009763567,0.004860481,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
897004000,904000,1,1310988,6620172,1310988,197388,0.01054633,0.011129627,0.01112383,0.010552688,0.011123439,0.010277005,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
898012000,904000,1,1310988,6620172,1310988,197388,0.019002121,0.019489806,0.019498043,0.019000646,0.019489747,0.019384012,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
899020000,904000,1,1310988,6620172,1310988,197388,0.01217589,0.012325461,0.012378446,0.012181101,0.012355861,0.011792751,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
900028000,904000,1,1310988,6620172,1310988,197388,0.0065705073,0.0064680367,0.0065140943,0.0065739835,0.006494107,0.0061846427,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
