timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
830212000,4000000.0,1.0,26183.268,0.0,379560,0,747.01196,24096,766,0,0,0,0.031789508,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
831204000,4000000.0,1.0,25987.053,0.0,380015,0,687.25104,24145,766,0,0,0,0.031724993,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
832136000,4000000.0,1.0,25811.754,0.0,380450,0,2268.9243,24197,766,0,0,0,0.031656817,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
833160000,4000000.0,1.0,26197.213,0.0,380918,0,2305.7769,24249,766,0,0,0,0.03158893,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
834168000,4000000.0,1.0,25862.55,0.0,381383,0,2323.7053,24303,766,0,0,0,0.031518742,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
835168000,4000000.0,1.0,25992.033,0.0,381843,0,2241.036,24355,766,0,0,0,0.03145145,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
836168000,4000000.0,1.0,25807.77,0.0,382302,0,2305.7769,24409,766,0,0,0,0.031381868,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
837164000,4000000.0,1.0,26319.723,0.0,382756,0,2305.7769,24460,766,0,0,0,0.031316437,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
838160000,4000000.0,1.0,25862.55,0.0,383213,0,2305.7769,24512,766,0,0,0,0.03125,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
839136000,4000000.0,1.0,25933.268,0.0,383666,0,2285.8567,24565,767,0,0,0,0.031223286,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
840076000,4000000.0,1.0,25929.283,0.0,384100,0,2418.3267,24616,767,0,0,0,0.031158596,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
841072000,4000000.0,1.0,26145.42,0.0,384565,0,2246.016,24676,769,0,0,0,0.031163884,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
842068000,4000000.0,1.0,25761.953,0.0,385022,0,2854.5818,24738,769,0,0,0,0.03108578,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
843068000,4000000.0,1.0,26057.77,0.0,385484,0,2763.9443,24803,769,0,0,0,0.031004313,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
844068000,4000000.0,1.0,25777.889,0.0,385941,0,2699.2034,24864,769,0,0,0,0.03092825,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
845068000,4000000.0,1.0,26508.965,0.0,386404,0,2763.9443,24928,769,0,0,0,0.030848844,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
846060000,4000000.0,1.0,25895.42,0.0,386849,0,2881.474,24990,769,0,0,0,0.03077231,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
847060000,4000000.0,1.0,26049.8,0.0,387308,0,2763.9443,25051,770,0,0,0,0.030737296,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
848060000,4000000.0,1.0,25771.914,0.0,387768,0,2679.283,25115,770,0,0,0,0.03065897,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
849052000,4000000.0,1.0,26042.83,0.0,388227,0,2828.6853,25176,770,0,0,0,0.030584684,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
850052000,4000000.0,1.0,25931.275,0.0,388684,0,2763.9443,25238,771,0,0,0,0.030549172,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
851052000,4000000.0,1.0,26203.188,0.0,389151,0,2679.283,25301,771,0,0,0,0.030473104,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
852180000,4000000.0,1.0,25917.332,0.0,389670,0,3071.7131,25379,771,0,0,0,0.030379448,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
853180000,4000000.0,1.0,26186.256,0.0,390131,0,2763.9443,25442,771,0,0,0,0.030304221,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
854180000,4000000.0,1.0,25820.719,0.0,390588,0,2763.9443,25505,771,0,0,0,0.030229367,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
855172000,4000000.0,1.0,26172.312,0.0,391046,0,2763.9443,25567,771,0,0,0,0.030156061,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
856168000,4000000.0,1.0,25883.467,0.0,391507,0,2763.9443,25632,771,0,0,0,0.030079588,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
857164000,4000000.0,1.0,25980.08,0.0,391958,0,2932.271,25694,771,0,0,0,0.030007005,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
858148000,4000000.0,1.0,25977.092,0.0,392412,0,2763.9443,25757,771,0,0,0,0.02993361,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
859152000,4000000.0,1.0,25964.145,0.0,392878,0,2763.9443,25819,771,0,0,0,0.02986173,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
860152000,4000000.0,1.0,25920.32,0.0,393328,0,2743.028,25882,771,0,0,0,0.029789042,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
861156000,4000000.0,1.0,25843.627,0.0,393784,0,2763.9443,25944,771,0,0,0,0.029717853,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862152000,4000000.0,1.0,26018.926,0.0,394240,0,2763.9443,26007,771,0,0,0,0.029645864,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
863148000,4000000.0,1.0,25979.084,0.0,394698,0,2763.9443,26070,771,0,0,0,0.029574223,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
864116000,4000000.0,1.0,25728.088,0.0,395142,0,2763.9443,26133,771,0,0,0,0.029502928,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
865116000,4000000.0,1.0,26250.0,0.0,395604,0,2763.9443,26196,771,0,0,0,0.029431975,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
866108000,4000000.0,1.0,25770.918,0.0,396061,0,2763.9443,26257,772,0,0,0,0.029401684,0,2,0,1,1,1,56,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
