timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
829464000,829464000,1310996,1310996,-5.077888e-06,-7.467815e-06,-5.2978553e-06,0.0005006394,-0.00097252574,-0.039531223,4000,4000,0,2,0
829964000,829964000,1310996,1310996,-1.6788686e-05,-1.7884462e-05,-3.2403634e-05,0.00076892506,-0.0003854944,-0.039513037,4000,4000,0,2,0
830460000,830460000,1310996,1310996,1.5029066e-05,1.0022303e-05,-3.3602996e-06,0.0006379057,-0.00048601255,-0.039695643,4000,4000,0,2,0
830964000,830964000,1310996,1310996,-7.1139526e-05,-1.7677266e-05,-2.1974689e-05,0.0005152248,-0.00043093067,-0.039450683,4000,4000,0,2,0
831464000,831464000,1310996,1310996,3.1502073e-05,-9.362618e-07,-2.448734e-06,0.0007485179,-0.00056567264,-0.040000264,4000,4000,0,2,0
831964000,831964000,1310996,1310996,-3.3771874e-05,-2.1964637e-05,9.914921e-06,0.00079573743,-0.0005356514,-0.039212376,4000,4000,0,2,0
832460000,832460000,1310996,1310996,4.2258757e-06,-8.578757e-06,1.6108865e-05,0.0008646752,-0.00049842097,-0.039609425,4000,4000,0,2,0
832964000,832964000,1310996,1310996,7.5007765e-06,-1.437019e-05,2.4108916e-05,0.0006972919,-0.0007917171,-0.039435457,4000,4000,0,2,0
833464000,833464000,1310996,1310996,-6.0803253e-05,-6.934153e-06,2.25908e-06,0.00042825117,-0.00031218078,-0.040542047,4000,4000,0,2,0
833964000,833964000,1310996,1310996,3.5712935e-06,-9.308247e-06,-1.3844239e-05,0.0008266698,-0.0004633503,-0.03966878,4000,4000,0,2,0
834464000,834464000,1310996,1310996,7.051674e-06,2.363721e-05,3.5956461e-06,0.00073789986,-0.00033321456,-0.039317228,4000,4000,0,2,0
834964000,834964000,1310996,1310996,-6.1111416e-05,-1.9575453e-05,3.4138086e-06,0.0006460417,-0.0007117519,-0.04055694,4000,4000,0,2,0
835460000,835460000,1310996,1310996,4.7039488e-05,-2.4290135e-05,3.9188612e-06,0.0006605233,-0.0008180078,-0.037842594,4000,4000,0,2,0
835960000,835960000,1310996,1310996,1.6261261e-05,7.0516717e-06,-2.1082606e-05,0.00084042095,-0.0005700461,-0.039601684,4000,4000,0,2,0
