timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
829260000,41.6066999640347,-86.3556155107224,229.27567,-0.44877878,-1.115004,0.1301335,-1.110269,1,1,1,0
836152000,41.60669997015893,-86.35561552743037,229.27498,-0.4480978,-1.1163931,0.13081624,-1.1088756,1,1,1,0
838576000,41.60669997015893,-86.35561552743037,229.27498,-0.4480978,-1.1163931,0.13081624,-1.072822,1,1,1,0
899180000,41.60677053714298,-86.35520733765968,229.43858,7.398668,32.82158,-0.03279524,-1.3081368,1,1,1,0
