timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
836212000,836132000,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
836220000,836140000,-3.0704215,3.8634758,-2.5132706,-1.2566334,3.705848e-06,1.2566408,2.513278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
837204000,837124000,-0.062726215,3.5568905,-2.5097153,-1.25305,0.0034957882,1.2600482,2.5167246,-0.011456374,-0.0059311134,-0.010575533,-0.018970847,-0.01951595,-0.01367773,-0.0069986936,0.00031965307,-0.0018353923,-0.010486291,0.19996572,0.20001677,0.20004508,0.20001075,0.19996177
838212000,838132000,0.2481698,3.6108696,-2.51018,-1.2533334,0.0030489222,1.2593188,2.5159845,0.052691434,0.046536107,0.024189316,0.016526882,0.034141973,-0.013200037,0.00829989,0.009091923,-0.011916341,-0.025698049,0.19984654,0.20001104,0.20016074,0.20008795,0.1998937
839204000,839124000,0.6459599,3.9206114,-2.5122228,-1.2547717,0.0015670668,1.2572057,2.513525,0.026593726,0.04830949,0.010627633,-0.034349747,-0.0245187,-0.051498126,-0.004806362,0.030247401,0.005272886,-0.045243092,0.19957593,0.19986089,0.2003388,0.20034814,0.19987626
840212000,840132000,0.05260687,3.5376782,-2.511348,-1.2537224,0.0007715352,1.2550954,2.5124454,0.0067661162,0.040152773,-0.00031615328,-0.058698058,-0.054462,-0.063566275,-0.010067428,0.038138635,0.014665969,-0.048226386,0.19900745,0.20030625,0.20118435,0.2004232,0.19907883
841204000,841124000,0.0031983764,3.5224473,-2.5012455,-1.2431576,0.009610993,1.2624037,2.5205338,0.04585222,0.04236766,-0.0069694426,-0.03415145,-0.0016124826,-0.08067926,-0.029772809,-0.017354254,-0.060349565,-0.09963429,0.19834356,0.2006478,0.20206289,0.20061992,0.19832584
842204000,842124000,-1.1769714,1.2688967,-2.2020602,-1.2344081,-0.30088374,1.0310369,2.6826367,0.7556688,0.05473359,-0.8297053,-0.8403002,0.3119917,-0.66657853,-0.012980759,-0.34151882,-1.4250515,-1.6808779,0.20982867,0.4321269,0.24740662,0.05943935,0.05119844
843204000,843124000,-1.2060393,0.13399394,-1.64143,-1.2230757,-0.8420777,0.52078074,3.1152794,0.8179095,-0.02924081,-0.77987874,-1.537526,1.176207,-0.4120438,-0.29071903,-0.2886442,-2.0412836,-2.405644,0.07360518,0.8007165,0.12551147,8.3488056e-05,8.3488056e-05
844212000,844132000,-1.2283514,0.07826855,-1.4524513,-1.2370787,-1.0296332,0.34020966,-2.9876325,0.4180243,-0.019410748,-0.3681223,-0.9224087,1.0760126,-0.43950415,-0.5972059,-0.4510734,-1.6700656,-1.5983813,0.05552574,0.8444776,0.09983093,8.2865095e-05,8.2865095e-05
845212000,845132000,-1.2687818,0.07099409,-1.402721,-1.2772595,-1.1407015,0.3086872,-2.9970658,0.19700272,-0.016538806,-0.18203835,-0.28474963,0.41562998,-0.6292342,-0.77567923,-0.6104107,-1.1658281,-1.0113158,0.06867411,0.80587196,0.12527536,8.929909e-05,8.929909e-05
846204000,846124000,-1.301142,0.068686865,-1.3904171,-1.311022,-1.2145631,0.3186581,-3.0600235,0.16954963,0.0494847,-0.038335785,0.15730418,0.015579559,-0.72775483,-0.8347213,-0.69241226,-0.76790774,-0.65809166,0.08365619,0.74468195,0.17145976,9.503127e-05,0.00010715557
847212000,847132000,-1.3200804,0.066312,-1.3909886,-1.3306378,-1.2537955,0.32682616,-3.1122289,0.120509826,0.04435291,-0.0031414032,0.3969189,-0.35642785,-0.8100611,-0.89134276,-0.7701297,-0.4434278,-0.4158771,0.09223234,0.6971685,0.21028055,0.00014059833,0.00017803209
848204000,848124000,-1.3312848,0.062695846,-1.3875421,-1.3418789,-1.2828785,0.3367827,3.1190205,0.062379234,0.012738938,-0.01468184,0.42250577,-0.51993364,-0.792784,-0.84943867,-0.760514,-0.2600386,-0.28613663,0.1004643,0.6411486,0.2577429,0.0003017821,0.00034230127
