timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
829264000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
829268000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
829360000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
829464000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
829564000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
829664000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
829760000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
829864000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
829964000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830064000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830164000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830264000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830360000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830460000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830564000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830664000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830764000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830864000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
830960000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831060000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831160000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831264000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831364000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831464000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831564000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831664000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831764000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831864000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
831964000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832060000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832160000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832264000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832364000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832460000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832560000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832660000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832764000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832860000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
832964000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833060000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833164000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833260000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833364000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833464000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833560000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833664000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833760000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833864000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
833960000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834064000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834164000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834260000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834360000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834464000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834564000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834664000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834764000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834860000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
834964000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835060000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835164000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835264000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835364000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835460000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835560000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835664000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835764000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835860000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
835964000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
836060000,0,41.606699899999995,-86.3556156,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
