timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
21733224000,21733144000,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
21733232000,21733152000,-2.9370883,3.7326796,-2.513271,-1.256634,3.0564488e-06,1.2566402,2.5132773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
21734224000,21734144000,-2.8153434,3.6436505,-2.5134547,-1.256878,-0.00018352765,1.2565501,2.5131893,-0.0040224716,-0.021886969,-0.02323409,-0.006201561,0.0056716595,0.004473049,8.487329e-05,-0.018261604,-0.025211995,-0.011160843,0.20004149,0.20000038,0.19995882,0.199974,0.20002528
21735224000,21735144000,-0.8404452,3.7228787,-2.5126352,-1.2562416,-7.9632584e-05,1.2565082,2.5135908,-0.041551977,-0.026005074,-0.007826776,-0.012132268,-0.032984555,-0.0025039613,-0.016562523,-0.0061277356,0.014392937,0.01663402,0.19997843,0.20019293,0.2001408,0.199894,0.1997938
21736224000,21736144000,-0.6509939,3.9048667,-2.5082853,-1.2521826,0.0028533696,1.2590358,2.5169947,-0.0538151,-0.041896008,-0.030705709,-0.035686985,-0.049986158,0.01826455,0.010373628,0.019255042,0.032656293,0.032053016,0.199803,0.20057099,0.20054965,0.19976851,0.19930786
21737224000,21737144000,-0.75057846,3.794525,-2.5068521,-1.2508289,0.004383595,1.2607548,2.5186546,-0.0154948495,-0.037680257,-0.02754219,0.00093797036,0.008416258,0.008458665,-0.009448097,-0.036073495,-0.034687154,-0.0071350317,0.19988409,0.20054537,0.20045267,0.1997344,0.19938347
21738224000,21738144000,-1.2684373,3.5398028,-2.5070534,-1.2521963,0.0026944098,1.2600331,2.5188541,0.029518187,-0.017037945,-0.033813436,0.0023857164,0.041591015,-0.0099585075,-0.0075006075,-0.050988503,-0.080436036,-0.055049866,0.20030548,0.20094153,0.20027483,0.19922975,0.19924842
21739224000,21739144000,-1.1422149,1.9587097,-2.3155212,-1.249042,-0.22070481,1.076107,2.6012816,0.6532064,0.10602525,-0.5610755,-0.500127,0.33529595,-0.529235,-0.033186078,-0.33520848,-1.1327336,-1.2743715,0.20912293,0.34108034,0.24684595,0.108141765,0.09480903
21740224000,21740144000,-1.1518385,0.08973253,-1.4567292,-1.1735538,-0.89886415,0.3423101,-2.997635,1.1728617,0.16196811,-0.65076005,-0.8633946,3.1933036,0.16472769,-0.24918342,-0.5591824,-3.2780883,-2.0081391,0.04926897,0.8203058,0.1302466,8.93436e-05,8.93436e-05
21741224000,21741144000,-1.1569552,0.038584497,-1.1862973,-1.1685065,-1.0769075,0.017036453,-2.6390252,0.6450274,0.31227148,-0.16591752,-0.98246026,3.2254097,-0.09825182,-0.60052896,-0.4960599,-2.8888578,-1.2545965,0.032217897,0.83507204,0.13253285,8.8624234e-05,8.8624234e-05
21742216000,21742136000,-1.172231,0.028400425,-1.0596449,-1.1796236,-1.1772933,-0.1593378,-2.4257495,0.5491699,0.48151267,0.21055341,-0.5070727,2.400103,-0.62477255,-0.95722127,-0.7635124,-2.3460321,-1.035358,0.056562223,0.67314357,0.27007422,0.000109990346,0.000109990346
21743216000,21743136000,-1.2001796,0.028957566,-1.0079836,-1.1970339,-1.2375736,-0.23071203,-2.3473082,0.5155232,0.49496162,0.30628586,-0.16734362,1.7156367,-0.8027425,-1.0320983,-0.8451321,-1.920301,-0.9435477,0.08324848,0.45330143,0.46322662,0.000111750116,0.000111750116
21744216000,21744136000,-1.2463237,0.03237746,-0.97426736,-1.2203387,-1.2930269,-0.26441476,-2.329657,0.6207967,0.57552004,0.42392063,0.24567842,1.1876932,-0.9944663,-1.1680279,-1.0111432,-1.6480355,-1.0145688,0.090375505,0.25013164,0.6592382,0.00012732718,0.00012732718
21745224000,21745144000,-1.2958872,0.03446819,-0.9485148,-1.2422469,-1.3384678,-0.27114508,-2.3500648,0.6625359,0.56568384,0.42707324,0.50689626,0.71944857,-1.0976245,-1.249783,-1.1291859,-1.4191647,-1.0690477,0.078072086,0.13159151,0.79005957,0.00013840791,0.00013840791
21746224000,21746144000,-1.3517487,0.0338525,-0.92525524,-1.267683,-1.3840805,-0.25956264,-2.4029326,0.71513295,0.5436313,0.40656996,0.7505965,0.28354478,-1.1270316,-1.2745562,-1.195236,-1.1575401,-1.0470321,0.055974614,0.063880876,0.8797593,0.00014480064,0.00024051782
21747224000,21747144000,-1.3872503,0.032453377,-0.9132096,-1.2855592,-1.412364,-0.24522534,-2.4491968,0.69447136,0.48558903,0.35255814,0.809757,0.041848183,-1.0967205,-1.2428575,-1.189187,-0.9865861,-0.9927573,0.042361625,0.040451933,0.9164055,0.00014014104,0.0006407342
21748224000,21748144000,-1.414354,0.031975176,-0.9031304,-1.2989991,-1.4331483,-0.228515,-2.49078,0.72587204,0.4775498,0.34371734,0.90004504,-0.13321376,-1.0123672,-1.1692736,-1.1375968,-0.7784815,-0.8935652,0.032710865,0.028165052,0.9369652,0.00014582,0.0020129615
21749224000,21749144000,-1.4361581,0.034757093,-0.89592874,-1.3089049,-1.4479798,-0.21380115,-2.5236044,0.7181072,0.4449892,0.3126161,0.92546976,-0.2705648,-0.94551706,-1.1102076,-1.094904,-0.6280117,-0.81736183,0.026301742,0.021482248,0.94616044,0.00016031721,0.0058951844
21750216000,21750136000,-1.4564942,0.04388315,-0.8903939,-1.3160136,-1.4585905,-0.20199506,-2.5490103,0.6987634,0.41196585,0.28256083,0.9242103,-0.36105323,-0.89616394,-1.0639229,-1.0597992,-0.5276418,-0.7584419,0.02264057,0.017673155,0.9450553,0.00019180373,0.014439178
21751224000,21751144000,-1.4841263,0.06599942,-0.8852774,-1.3213537,-1.4667453,-0.19068071,-2.5702279,0.6287658,0.35719013,0.2400043,0.837353,-0.40368485,-0.7586932,-0.92366505,-0.930141,-0.37573862,-0.6501069,0.019590013,0.0148320105,0.93159276,0.00023453753,0.03375064
