timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,calibration_count
21726308000,21726296000,6620172,228.53421,13.515131,98609.97,1.1716496,0
21726376000,21726354666,6620172,228.48929,13.515132,98610.49,1.1716558,0
21726428000,21726416000,6620172,228.56856,13.515131,98609.555,1.1716447,0
21726496000,21726474666,6620172,228.49194,13.515132,98610.47,1.1716554,0
21726548000,21726536000,6620172,228.44966,13.515131,98610.95,1.1716613,0
21726620000,21726596000,6620172,228.39682,13.515132,98611.586,1.1716688,0
21726668000,21726656000,6620172,228.48665,13.515131,98610.516,1.171656,0
21726740000,21726716000,6620172,228.49988,13.515132,98610.36,1.1716542,0
21726788000,21726776000,6620172,228.54478,13.515131,98609.86,1.1716483,0
21726860000,21726836000,6620172,228.53157,13.515132,98609.99,1.1716498,0
21726908000,21726896000,6620172,228.41531,13.515131,98611.36,1.1716661,0
21726980000,21726956000,6620172,228.49722,13.515132,98610.42,1.1716549,0
21727028000,21727016000,6620172,228.558,13.515131,98609.695,1.1716464,0
21727100000,21727076000,6620172,228.52101,13.515132,98610.125,1.1716514,0
21727148000,21727134000,6620172,228.53157,13.515131,98610.0,1.1716499,0
21727196000,21727184000,6620172,228.50516,13.515131,98610.31,1.1716536,0
21727268000,21727244000,6620172,228.60027,13.515132,98609.18,1.1716402,0
21727316000,21727302000,6620172,228.50516,13.515131,98610.31,1.1716536,0
21727388000,21727362666,6620172,228.35454,13.515132,98612.08,1.1716746,0
21727436000,21727424000,6620172,228.3466,13.515131,98612.18,1.1716758,0
21727508000,21727484000,6620172,228.53687,13.515132,98609.94,1.1716492,0
21727556000,21727542000,6620172,228.54478,13.515131,98609.84,1.171648,0
21727604000,21727592000,6620172,228.51836,13.515131,98610.164,1.1716518,0
21727676000,21727652000,6620172,228.54478,13.515132,98609.86,1.1716483,0
21727724000,21727712000,6620172,228.53687,13.515131,98609.92,1.171649,0
21727796000,21727770666,6620172,228.46286,13.515132,98610.8,1.1716595,0
21727844000,21727832000,6620172,228.47345,13.515131,98610.69,1.171658,0
21727916000,21727890666,6620172,228.49458,13.515132,98610.44,1.1716552,0
21727964000,21727952000,6620172,228.33604,13.515131,98612.29,1.1716771,0
21728036000,21728010666,6620172,228.50252,13.515132,98610.336,1.1716539,0
21728080000,21728068000,6620172,228.51836,13.515131,98610.17,1.171652,0
21728132000,21728120000,6620172,228.5078,13.515131,98610.29,1.1716534,0
21728200000,21728178666,6620172,228.5078,13.515132,98610.27,1.1716532,0
21728252000,21728240000,6620172,228.47081,13.515131,98610.7,1.1716583,0
21728324000,21728300000,6620172,228.41003,13.515132,98611.43,1.171667,0
21728368000,21728356000,6620172,228.53687,13.515131,98609.92,1.171649,0
21728420000,21728408000,6620172,228.44702,13.515131,98610.984,1.1716616,0
21728488000,21728465333,6620172,228.46553,13.515132,98610.77,1.1716591,0
21728516000,21728516000,6620172,228.48929,13.515131,98610.5,1.1716559,0
21728612000,21728574000,6620172,228.49988,13.515131,98610.375,1.1716543,0
21728636000,21728636000,6620172,228.48665,13.515131,98610.52,1.1716561,0
21728728000,21728692000,6620172,228.46022,13.515131,98610.836,1.1716598,0
21728752000,21728752000,6620172,228.4206,13.515131,98611.31,1.1716654,0
21728848000,21728812000,6620172,228.48401,13.515131,98610.56,1.1716566,0
21728872000,21728872000,6620172,228.65048,13.515131,98608.61,1.1716334,0
21728968000,21728932000,6620172,228.48137,13.515131,98610.59,1.171657,0
21728992000,21728992000,6620172,228.3017,13.515131,98612.71,1.1716821,0
21729088000,21729053000,6620172,228.46553,13.515131,98610.76,1.1716589,0
21729116000,21729116000,6620172,228.56328,13.515131,98609.625,1.1716455,0
21729212000,21729175000,6620172,228.48929,13.515131,98610.5,1.1716559,0
21729236000,21729236000,6620172,228.56592,13.515131,98609.61,1.1716453,0
21729328000,21729293000,6620172,228.4021,13.515131,98611.53,1.171668,0
21729356000,21729356000,6620172,228.36247,13.515131,98611.984,1.1716735,0
21729452000,21729415000,6620172,228.53421,13.515131,98609.984,1.1716497,0
21729476000,21729476000,6620172,228.48401,13.515131,98610.56,1.1716566,0
21729572000,21729536000,6620172,228.38625,13.515131,98611.69,1.17167,0
21729596000,21729596000,6620172,228.42587,13.515131,98611.26,1.1716648,0
21729688000,21729654000,6620172,228.47609,13.515131,98610.65,1.1716577,0
21729716000,21729716000,6620172,228.48665,13.515131,98610.53,1.1716563,0
21729812000,21729775000,6620172,228.43646,13.515131,98611.11,1.171663,0
21729836000,21729836000,6620172,228.56064,13.515131,98609.664,1.1716459,0
21729932000,21729895000,6620172,228.43118,13.515131,98611.18,1.1716639,0
21729956000,21729956000,6620172,228.56856,13.515131,98609.555,1.1716447,0
21730048000,21730014000,6620172,228.44966,13.515131,98610.97,1.1716614,0
21730076000,21730076000,6620172,228.37303,13.515131,98611.875,1.1716722,0
21730168000,21730135000,6620172,228.49722,13.515131,98610.39,1.1716546,0
21730196000,21730196000,6620172,228.49988,13.515131,98610.38,1.1716545,0
21730292000,21730256000,6620172,228.49722,13.515131,98610.414,1.1716548,0
21730312000,21730312000,6620172,228.3836,13.515131,98611.73,1.1716704,0
21730388000,21730362666,6620172,228.52629,13.515132,98610.06,1.1716506,0
21730436000,21730424000,6620172,228.4074,13.515131,98611.47,1.1716673,0
21730504000,21730481333,6620172,228.51308,13.515132,98610.234,1.1716527,0
21730556000,21730542000,6620172,228.5078,13.515131,98610.29,1.1716534,0
21730628000,21730601333,6620172,228.50252,13.515132,98610.336,1.1716539,0
21730672000,21730660000,6620172,228.50516,13.515131,98610.32,1.1716537,0
21730724000,21730710000,6620172,228.43646,13.515131,98611.11,1.171663,0
21730792000,21730769333,6620172,228.43118,13.515132,98611.19,1.171664,0
21730844000,21730830000,6620172,228.52365,13.515131,98610.08,1.1716509,0
21730892000,21730880000,6620172,228.45758,13.515131,98610.875,1.1716604,0
21730964000,21730940000,6620172,228.46286,13.515132,98610.8,1.1716595,0
21731012000,21731000000,6620172,228.37303,13.515131,98611.86,1.171672,0
21731084000,21731060000,6620172,228.46286,13.515132,98610.8,1.1716595,0
21731128000,21731118000,6620172,228.51572,13.515131,98610.19,1.1716522,0
21731180000,21731168000,6620172,228.3466,13.515131,98612.19,1.1716759,0
21731252000,21731226666,6620172,228.54214,13.515132,98609.875,1.1716484,0
21731296000,21731284000,6620172,228.41795,13.515131,98611.33,1.1716657,0
21731348000,21731334000,6620172,228.43382,13.515131,98611.13,1.1716634,0
21731396000,21731384000,6620172,228.40475,13.515131,98611.49,1.1716677,0
21731468000,21731444000,6620172,228.49722,13.515132,98610.41,1.1716547,0
21731516000,21731504000,6620172,228.47609,13.515131,98610.65,1.1716577,0
21731588000,21731564000,6620172,228.47081,13.515132,98610.7,1.1716583,0
21731636000,21731624000,6620172,228.6452,13.515131,98608.67,1.1716341,0
21731704000,21731682666,6620172,228.47345,13.515132,98610.67,1.1716579,0
21731756000,21731742000,6620172,228.49988,13.515131,98610.37,1.1716543,0
21731828000,21731802666,6620172,228.37833,13.515132,98611.8,1.1716713,0
21731876000,21731864000,6620172,228.558,13.515131,98609.69,1.1716462,0
