timestamp,timestamp_sample,baro_device_id,bias,bias_var,innov,innov_var,innov_test_ratio
21764208000,21764100000,6620172,-0.06223319,0.0021535193,0.14076254,13.252153,0.00016612891
21774816000,21774736000,6620172,-0.06123105,0.0021534467,0.36886242,13.252153,0.0011407746
21786208000,21786124000,6620172,-0.060200408,0.002153576,0.2643144,13.252154,0.00058575056
21795408000,21795314000,6620172,-0.059180245,0.002153581,0.2811803,13.252154,0.0006628889
21806016000,21805936000,6620172,-0.058157578,0.0021535482,0.23522829,13.252154,0.00046392748
21835032000,21834904000,6620172,-0.057154328,0.0021532783,0.13746841,13.252153,0.0001584444
