timestamp,actual_yaw_rate,expected_yaw_rate,yaw_rate_diff
1743177537405379,-0.30972967,-0.68834645,0.37861678000000004
1743177537413379,-0.33174503,-0.68834645,0.35660142000000006
1743177537425379,-0.37984222,-0.68834645,0.30850423000000005
1743177537433379,-0.39053243,-0.68834645,0.29781402000000007
1743177537445379,-0.44131276,-0.7051636,0.26385084
1743177537453379,-0.4613619,-0.7051636,0.2438017
1743177537465379,-0.49949348,-0.7051636,0.20567012
1743177537473379,-0.5277062,-0.7051636,0.1774574
1743177537485379,-0.56169933,-0.7051636,0.14346426999999995
1743177537493379,-0.5764015,-0.7190667,0.14266519999999994
1743177537505379,-0.61173916,-0.7190667,0.10732754
1743177537513379,-0.64282554,-0.7190667,0.07624115999999992
1743177537525379,-0.67512554,-0.7190667,0.043941159999999924
1743177537533379,-0.70447356,-0.7190667,0.014593139999999893
1743177537545379,-0.7351987,-0.7364361,0.0012374000000000551
1743177537553379,-0.7563862,-0.7364361,-0.01995009999999997
1743177537565379,-0.8008039,-0.7364361,-0.06436779999999998
1743177537573379,-0.8197761,-0.7364361,-0.08333999999999997
1743177537585379,-0.8799626,-0.7364361,-0.1435265
1743177537593379,-0.8924809,-0.74791867,-0.14456223
1743177537605379,-0.9150467,-0.74791867,-0.16712802999999998
1743177537613379,-0.9396823,-0.74791867,-0.19176362999999996
1743177537625379,-0.9775863,-0.74791867,-0.22966763
1743177537633379,-1.0059693,-0.74791867,-0.25805063000000006
1743177537645379,-1.0245574,-0.7544131,-0.2701443
1743177537653379,-1.0512917,-0.7544131,-0.2968786
1743177537665379,-1.0793033,-0.7544131,-0.32489020000000013
1743177537673379,-1.0922884,-0.7544131,-0.3378753
1743177537685379,-1.1278387,-0.7544131,-0.37342560000000014
1743177537693379,-1.1456512,-0.7597822,-0.38586900000000013
1743177537705379,-1.1658363,-0.7597822,-0.4060541000000001
1743177537713379,-1.191838,-0.7597822,-0.4320558
1743177537725379,-1.2129759,-0.7597822,-0.45319370000000003
1743177537733379,-1.2293595,-0.7597822,-0.4695773
1743177537745379,-1.2533838,-0.54957753,-0.70380627
1743177537753379,-1.2728664,-0.54957753,-0.7232888700000001
1743177537765379,-1.2896153,-0.54957753,-0.7400377699999999
1743177537773379,-1.3050498,-0.54957753,-0.75547227
1743177537785379,-1.3037087,-0.54957753,-0.7541311700000001
1743177537793379,-1.3209893,-0.40832853,-0.9126607699999999
1743177537805379,-1.3299023,-0.40832853,-0.9215737700000001
1743177537813379,-1.3465345,-0.40832853,-0.93820597
1743177537825379,-1.3551748,-0.40832853,-0.9468462699999999
1743177537833379,-1.3650794,-0.40832853,-0.9567508699999999
1743177537845379,-1.34286,-0.32780895,-1.0150510499999998
1743177537853379,-1.3505489,-0.32780895,-1.02273995
1743177537865379,-1.3552129,-0.32780895,-1.02740395
1743177537873379,-1.3583282,-0.32780895,-1.0305192500000002
1743177537885379,-1.3445596,-0.32780895,-1.01675065
1743177537893379,-1.3420881,-0.26090786,-1.0811802400000001
1743177537905379,-1.3391786,-0.26090786,-1.0782707400000002
1743177537913379,-1.3192412,-0.26090786,-1.05833334
1743177537925379,-1.3062229,-0.26090786,-1.0453150400000002
1743177537933379,-1.2995373,-0.26090786,-1.0386294399999998
1743177537945379,-1.2900987,-0.17722933,-1.1128693699999999
