timestamp,load,ram_usage
1743177504817379,0.2413793,0.38510785
1743177505317379,0.27272728,0.38515234
1743177505817379,0.20588236,0.38513637
1743177506317379,0.2413793,0.3851344
1743177506817379,0.17910448,0.3851951
1743177507317379,0.20967741,0.3852199
1743177507817379,0.26984128,0.3852059
1743177508317379,0.20289855,0.3852049
1743177508817379,0.26229507,0.3852182
1743177509317379,0.19402985,0.3852167
1743177509817379,0.203125,0.38523194
1743177510317379,0.22413793,0.38519976
1743177510817379,0.20588236,0.38512185
1743177511317379,0.20967741,0.38511965
1743177511817379,0.21428572,0.38536343
1743177512317379,0.20895523,0.38537842
1743177512817379,0.20634921,0.38540742
1743177513317379,0.203125,0.38542265
1743177513817379,0.2238806,0.38539046
1743177514317379,0.2413793,0.385563
1743177514817379,0.19117647,0.38557944
1743177515317379,0.21666667,0.3854084
1743177515817379,0.2173913,0.38537472
1743177516317379,0.20634921,0.385375
1743177516817379,0.23076923,0.38534278
1743177517317379,0.21875,0.3853418
1743177517817379,0.23728813,0.3853735
1743177518317379,0.21212122,0.3854342
1743177518817379,0.21212122,0.3854342
1743177519317379,0.22950819,0.38541478
1743177519817379,0.2,0.38535017
1743177520317379,0.26229507,0.38536564
1743177520817379,0.1875,0.38539782
1743177521317379,0.22222222,0.38539463
1743177521817379,0.25,0.38539463
1743177522317379,0.22950819,0.38543987
1743177522817379,0.22222222,0.38542044
1743177523317379,0.23333333,0.38549712
1743177523817379,0.18571429,0.38548163
1743177524317379,0.26785713,0.38543248
1743177524817379,0.19402985,0.38541675
1743177525317379,0.203125,0.38546297
1743177525817379,0.20967741,0.38555488
1743177526317379,0.22950819,0.38553792
1743177526817379,0.21538462,0.38556936
1743177527317379,0.23333333,0.38538137
1743177527817379,0.2,0.38528603
1743177528317379,0.23636363,0.3853015
1743177528817379,0.21428572,0.385317
1743177529317379,0.19354838,0.3853477
1743177529817379,0.1904762,0.38537842
1743177530317379,0.23809524,0.38537842
1743177530817379,0.2542373,0.385375
1743177531317379,0.18461539,0.3853622
1743177531817379,0.2238806,0.38536122
1743177532317379,0.22413793,0.38535926
1743177532817379,0.22058824,0.38539022
1743177533317379,0.20895523,0.38542044
1743177533817379,0.2,0.3853863
1743177534317379,0.2647059,0.38541675
1743177534817379,0.21538462,0.3853202
1743177535317379,0.203125,0.3853504
1743177535817379,0.2647059,0.38515922
1743177536317379,0.2413793,0.3851747
1743177536817379,0.19402985,0.38526562
1743177537317379,0.2542373,0.38531083
1743177537817379,0.21212122,0.3852779
1743177538317379,0.20634921,0.38530886
1743177538817379,0.2238806,0.38524252
1743177539317379,0.22950819,0.38527521
1743177539817379,0.26984128,0.38519534
1743177540317379,0.21428572,0.3852263
1743177540817379,0.28767124,0.38533124
1743177541317379,0.34848484,0.38529068
1743177541817379,0.171875,0.3852875
1743177542317379,0.20967741,0.38533148
1743177542817379,0.20967741,0.38495916
1743177543317379,0.24615385,0.38495794
1743177543817379,0.24561404,0.38518795
1743177544317379,0.2,0.38517198
1743177544817379,0.23188406,0.38518575
1743177545317379,0.19642857,0.38518476
1743177545817379,0.18571429,0.38524398
1743177546317379,0.2,0.3852575
1743177546817379,0.21311475,0.38527274
1743177547317379,0.203125,0.38526955
1743177547817379,0.2,0.3852843
1743177548317379,0.1904762,0.38525334
1743177548817379,0.21538462,0.38526782
1743177549317379,0.2413793,0.3851742
1743177549817379,0.1884058,0.38514152
1743177550317379,0.2413793,0.38514054
1743177550817379,0.18309858,0.38506263
1743177551317379,0.20634921,0.38507614
1743177551817379,0.21875,0.38496557
1743177552317379,0.25757575,0.38499504
1743177552817379,0.20634921,0.3849786
1743177553317379,0.27419356,0.38499358
1743177553817379,0.2173913,0.38502258
1743177554317379,0.20338982,0.38494247
1743177554817379,0.17910448,0.38495916
1743177555317379,0.20895523,0.38491175
1743177555817379,0.2238806,0.38495818
1743177556317379,0.21311475,0.38492426
1743177556817379,0.23728813,0.38492328
1743177557317379,0.25396827,0.3849238
1743177557817379,0.20833333,0.3849223
1743177558317379,0.22033899,0.38495204
1743177558817379,0.25,0.38496727
1743177559317379,0.20895523,0.3849518
1743177559817379,0.21212122,0.38484073
1743177560317379,0.20588236,0.38487095
1743177560817379,0.203125,0.38486996
1743177561317379,0.22580644,0.38494542
1743177561817379,0.234375,0.38489798
1743177562317379,0.21428572,0.38503537
1743177562817379,0.2173913,0.3850179
1743177563317379,0.22033899,0.38501692
1743177563817379,0.20895523,0.38504887
1743177564317379,0.24193548,0.38501644
1743177564817379,0.203125,0.38503093
1743177565317379,0.25396827,0.3849636
1743177565817379,0.1875,0.38494712
1743177566317379,0.2413793,0.38497785
1743177566817379,0.22222222,0.3850076
1743177567317379,0.23214285,0.38508302
1743177567817379,0.2,0.3852671
1743177568317379,0.24193548,0.38520247
1743177568817379,0.22727273,0.38520223
1743177569317379,0.21875,0.38522875
1743177569817379,0.22580644,0.3852226
1743177570317379,0.21212122,0.38525727
1743177570817379,0.18309858,0.38525605
1743177571317379,0.23728813,0.38527054
1743177571817379,0.2173913,0.385317
1743177572317379,0.19672132,0.38536268
1743177572817379,0.22580644,0.38537645
1743177573317379,0.17741935,0.38540718
1743177573817379,0.18461539,0.38532534
1743177574317379,0.21311475,0.38532534
1743177574817379,0.21538462,0.38535532
1743177575317379,0.2542373,0.385303
1743177575817379,0.18309858,0.38531992
1743177576317379,0.23809524,0.3853332
1743177576817379,0.1884058,0.38539588
1743177577317379,0.22033899,0.38537768
1743177577817379,0.1904762,0.38535678
1743177578317379,0.23333333,0.38537425
1743177578817379,0.2238806,0.3853261
1743177579317379,0.27118644,0.38533884
1743177579817379,0.1884058,0.3854025
1743177580317379,0.22950819,0.38541773
1743177580817379,0.20588236,0.3853863
1743177581317379,0.20634921,0.38543075
1743177581817379,0.21212122,0.385505
1743177582317379,0.1904762,0.38549
1743177582817379,0.25454545,0.38536417
1743177583317379,0.22222222,0.38537917
1743177583817379,0.26666668,0.3852666
1743177584317379,0.25,0.38524917
1743177584817379,0.20895523,0.38540274
1743177585317379,0.21212122,0.3855099
1743177585817379,0.203125,0.38533443
1743177586317379,0.27272728,0.38554135
1743177586817379,0.21875,0.38553816
1743177587317379,0.21875,0.3855674
1743177587817379,0.20967741,0.3856141
1743177588317379,0.22580644,0.38564286
1743177588817379,0.26923078,0.38571954
1743177589317379,0.20634921,0.3856974
1743177589817379,0.23943663,0.38565072
1743177590317379,0.203125,0.38563523
1743177590817379,0.21538462,0.38563523
1743177591317379,0.22727273,0.3855873
1743177591817379,0.2238806,0.38564703
1743177592317379,0.2413793,0.3857522
1743177592817379,0.21428572,0.385736
1743177593317379,0.24561404,0.3857178
1743177593817379,0.19402985,0.3856726
1743177594317379,0.22727273,0.38562614
1743177594817379,0.21875,0.38567162
1743177595317379,0.22222222,0.38577852
1743177595817379,0.2631579,0.38580948
1743177596317379,0.22950819,0.38579252
