timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1743177450461379,1743177450309379,171865803351,0.0002861426,0.001976263,0.003173003,0,0.26031172,0.17267774,0.013828301,0.0008807771,8.032918e-05,0.0056730723,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.66097,67.84404,0.49144122,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450469379,1743177450317379,171865803351,0.00030740869,0.0025497628,0.0033476418,0,0.24417959,0.16777,0.013828301,0.00074075774,9.066548e-05,0.0056569236,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.66097,67.84404,0.49144122,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450485379,1743177450333379,171865803351,0.0003958942,0.0024425152,0.0031785436,0,0.24447556,0.16847752,0.013828301,0.00074075774,9.066548e-05,0.0056569236,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.66097,67.84404,0.49144122,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450493379,1743177450341379,171865803351,0.00048480107,0.0023922597,0.0030973929,0,0.24463467,0.16884296,0.013828301,0.00074075774,9.066548e-05,0.0056569236,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.66097,67.84404,0.49144122,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450501379,1743177450349379,171865803351,0.00058629294,0.0023560333,0.00309967,0,0.24480145,0.169019,0.013828301,0.00074075774,9.066548e-05,0.005418492,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.66097,67.84404,0.49144122,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450509379,1743177450357379,171865803351,0.0006926067,0.0023087726,0.0030194705,0,0.24497604,0.16939941,0.013828301,0.00074075774,9.066548e-05,0.005418492,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.66097,67.84404,0.49144122,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450525379,1743177450373379,171865803351,0.0009681684,0.0026742225,0.0031544592,0,0.23151699,0.16510414,0.013828301,0.0012135254,9.882197e-05,0.0054022395,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.66097,67.84404,0.49144122,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450533379,1743177450381379,171865803351,0.0009278985,0.0026226111,0.0030773925,0,0.23168029,0.16546063,0.012773986,0.0012135254,9.882197e-05,0.0054022395,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.94965,67.84404,0.49246195,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450541379,1743177450389379,171865803351,0.0010396866,0.0025598793,0.0030017504,0,0.23185128,0.16582419,0.012773986,0.0012135254,9.882197e-05,0.0054022395,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.94965,67.84404,0.49246195,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450549379,1743177450397379,171865803351,0.0011494586,0.0025010842,0.0029284465,0,0.23203018,0.16619475,0.012773986,0.0012135254,9.882197e-05,0.0054022395,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.94965,67.84404,0.49246195,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
1743177450565379,1743177450413379,171865803351,0.0011208152,0.002320564,0.0031940348,0,0.23241158,0.16676836,0.012773986,0.0012135254,9.882197e-05,0.005534998,nan,nan,nan,0.0,1310988,1310988,6620172,197388,67.94965,67.84404,0.49246195,0.49967092,0,959,3,2,4,3,1,0,0,0,0,0,0,0,0
