timestamp,timestamp_sample,device_id,pressure,temperature,error_count
1743177450725379,1743177450725379,6620428,101331.125,0.1540046,0
1743177451725379,1743177451725379,6620428,101324.23,-0.58056647,0
1743177452725379,1743177452725379,6620428,101328.72,-0.59592783,0
1743177453725379,1743177453725379,6620428,101314.414,0.6721046,0
1743177454725379,1743177454725379,6620428,101318.59,-0.7151433,0
1743177455725379,1743177455725379,6620428,101329.15,0.31014398,0
1743177456725379,1743177456725379,6620428,101328.586,0.14859739,0
1743177457721379,1743177457721379,6620428,101316.88,0.35162055,0
1743177458725379,1743177458725379,6620428,101312.93,0.2852902,0
1743177459725379,1743177459725379,6620428,101295.62,0.8878162,0
1743177460725379,1743177460725379,6620428,101266.11,-0.22017735,0
1743177461725379,1743177461725379,6620428,101227.37,0.24040027,0
1743177462725379,1743177462725379,6620428,101209.42,-0.8072624,0
1743177463725379,1743177463725379,6620428,101184.74,-0.24238524,0
1743177464721379,1743177464721379,6620428,101133.164,0.068693735,0
1743177465725379,1743177465725379,6620428,101059.39,-0.61027867,0
1743177466725379,1743177466725379,6620428,101072.58,0.9443233,0
1743177467725379,1743177467725379,6620428,101043.95,-0.99176794,0
1743177468725379,1743177468725379,6620428,101048.91,-0.3512978,0
1743177469725379,1743177469725379,6620428,101051.984,0.05983323,0
1743177470725379,1743177470725379,6620428,101026.6,-0.24068908,0
1743177471725379,1743177471725379,6620428,101018.42,0.047305875,0
1743177472725379,1743177472725379,6620428,101026.164,0.81806254,0
1743177473725379,1743177473725379,6620428,101024.26,-0.9301115,0
1743177474725379,1743177474725379,6620428,101031.06,0.009379515,0
1743177475725379,1743177475725379,6620428,101034.44,-0.63163763,0
1743177476721379,1743177476721379,6620428,101018.805,0.644282,0
1743177477725379,1743177477725379,6620428,101030.24,-0.56740874,0
1743177478725379,1743177478725379,6620428,100998.48,-0.32863876,0
1743177479725379,1743177479725379,6620428,101024.07,-0.7420484,0
1743177480725379,1743177480725379,6620428,101023.26,-0.5745039,0
1743177481725379,1743177481725379,6620428,101017.42,0.6911549,0
1743177482725379,1743177482725379,6620428,101055.445,-0.8500611,0
1743177483725379,1743177483725379,6620428,101032.695,0.05411835,0
1743177484725379,1743177484725379,6620428,101022.39,-0.447759,0
1743177485725379,1743177485725379,6620428,101022.086,-0.011519369,0
1743177486725379,1743177486725379,6620428,101028.37,-0.15801913,0
1743177487721379,1743177487721379,6620428,101043.13,-0.73318845,0
1743177488725379,1743177488725379,6620428,100989.34,-0.43652534,0
1743177489725379,1743177489725379,6620428,101005.35,-0.9157683,0
1743177490725379,1743177490725379,6620428,101017.93,0.815915,0
1743177491725379,1743177491725379,6620428,101009.27,-0.18372089,0
1743177492725379,1743177492725379,6620428,101058.484,0.31542516,0
1743177493725379,1743177493725379,6620428,101020.34,0.5055537,0
1743177494721379,1743177494721379,6620428,101033.19,0.8575829,0
1743177495725379,1743177495725379,6620428,101034.0,-0.53133553,0
1743177496725379,1743177496725379,6620428,101020.125,-0.24852829,0
1743177497725379,1743177497725379,6620428,101019.56,-0.6491617,0
1743177498725379,1743177498725379,6620428,101011.86,-0.10782252,0
1743177499725379,1743177499725379,6620428,101029.67,0.670332,0
1743177500725379,1743177500725379,6620428,101040.375,0.07462819,0
1743177501725379,1743177501725379,6620428,101016.07,0.17177884,0
1743177502721379,1743177502721379,6620428,101015.02,0.20478591,0
1743177503725379,1743177503725379,6620428,101024.21,0.80759054,0
1743177504725379,1743177504725379,6620428,101048.89,-0.09330041,0
1743177505725379,1743177505725379,6620428,101026.99,-0.3866634,0
1743177506725379,1743177506725379,6620428,101044.945,0.7078095,0
1743177507721379,1743177507721379,6620428,101027.664,0.6935226,0
1743177508725379,1743177508725379,6620428,101020.836,0.59504056,0
1743177509725379,1743177509725379,6620428,101018.84,0.7922879,0
1743177510725379,1743177510725379,6620428,101031.91,0.8426239,0
1743177511725379,1743177511725379,6620428,101029.19,0.75449514,0
1743177512725379,1743177512725379,6620428,101035.336,0.48201218,0
1743177513725379,1743177513725379,6620428,101043.695,-0.7911611,0
1743177514725379,1743177514725379,6620428,101057.13,0.64994407,0
1743177515721379,1743177515721379,6620428,101003.47,0.84335935,0
1743177516725379,1743177516725379,6620428,101036.48,0.83872575,0
1743177517721379,1743177517721379,6620428,101029.78,-0.15384887,0
1743177518725379,1743177518725379,6620428,101015.89,0.13175866,0
1743177519725379,1743177519725379,6620428,101013.36,0.19913499,0
1743177520721379,1743177520721379,6620428,101037.09,0.43841553,0
1743177521725379,1743177521725379,6620428,101034.62,-0.4909206,0
1743177522725379,1743177522725379,6620428,101039.44,-0.7735408,0
1743177523725379,1743177523725379,6620428,101042.36,-0.29463428,0
1743177524725379,1743177524725379,6620428,101007.44,0.08628919,0
1743177525725379,1743177525725379,6620428,101020.914,-0.17816468,0
1743177526725379,1743177526725379,6620428,101025.45,0.39025202,0
1743177527721379,1743177527721379,6620428,101006.09,0.12899639,0
1743177528725379,1743177528725379,6620428,101014.94,-0.04974786,0
1743177529721379,1743177529721379,6620428,101004.78,-0.16161725,0
1743177530725379,1743177530725379,6620428,101024.05,-0.48851413,0
1743177531725379,1743177531725379,6620428,101024.8,-0.13726054,0
1743177532725379,1743177532725379,6620428,101029.31,-0.35245278,0
1743177533725379,1743177533725379,6620428,101028.5,-0.12063662,0
1743177534725379,1743177534725379,6620428,101018.57,0.06882519,0
1743177535721379,1743177535721379,6620428,101007.33,-0.65960115,0
1743177536725379,1743177536725379,6620428,101012.11,-0.54295605,0
1743177537721379,1743177537721379,6620428,101020.1,-0.8222359,0
