timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
21726064000,21725984000,1311004,0.0010991892,8.2262566e-05,-0.00025110863,0.34906584,1.3784037e-07,1.3784009e-07,3.5885864e-07,1311004,-0.015437984,-0.0022331486,-0.027624896,0.4,0.0013564009,0.0013633787,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21726688000,21726608000,1311004,0.0010708229,9.206521e-05,-0.0002504913,0.34906584,1.3783497e-07,1.3783635e-07,3.5874834e-07,1311004,-0.015442572,-0.002227657,-0.029773122,0.4,0.0013564429,0.0013634209,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21727312000,21727232000,1311004,0.0010500173,0.0001002463,-0.00024774813,0.34906584,1.3783351e-07,1.3783574e-07,3.5864218e-07,1311004,-0.015447534,-0.0022257785,-0.03109925,0.4,0.0013564868,0.0013634639,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21727520000,21727440000,1311004,0.0010450534,0.00010088403,-0.00025300053,0.34906584,1.3783168e-07,1.3783415e-07,3.5860737e-07,1311004,-0.015447952,-0.0022241205,-0.032187548,0.4,0.0013565014,0.0013634785,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21728520000,21728440000,1311004,0.0010211454,0.00010778924,-0.000249134,0.34906584,1.391771e-07,1.391805e-07,3.5867734e-07,1311004,-0.015451444,-0.0022255545,-0.032349322,0.4,0.0013565707,0.0013635482,0.0007812457,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21729184000,21729104000,1311004,0.0009880877,0.000105036794,-0.00025221577,0.34906584,1.3783895e-07,1.3784467e-07,3.5889093e-07,1311004,-0.015454074,-0.002231132,-0.0305289,0.4,0.0013566166,0.0013635939,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21729392000,21729312000,1311004,0.0009850803,0.000104719045,-0.00025182345,0.34906584,1.3784123e-07,1.3784681e-07,3.588575e-07,1311004,-0.015453587,-0.0022327213,-0.029249873,0.4,0.001356631,0.0013636084,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21729600000,21729520000,1311004,0.00097649544,0.00010228837,-0.00025361145,0.34906584,1.3783682e-07,1.3784313e-07,3.588227e-07,1311004,-0.015452427,-0.0022300747,-0.030752143,0.4,0.0013566453,0.0013636223,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21729808000,21729728000,1311004,0.0009657743,9.626908e-05,-0.00025473925,0.34906584,1.3783864e-07,1.378462e-07,3.587866e-07,1311004,-0.015450486,-0.00223056,-0.029551143,0.4,0.0013566593,0.0013636361,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
21730016000,21729936000,1311004,0.00096324156,9.073547e-05,-0.00025401573,0.34906584,1.3782727e-07,1.3783492e-07,3.5875286e-07,1311004,-0.015450601,-0.0022252025,-0.034357615,0.4,0.0013566694,0.0013636465,0.00078123936,197388,0.0127204135,-0.0057865293,-0.0012311562,0.5,1.8362469e-05,4.2487474e-05,5.200741e-05,1,1,1,0,1,0
