timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,valid,data_source,sticks_moving
21734136000,21734136000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21734320000,21734320000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21734540000,21734540000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21734748000,21734748000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21734920000,21734920000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21735136000,21735136000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21735360000,21735356000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21735532000,21735532000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21735716000,21735716000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21735948000,21735948000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21736156000,21736156000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21736336000,21736336000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21736556000,21736556000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21736724000,21736724000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21736940000,21736940000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21737160000,21737160000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21737332000,21737332000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21737548000,21737548000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21737720000,21737720000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21737948000,21737948000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21738132000,21738132000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21738344000,21738344000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21738524000,21738524000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21738748000,21738748000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21738924000,21738924000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21739152000,21739152000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21739324000,21739324000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21739536000,21739536000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21739748000,21739748000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21739920000,21739920000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21740144000,21740144000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21740344000,21740344000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21740544000,21740544000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21740724000,21740724000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21740948000,21740948000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21741124000,21741124000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21741336000,21741336000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21741520000,21741520000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21741736000,21741736000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21741956000,21741956000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21742128000,21742128000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21742348000,21742348000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21742556000,21742556000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21742728000,21742728000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21742940000,21742940000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21743144000,21743144000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21743348000,21743348000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21743524000,21743524000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21743736000,21743736000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21743912000,21743912000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21744132000,21744132000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21744356000,21744356000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21744528000,21744528000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21744744000,21744744000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21744920000,21744920000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21745140000,21745140000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21745312000,21745312000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21745536000,21745536000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21745744000,21745744000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21745916000,21745916000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21746132000,21746132000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21746348000,21746348000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21746524000,21746524000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21746740000,21746740000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21746936000,21746936000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21747108000,21747108000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21747336000,21747336000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21747548000,21747548000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21747720000,21747720000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21747940000,21747936000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21748112000,21748112000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21748336000,21748336000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21748544000,21748544000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21748724000,21748724000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21748944000,21748944000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21749116000,21749116000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21749336000,21749336000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21749520000,21749520000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21749740000,21749740000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21749912000,21749912000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21750144000,21750144000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21750356000,21750356000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21750544000,21750544000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21750716000,21750716000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21750940000,21750940000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21751120000,21751120000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21751336000,21751336000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21751552000,21751552000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21751728000,21751728000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21751940000,21751940000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21752152000,21752152000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21752328000,21752328000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21752548000,21752548000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21752732000,21752732000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21752944000,21752944000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21753116000,21753116000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21753332000,21753332000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21753544000,21753544000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21753756000,21753756000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21753924000,21753924000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21754140000,21754140000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21754356000,21754356000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21754532000,21754532000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21754752000,21754752000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21754928000,21754928000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21755148000,21755148000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21755316000,21755316000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21755536000,21755536000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21755748000,21755748000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21755920000,21755920000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21756132000,21756132000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21756344000,21756344000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21756556000,21756556000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21756724000,21756724000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21756944000,21756944000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21757116000,21757116000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21757340000,21757340000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21757516000,21757516000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21757736000,21757736000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21757932000,21757932000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21758152000,21758152000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21758320000,21758320000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21758532000,21758532000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21758748000,21758748000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21758916000,21758916000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21759132000,21759132000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21759352000,21759352000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21759524000,21759524000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21759736000,21759736000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21759952000,21759952000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21760124000,21760124000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21760340000,21760340000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21760532000,21760532000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21760724000,21760724000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21760936000,21760936000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21761156000,21761156000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21761340000,21761340000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21761552000,21761552000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21761720000,21761720000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21761932000,21761932000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21762140000,21762140000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21762352000,21762352000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21762540000,21762540000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21762752000,21762752000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21762924000,21762924000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21763148000,21763148000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21763348000,21763348000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21763556000,21763556000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21763736000,21763736000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21763952000,21763952000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21764124000,21764124000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21764340000,21764340000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21764516000,21764516000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21764728000,21764728000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21764948000,21764948000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21765116000,21765116000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21765336000,21765336000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21765552000,21765552000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21765748000,21765748000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21765956000,21765956000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21766132000,21766132000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21766344000,21766344000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21766520000,21766520000,-0.75200003,0.003,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
21766740000,21766740000,-0.75200003,0.0050000004,0.51000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
