timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
21726360000,-0.037682865,0.03275719,-2.6342874e-05,0.0,0.0,-0.001
21726364000,-0.03775301,0.032819606,-3.6378427e-05,0.0,0.0,-0.001
21726376000,-0.038137853,0.033025324,1.2221701e-05,0.0,0.0,-0.001
21726396000,-0.037807334,0.03343085,-6.84861e-05,0.0,0.0,-0.001
21726420000,-0.037533354,0.033361476,7.718509e-05,0.0,0.0,-0.001
21726436000,-0.037458226,0.034154985,-7.561844e-05,0.0,0.0,-0.001
21726456000,-0.03744176,0.034027107,-8.0790405e-06,0.0,0.0,-0.001
21726480000,-0.03771171,0.034266755,-2.7278926e-05,0.0,0.0,-0.001
21726496000,-0.03787159,0.03434038,1.1697509e-05,0.0,0.0,-0.001
21726516000,-0.037411995,0.03503988,-0.00011295078,0.0,0.0,-0.001
21726540000,-0.037738875,0.034811087,-7.775977e-05,0.0,0.0,-0.001
21726560000,-0.037396148,0.034856934,-1.4849316e-05,0.0,0.0,-0.001
21726580000,-0.037764464,0.035412,1.1577868e-05,0.0,0.0,-0.001
21726596000,-0.03750729,0.035868455,-5.714021e-05,0.0,0.0,-0.001
21726620000,-0.037332833,0.036153972,-0.000106069594,0.0,0.0,-0.001
21726636000,-0.037209086,0.03580628,-4.755422e-05,0.0,0.0,-0.001
21726660000,-0.036437668,0.035466723,-0.00013862575,0.0,0.0,-0.001
21726676000,-0.036440227,0.03567102,-4.917006e-06,0.0,0.0,-0.001
21726700000,-0.03658278,0.03593871,4.3856413e-05,0.0,0.0,-0.001
21726720000,-0.036450427,0.035683095,-3.645264e-05,0.0,0.0,-0.001
21726740000,-0.037060246,0.035631165,-7.492989e-05,0.0,0.0,-0.001
21726760000,-0.036766358,0.036061674,-3.2465086e-05,0.0,0.0,-0.001
21726776000,-0.03683617,0.036454253,1.6808654e-06,0.0,0.0,-0.001
21726796000,-0.03723094,0.03747947,4.9190247e-05,0.0,0.0,-0.001
21726816000,-0.037735555,0.03714103,-3.8893377e-05,0.0,0.0,-0.001
21726836000,-0.03791362,0.036915097,-1.6254804e-05,0.0,0.0,-0.001
21726856000,-0.037870646,0.03611247,-6.718621e-05,0.0,0.0,-0.001
21726876000,-0.037616014,0.036172982,-1.2642817e-05,0.0,0.0,-0.001
21726896000,-0.037816435,0.035884455,-2.9013325e-05,0.0,0.0,-0.001
21726920000,-0.037005845,0.035286166,-1.2182451e-05,0.0,0.0,-0.001
21726940000,-0.037101075,0.034920678,7.3117467e-06,0.0,0.0,-0.001
21726956000,-0.03769201,0.03430108,4.3459193e-05,0.0,0.0,-0.001
21726976000,-0.03781421,0.034305558,-2.524e-05,0.0,0.0,-0.001
21727000000,-0.037820205,0.03460301,-3.1772215e-05,0.0,0.0,-0.001
21727020000,-0.037380993,0.03469771,-4.6239096e-05,0.0,0.0,-0.001
21727040000,-0.037767243,0.035435926,-8.766286e-05,0.0,0.0,-0.001
21727056000,-0.03755945,0.036367875,-2.2686032e-05,0.0,0.0,-0.001
21727076000,-0.037969634,0.03637485,1.3133416e-08,0.0,0.0,-0.001
21727096000,-0.037730608,0.035845216,-5.0407005e-05,0.0,0.0,-0.001
21727116000,-0.03738809,0.03583241,-3.501986e-05,0.0,0.0,-0.001
21727140000,-0.037274145,0.03522602,-1.0857116e-06,0.0,0.0,-0.001
21727156000,-0.03694258,0.034621067,-8.8779416e-05,0.0,0.0,-0.001
21727176000,-0.03723989,0.03424729,-2.1291564e-05,0.0,0.0,-0.001
21727196000,-0.037107985,0.03466798,-4.6737005e-05,0.0,0.0,-0.001
21727216000,-0.037276704,0.034860577,-5.074273e-06,0.0,0.0,-0.001
21727236000,-0.037203312,0.034859873,1.1462037e-05,0.0,0.0,-0.001
21727256000,-0.037148423,0.035364807,-3.2523738e-05,0.0,0.0,-0.001
21727276000,-0.037515104,0.035571933,9.835295e-05,0.0,0.0,-0.001
21727300000,-0.0375061,0.035992097,-8.85016e-05,0.0,0.0,-0.001
21727316000,-0.03773686,0.036134664,-1.9950612e-06,0.0,0.0,-0.001
21727336000,-0.038014352,0.036064755,-2.028652e-06,0.0,0.0,-0.001
21727356000,-0.038091782,0.03596001,2.9598345e-06,0.0,0.0,-0.001
21727376000,-0.037557293,0.036636427,-6.794857e-05,0.0,0.0,-0.001
21727396000,-0.037427336,0.036724214,-2.1528433e-05,0.0,0.0,-0.001
21727420000,-0.037466306,0.036729906,-4.4213495e-05,0.0,0.0,-0.001
21727436000,-0.037621256,0.037056338,5.613544e-05,0.0,0.0,-0.001
21727460000,-0.037527144,0.037170216,1.5477193e-05,0.0,0.0,-0.001
21727476000,-0.03780941,0.037532564,-7.316875e-05,0.0,0.0,-0.001
21727496000,-0.038337473,0.037243772,4.9003233e-05,0.0,0.0,-0.001
21727516000,-0.03880748,0.036881458,-1.9543277e-05,0.0,0.0,-0.001
21727540000,-0.038822193,0.03675858,-4.7187164e-05,0.0,0.0,-0.001
21727556000,-0.038979314,0.0364313,-7.0145354e-05,0.0,0.0,-0.001
21727576000,-0.039176323,0.036939595,-2.9084924e-06,0.0,0.0,-0.001
21727596000,-0.039268054,0.036966216,-4.262859e-05,0.0,0.0,-0.001
21727616000,-0.03976251,0.03727966,-4.5625817e-05,0.0,0.0,-0.001
21727640000,-0.03945592,0.03743203,-3.3945693e-05,0.0,0.0,-0.001
21727660000,-0.038758032,0.03789301,7.261736e-05,0.0,0.0,-0.001
21727680000,-0.038406182,0.038452093,-9.817659e-05,0.0,0.0,-0.001
21727696000,-0.03916145,0.039189056,2.1205886e-05,0.0,0.0,-0.001
21727716000,-0.038746852,0.03890498,-7.490467e-05,0.0,0.0,-0.001
21727736000,-0.0382892,0.03910682,1.5961454e-05,0.0,0.0,-0.001
21727756000,-0.038498055,0.038531713,1.8286302e-05,0.0,0.0,-0.001
21727776000,-0.038627956,0.037932884,-6.793048e-05,0.0,0.0,-0.001
21727796000,-0.0392362,0.03811654,4.9350107e-05,0.0,0.0,-0.001
21727816000,-0.03933316,0.038233113,-1.0380707e-05,0.0,0.0,-0.001
21727836000,-0.03918997,0.038555466,7.5652344e-05,0.0,0.0,-0.001
21727860000,-0.040382173,0.03879535,-7.266862e-05,0.0,0.0,-0.001
21727880000,-0.040753767,0.03858383,-1.6961418e-05,0.0,0.0,-0.001
21727900000,-0.04029271,0.038363613,-0.00013195924,0.0,0.0,-0.001
21727920000,-0.039685126,0.03757279,-6.6452217e-06,0.0,0.0,-0.001
21727936000,-0.039313227,0.03821751,-6.209894e-05,0.0,0.0,-0.001
21727956000,-0.038770568,0.038593307,-2.2758937e-05,0.0,0.0,-0.001
21727976000,-0.03813633,0.038565695,9.926468e-06,0.0,0.0,-0.001
21727996000,-0.038187306,0.03849231,3.966239e-05,0.0,0.0,-0.001
21728016000,-0.03841481,0.03885389,4.4585763e-06,0.0,0.0,-0.001
21728036000,-0.03903872,0.038908314,-2.0936184e-05,0.0,0.0,-0.001
21728060000,-0.039751332,0.039352156,8.836988e-05,0.0,0.0,-0.001
21728076000,-0.039363753,0.039913535,-2.904054e-05,0.0,0.0,-0.001
21728100000,-0.039358635,0.039907206,-0.000106277934,0.0,0.0,-0.001
21728116000,-0.039894547,0.03986305,-0.00012027252,0.0,0.0,-0.001
21728136000,-0.039675783,0.03968623,-3.8673854e-05,0.0,0.0,-0.001
21728160000,-0.039055653,0.039116614,-6.0213206e-05,0.0,0.0,-0.001
21728176000,-0.039104134,0.038594678,8.45758e-06,0.0,0.0,-0.001
21728196000,-0.039018735,0.03881414,-1.05615945e-05,0.0,0.0,-0.001
21728216000,-0.038955193,0.038190495,-6.87441e-05,0.0,0.0,-0.001
21728236000,-0.039577916,0.03856641,-8.918682e-05,0.0,0.0,-0.001
21728256000,-0.03967121,0.038872782,-7.739603e-06,0.0,0.0,-0.001
