timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
21817896000,0.009321067,0.0066579133,-0.0061252587,4000,0,-0.014891823,-0.18865946,-9.75132,4000,0,20,0
21817900000,0.006657915,0.008255795,-0.0023968339,4000,0,-0.04003094,-0.15992899,-9.826737,4000,0,20,0
21817904000,0.007456864,0.0061252597,0.0026631544,4000,0,-0.011300531,-0.19823621,-9.827936,4000,0,20,0
21817908000,0.0050600064,0.0066578994,0.0031957997,4000,0,0.0054588877,-0.18985656,-9.78843,4000,0,20,0
21817912000,-0.09241171,0.011984122,0.004261283,4000,0,0.0042617843,-0.22936086,-10.402543,4000,0,20,0
21817916000,-0.16911075,0.015179994,0.006924428,4000,0,-0.010103424,-0.20422177,-10.273256,4000,0,20,0
21817924000,0.23675494,0.015978847,-0.020773567,4000,0,0.03418931,0.053154945,-9.522674,4000,0,20,0
21817928000,0.09081387,0.016511751,-0.009852877,4000,0,0.11918347,-0.2090102,-8.945673,4000,0,20,0
21817932000,-0.018375747,0.01624528,0.0021311226,4000,0,0.07489074,-0.18865946,-9.071369,4000,0,20,0
21817940000,0.0026631614,0.015712656,0.0013315267,4000,0,-0.005315021,-0.015079806,-9.812374,4000,0,20,0
21817944000,0.0103863375,0.013582123,0.0026631195,4000,0,0.03059801,-0.041416023,-9.817161,4000,0,20,0
21817948000,0.0077231578,0.011717918,5.807538e-09,4000,0,0.052145828,-0.13000147,-9.868638,4000,0,20,0
21817952000,-0.001065276,0.013315814,-0.002929439,4000,0,0.094044365,-0.2533029,-9.871031,4000,0,20,0
21817956000,-0.009587371,0.014913714,-0.0013315431,4000,0,0.064116836,-0.27844203,-9.84709,4000,0,20,0
21817960000,-0.016245281,0.015978973,-0.0010652348,4000,0,-0.008906324,-0.22936085,-9.855469,4000,0,20,0
21817964000,-0.020240042,0.01464737,-0.0045273453,4000,0,-0.011300531,-0.18865946,-9.812374,4000,0,20,0
21817968000,-0.02396846,0.009853705,-0.0042610075,4000,0,0.019824103,-0.17309715,-9.710619,4000,0,20,0
21817972000,-0.029827401,0.0071905716,-0.00079890783,4000,0,0.048554525,-0.17190005,-9.692662,4000,0,20,0
21817980000,-0.03195793,0.0071905595,0.0047937073,4000,0,0.06770814,-0.20781307,-9.746532,4000,0,20,0
21817984000,-0.028762141,0.001331563,0.0026632163,4000,0,0.061722632,-0.16830872,-9.76449,4000,0,20,0
21817988000,-0.025832668,0.0005326068,-0.00026630977,4000,0,0.047357418,-0.13718411,-9.740546,4000,0,20,0
21817996000,-0.023702132,0.0021305443,0.0013315859,4000,0,0.04975163,-0.1323957,-9.758503,4000,0,20,0
21818004000,-0.015978971,0.0050600152,0.0034620864,4000,0,0.031795114,-0.15274644,-9.802797,4000,0,20,0
21818008000,-0.015978968,0.0039947424,0.0034621155,4000,0,0.05693423,-0.10965079,-9.789629,4000,0,20,0
21818012000,-0.014114756,0.0037284184,0.0015978959,4000,0,0.07129943,-0.06535804,-9.786036,4000,0,20,0
21818020000,-0.0055926405,0.0053263213,0.00053263165,4000,0,0.037780613,-0.1264102,-9.745337,4000,0,20,0
21818024000,-0.0029294814,0.0042610546,-0.0018642156,4000,0,0.046160318,-0.12880439,-9.705832,4000,0,20,0
21818028000,0.000266321,0.005326323,0.0010652592,4000,0,0.0030646883,-0.1431696,-9.675904,4000,0,20,0
21818032000,0.0010652724,0.0018642129,0.004793688,4000,0,0.011444394,-0.14556381,-9.6747055,4000,0,20,0
21818036000,0.002929479,0.0005326357,0.003195792,4000,0,0.05693423,-0.15753482,-9.684282,4000,0,20,0
21818040000,0.007723166,0.001864222,-0.0007989479,4000,0,0.03299221,-0.17788553,-9.692661,4000,0,20,0
21818044000,0.014114753,0.002929487,-0.0050600073,4000,0,0.015035701,-0.18626526,-9.689073,4000,0,20,0
21818048000,0.016511604,0.0050600097,-0.006657896,4000,0,0.024612505,-0.16711162,-9.717802,4000,0,20,0
21818052000,0.01597897,0.0053263237,-0.0066579008,4000,0,0.05932843,-0.12880439,-9.708225,4000,0,20,0
21818056000,0.01757686,0.0031957899,-0.006657918,4000,0,0.08925595,-0.108453676,-9.614851,4000,0,20,0
