timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
21726956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.07065627,0.0057642604,2.2988606e-11,-0.11778928,-0.038658872,-9.821938,-8.5165455e-05,0.002276415,-0.00060440425,0.0045433086,0.0033921762,0.0037714483,3.2790962e-05,1.871358e-05,1.7420383e-05,13.515134,13.515134
21727956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.06781556,0.0057247034,3.4302883e-11,-0.11490693,-0.028815264,-9.825497,-0.0014142338,0.00050039496,0.00096603646,0.003592549,0.0036159642,0.005027927,2.6204174e-05,2.8231618e-05,1.934276e-05,13.515134,13.515134
21728956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.17306787,0.008774841,8.1080254e-11,-0.10425565,-0.053428426,-9.812175,-5.8431127e-05,-0.0011918609,0.00029942923,0.0044464283,0.008461491,0.12776297,0.00043209302,2.6466845e-05,4.321352e-05,13.515134,13.515134
21729956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.26163617,0.0102778785,7.006428e-11,-0.10956356,-0.06815875,-9.83461,0.0002570863,0.0012015343,0.0024606106,0.0042609167,0.0052586785,0.17397149,0.0004360917,3.427741e-05,3.1654447e-05,13.515134,13.515134
21730956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.30059677,0.011204538,4.481337e-11,-0.11157731,-0.039572418,-9.8215,0.0006876848,0.0005965908,-0.00017914742,0.0047164415,0.006276054,0.18410039,0.0004377704,2.568919e-05,1.422699e-05,13.515134,13.515134
21731956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.3159227,0.012214739,7.900478e-11,-0.124803066,-0.043530844,-9.79723,-0.000842461,0.0021096817,-0.0008900289,0.0031978711,0.0067373277,0.1745579,0.0005171234,3.250026e-05,2.8340675e-05,13.515134,13.515134
21732956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.43774572,0.0157189,1.2953923e-10,-0.11207083,-0.040648717,-9.808131,0.000395823,0.0006612884,-8.953035e-05,0.0053840713,0.006327957,0.47426176,0.00061300787,3.6459733e-05,2.2730035e-05,13.515134,13.515134
21733956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.6017754,0.023148833,1.7112161e-09,-0.1567139,-0.11459487,-9.90364,-0.025172498,0.019411566,0.0032507386,0.012010811,0.022046562,1.707195,0.0064000813,0.0009705597,0.00029531695,13.515134,13.515134
21734956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.27957615,0.032313384,1.3794393e-09,-0.057525612,-0.05685152,-9.792647,0.007367709,-0.015581032,0.0019272551,0.003678434,0.036627248,1.5702523,0.015965443,4.903958e-05,9.233505e-05,13.510449,13.510449
21735956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.2016401,0.026257008,1.3247527e-10,-0.08452853,-0.061208766,-9.161836,0.0076785926,0.010883626,0.00801098,0.0056150323,0.0040449263,0.002044741,6.939175e-05,2.5094345e-05,2.7952361e-05,13.503291,13.503291
21736956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.21348782,0.02891831,4.5541226e-10,-0.049805246,-0.079206005,-9.482681,0.012186642,0.00037690072,-0.0004523255,0.0034037519,0.026868166,1.076766,0.008895215,4.3640903e-05,5.3330783e-05,13.500581,13.500581
21737956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.23406333,0.031501826,2.0679822e-09,-0.038454365,-0.08650687,-10.103821,0.029184511,0.030774973,-0.0018126554,0.009769835,0.02742097,1.3666297,0.015181756,0.00015529401,0.00012934774,13.5001,13.5001
21738956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.20747074,0.02768601,4.1803125e-09,0.733209,-0.54830813,-10.38916,0.069539495,0.2128714,-0.02042332,0.0060326913,0.007173448,0.28886604,0.008978574,0.00015402319,3.249417e-05,13.498557,13.498557
21739956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.22689687,0.036061395,2.26775e-09,2.765257,-0.38167414,-11.1525545,0.025010891,-0.035910428,0.0012176363,0.010453996,0.03789594,1.3242221,0.016454568,4.7528763e-05,0.00013441483,13.491808,13.491808
21740956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.22850943,0.0338892,9.121849e-10,3.382132,-0.14055178,-10.325413,0.010459484,0.013663638,0.005476332,0.0045590457,0.024089878,1.314778,0.016623827,3.6499303e-05,8.615528e-05,13.475345,13.475345
21741956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.20062327,0.02619796,1.0932623e-10,3.6134655,-0.094514206,-9.870287,-0.009163983,0.015593127,0.0008403853,0.003936016,0.005719001,0.007144735,2.5289903e-05,3.891245e-05,2.2323682e-05,13.451602,13.451602
21742956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.22066562,0.02971032,7.836417e-10,3.73408,-0.08509565,-9.53412,-0.00031529804,0.008429086,0.00028394736,0.004694673,0.027592946,1.33092,0.015863575,3.0285726e-05,8.629435e-05,13.423214,13.423214
21743956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.24083023,0.032839265,4.0761092e-10,3.8808262,-0.053427845,-9.224263,0.011261184,0.0075296266,-0.0006127711,0.0088933855,0.022780012,1.3763254,0.016100971,2.7864768e-05,9.925095e-05,13.391912,13.391912
21744956000,1311004,1311004,0,0,2,0,0,250.0,250.0,250.0,250.0,0.1945884,0.026008887,7.8419306e-11,3.949039,-0.06851654,-9.13976,-0.0077226306,0.0058165616,-0.003705353,0.0032674426,0.00416416,0.002767128,4.6273144e-05,2.6856565e-05,3.456488e-05,13.358742,13.358742
