timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
1743177451893379,1743177451735367,1743177451741379,0,-0.0140811615,0.18542281,0.45624053,0.0025000002,0.0025000002,0.0025000002,-0.0011108431,-0.0022696108,-8.1151724e-05,-0.00028037166,3.547399e-05,0.0009920725,0.0025979555,0.0025971762,0.0025948093,5.2775365e-05,0.00022014316,2.874427e-07,-3.5961588e-05,7.379104e-05,0.00019575434,0,0,1
1743177451957379,1743177451803367,1743177451805379,0,-0.017348694,0.18609251,0.45509773,0.0025000002,0.0025000002,0.0025000002,0.0021868532,-0.0029247105,0.0010915995,1.5000289e-05,-0.00031919664,0.0010040653,0.0025947194,0.0025939126,0.0025914062,0.00020478887,0.0003670022,5.115221e-05,-7.1393515e-06,2.102002e-05,0.00017844282,0,0,1
1743177452029379,1743177451871369,1743177451877379,0,-0.015133589,0.18442424,0.45526093,0.0025000002,0.0025000002,0.0025000002,-8.152377e-05,-0.0011471063,0.0008880198,3.444292e-06,-0.0004183062,0.0009901524,0.0025915941,0.002590777,0.002588226,2.8494367e-07,5.6425935e-05,3.384069e-05,-6.318732e-06,1.174808e-05,0.00016113085,0,0,1
1743177452093379,1743177451939369,1743177451941379,0,-0.0118358135,0.1860025,0.45912105,0.0025000002,0.0025000002,0.0025000002,-0.0032506904,-0.0026769936,-0.00300166,-0.0003861352,-0.0006882748,0.00051204395,0.0025887918,0.0025879575,0.0025852772,0.00045353582,0.0003068377,0.0003876984,-5.98588e-05,-2.6392467e-05,9.542595e-05,0,0,1
1743177452165379,1743177452007371,1743177452013379,0,-0.015685676,0.18232387,0.45741364,0.0025000002,0.0025000002,0.0025000002,0.00065111055,0.0010668933,-0.0011889935,-0.00026195467,-0.00047822754,0.00030843978,0.0025860802,0.0025852332,0.0025825081,1.8214823e-05,4.8857273e-05,6.078431e-05,-5.0511717e-05,-1.7383461e-05,7.672424e-05,0,0,1
1743177452229379,1743177452075371,1743177452077379,0,-0.013841262,0.18205518,0.46194443,0.0025000002,0.0025000002,0.0025000002,-0.0011550889,0.0013414025,-0.005696088,-0.00036887918,-0.00026023126,-0.00041046302,0.0025836434,0.0025827945,0.002579933,5.7379362e-05,7.755595e-05,0.0013975506,-5.13339e-05,-6.017476e-06,-9.9773424e-05,0,0,1
1743177452301379,1743177452143372,1743177452149379,0,-0.014682865,0.18531354,0.4565542,0.0025000002,0.0025000002,0.0025000002,-0.0002728905,-0.001924023,-0.00014388561,-0.0003573874,-0.0004593812,-0.00037859284,0.0025814192,0.0025805577,0.0025775256,3.2053522e-06,0.00015933758,8.970711e-07,-4.5571956e-05,-2.4372937e-05,-8.7935965e-05,0,0,1
1743177452365379,1743177452211372,1743177452213379,0,-0.00816404,0.17978108,0.4577179,0.0025000002,0.0025000002,0.0025000002,-0.006729567,0.0036217868,-0.0012844503,-0.0011202539,3.0158146e-05,-0.00048736425,0.0025791163,0.0025782592,0.002575229,0.0019510159,0.0005677747,7.148301e-05,-0.00027368846,4.651797e-05,-8.596625e-05,0,0,1
1743177452437379,1743177452279373,1743177452285379,0,-0.016353976,0.18199535,0.45783216,0.0025000002,0.0025000002,0.0025000002,0.0017202689,0.0013216883,-0.0013667345,-0.00078018697,0.00018452844,-0.0005925268,0.00257717,0.0025763132,0.002573101,0.00012758719,7.5099284e-05,8.0548176e-05,-0.0002256478,4.993972e-05,-8.5317595e-05,0,0,1
1743177452501379,1743177452347373,1743177452349379,0,-0.009326325,0.18241894,0.44484758,0.0025000002,0.0025000002,0.0025000002,-0.005396675,0.0008586049,0.011655986,-0.0013328651,0.000266041,0.00087352184,0.0025752825,0.0025744175,0.002571084,0.0012565654,3.2322947e-05,0.0058686556,-0.0003490675,4.7830672e-05,0.00062748196,0,0,1
