timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
21726360000,1310988,1310988,1310996,1311004,0,0.0050836094,0.0040159253,0.0016480122,0.0,1310988,1310988,1310996,1311004,0,0.00022495419,0.00016105232,6.65537e-05,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21726364000,1310988,1310988,1310996,1311004,0,0.0056116316,0.0041915965,0.001879988,0.0,1310988,1310988,1310996,1311004,0,0.00023701202,0.00016379543,7.635188e-05,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21726560000,1310988,1310988,1310996,1311004,0,0.0060463874,0.0027672583,0.0040452555,0.0,1310988,1310988,1310996,1311004,0,0.00012983789,0.00022235452,0.00031433546,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21726760000,1310988,1310988,1310996,1311004,0,0.004790461,0.003912803,0.0009881272,0.0,1310988,1310988,1310996,1311004,0,0.00021808241,0.00011734232,0.00023793204,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21726956000,1310988,1310988,1310996,1311004,0,0.004504355,0.0024879328,0.0020918327,0.0,1310988,1310988,1310996,1311004,0,0.00021937948,0.000100896126,0.00012212993,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21727156000,1310988,1310988,1310996,1311004,0,0.0047720456,0.0038931035,0.004195751,0.0,1310988,1310988,1310996,1311004,0,0.0002705352,0.0003130652,0.00014108169,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21727356000,1310988,1310988,1310996,1311004,0,0.007647641,0.0035348025,0.004134842,0.0,1310988,1310988,1310996,1311004,0,0.00015161217,0.00021989417,6.872577e-05,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21727556000,1310988,1310988,1310996,1311004,0,0.007004844,0.0039941617,0.0031130484,0.0,1310988,1310988,1310996,1311004,0,0.00049635913,0.00039989612,0.00020479663,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21727756000,1310988,1310988,1310996,1311004,0,0.0037863161,0.0026009225,0.0016841319,0.0,1310988,1310988,1310996,1311004,0,0.00013384093,0.00016700763,0.00018524776,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21727956000,1310988,1310988,1310996,1311004,0,0.004187001,0.0023724933,0.0020898741,0.0,1310988,1310988,1310996,1311004,0,5.238416e-05,8.2149345e-05,0.00012223994,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21728160000,1310988,1310988,1310996,1311004,0,0.004001775,0.0018554832,0.0032213894,0.0,1310988,1310988,1310996,1311004,0,0.00018339824,0.0003276664,0.0001505752,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21728356000,1310988,1310988,1310996,1311004,0,0.005568906,0.0013615531,0.004699482,0.0,1310988,1310988,1310996,1311004,0,0.00024894162,0.00022279329,0.00021697415,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21728556000,1310988,1310988,1310996,1311004,0,0.0127341505,0.0046363343,0.012537915,0.0,1310988,1310988,1310996,1311004,0,0.00010881352,9.784736e-05,0.00015496938,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21728756000,1310988,1310988,1310996,1311004,0,0.024200069,0.008280562,0.01605628,0.0,1310988,1310988,1310996,1311004,0,0.00026209475,0.00033238385,0.00032115963,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21728956000,1310988,1310988,1310996,1311004,0,0.010978466,0.013757826,0.0073869643,0.0,1310988,1310988,1310996,1311004,0,0.00057931175,0.0005625656,0.00020436625,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21729156000,1310988,1310988,1310996,1311004,0,0.0052135987,0.0036489093,0.0018154094,0.0,1310988,1310988,1310996,1311004,0,0.00028623207,0.00031767116,6.162663e-05,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21729356000,1310988,1310988,1310996,1311004,0,0.006669689,0.004389812,0.0025980838,0.0,1310988,1310988,1310996,1311004,0,0.00015778981,6.746994e-05,0.00013192756,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21729556000,1310988,1310988,1310996,1311004,0,0.013354335,0.0081687225,0.007138389,0.0,1310988,1310988,1310996,1311004,0,0.00015171475,9.613018e-05,0.00023550681,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21729756000,1310988,1310988,1310996,1311004,0,0.008276371,0.008790687,0.0049741934,0.0,1310988,1310988,1310996,1311004,0,0.0004578055,0.0002692617,0.00031724342,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21729956000,1310988,1310988,1310996,1311004,0,0.013066632,0.007362447,0.005774838,0.0,1310988,1310988,1310996,1311004,0,0.00016900644,0.00019750046,0.0001691862,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21730160000,1310988,1310988,1310996,1311004,0,0.00863297,0.007998775,0.0019701219,0.0,1310988,1310988,1310996,1311004,0,0.0002997671,0.0002533889,9.757859e-05,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
21730360000,1310988,1310988,1310996,1311004,0,0.010404714,0.029597865,0.03731273,0.0,1310988,1310988,1310996,1311004,0,0.0003511509,0.0011024295,0.0012721309,0.0,1,1,1,0,50,50,50,0,1,1,1,0,1,1,1,0
