timestamp,timestamp_sample,device_id,pressure,temperature,error_count
1743177538729379,1743177538729379,6620172,101032.41,0.24611808,0
1743177539729379,1743177539729379,6620172,101019.71,-0.26443037,0
1743177540729379,1743177540729379,6620172,101012.99,0.43612486,0
1743177541729379,1743177541729379,6620172,101035.77,-0.64029187,0
1743177542729379,1743177542729379,6620172,101020.13,0.82316935,0
1743177543729379,1743177543729379,6620172,101030.82,-0.7030085,0
1743177544729379,1743177544729379,6620172,101024.38,-0.7253582,0
1743177545729379,1743177545729379,6620172,101010.95,-0.88371426,0
1743177546729379,1743177546729379,6620172,101032.42,-0.26501676,0
1743177547729379,1743177547729379,6620172,101018.12,-0.02368468,0
1743177548729379,1743177548729379,6620172,101014.2,0.42143977,0
1743177549729379,1743177549729379,6620172,101003.36,-0.4934761,0
1743177550729379,1743177550729379,6620172,101005.4,0.6937788,0
1743177551729379,1743177551729379,6620172,101008.02,0.08985447,0
1743177552729379,1743177552729379,6620172,101025.48,-0.8506111,0
1743177553729379,1743177553729379,6620172,101035.23,0.24056472,0
1743177554729379,1743177554729379,6620172,101029.98,-0.14982577,0
1743177555729379,1743177555729379,6620172,101015.27,-0.5168144,0
1743177556729379,1743177556729379,6620172,101022.37,-0.4269004,0
1743177557729379,1743177557729379,6620172,101032.21,-0.103343464,0
1743177558729379,1743177558729379,6620172,101039.4,-0.75829446,0
1743177559729379,1743177559729379,6620172,101006.66,0.5998905,0
1743177560729379,1743177560729379,6620172,101037.234,0.04522427,0
1743177561729379,1743177561729379,6620172,101028.16,-0.20369788,0
1743177562729379,1743177562729379,6620172,101022.055,-0.3199682,0
1743177563729379,1743177563729379,6620172,101035.3,0.5480945,0
1743177564729379,1743177564729379,6620172,101031.92,0.8678357,0
1743177565729379,1743177565729379,6620172,101001.016,-0.3331047,0
1743177566729379,1743177566729379,6620172,101018.4,0.30270147,0
1743177567729379,1743177567729379,6620172,101044.41,0.30230093,0
1743177568729379,1743177568729379,6620172,101036.59,-0.24720122,0
1743177569729379,1743177569729379,6620172,101046.38,0.3451743,0
1743177570729379,1743177570729379,6620172,101031.016,-0.9341888,0
1743177571729379,1743177571729379,6620172,101021.33,0.071252406,0
1743177572729379,1743177572729379,6620172,101031.016,-0.06837037,0
1743177573729379,1743177573729379,6620172,101058.33,0.6062532,0
1743177574729379,1743177574729379,6620172,101090.63,0.34610617,0
1743177575729379,1743177575729379,6620172,101088.445,-0.22892013,0
1743177576729379,1743177576729379,6620172,101127.29,-0.49558896,0
1743177577729379,1743177577729379,6620172,101121.945,0.002709936,0
1743177578729379,1743177578729379,6620172,101169.8,-0.13056673,0
1743177579729379,1743177579729379,6620172,101158.83,-0.43316755,0
1743177580729379,1743177580729379,6620172,101198.78,0.42052668,0
1743177581729379,1743177581729379,6620172,101194.72,0.02173498,0
1743177582729379,1743177582729379,6620172,101213.88,0.44588202,0
1743177583729379,1743177583729379,6620172,101208.836,0.35943744,0
1743177584729379,1743177584729379,6620172,101228.19,0.908414,0
1743177585729379,1743177585729379,6620172,101238.36,0.9484886,0
1743177586729379,1743177586729379,6620172,101238.72,-0.3827396,0
1743177587729379,1743177587729379,6620172,101266.24,0.14595819,0
1743177588729379,1743177588729379,6620172,101274.78,-0.85870856,0
1743177589725379,1743177589725379,6620172,101285.3,0.6836062,0
1743177590729379,1743177590729379,6620172,101298.1,0.29676387,0
1743177591729379,1743177591729379,6620172,101312.64,-0.17543893,0
1743177592729379,1743177592729379,6620172,101314.57,-0.118429966,0
1743177593729379,1743177593729379,6620172,101331.99,-0.11664476,0
1743177594729379,1743177594729379,6620172,101336.01,-0.3224445,0
1743177595729379,1743177595729379,6620172,101338.19,-0.8724941,0
