timestamp,airspeed_timestamp_rel,airspeed_validated_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1743177450393379,32767,32767,32767,32767,32767,32767,32767
1743177450397379,32767,32767,32767,32767,32767,32767,32767
1743177450401379,32767,32767,32767,32767,32767,32767,32767
1743177450405379,32767,32767,32767,32767,32767,32767,32767
1743177450409379,32767,32767,32767,32767,32767,32767,32767
1743177450413379,32767,32767,32767,32767,32767,32767,32767
1743177450417379,32767,32767,32767,32767,32767,32767,32767
1743177450421379,32767,32767,32767,32767,32767,32767,32767
1743177450425379,32767,32767,32767,32767,32767,32767,32767
1743177450429379,32767,32767,32767,32767,0,32767,32767
1743177450433379,32767,32767,32767,32767,32767,32767,32767
1743177450437379,32767,32767,32767,32767,32767,32767,32767
1743177450441379,32767,32767,32767,32767,32767,32767,32767
1743177450445379,32767,32767,32767,32767,32767,-40,32767
1743177450449379,32767,32767,32767,32767,32767,0,32767
1743177450453379,32767,32767,32767,32767,32767,32767,32767
1743177450457379,32767,32767,32767,32767,32767,32767,32767
1743177450461379,32767,32767,32767,32767,32767,32767,32767
1743177450465379,32767,32767,32767,32767,32767,32767,32767
1743177450469379,32767,32767,32767,32767,32767,32767,32767
1743177450473379,32767,32767,32767,32767,32767,32767,32767
1743177450477379,32767,32767,32767,32767,32767,32767,32767
1743177450481379,32767,32767,32767,32767,32767,32767,32767
1743177450485379,32767,32767,32767,32767,-40,32767,32767
1743177450489379,32767,32767,32767,32767,32767,32767,32767
1743177450493379,32767,32767,32767,32767,32767,32767,32767
1743177450497379,32767,32767,32767,32767,32767,32767,32767
1743177450501379,32767,32767,32767,32767,32767,32767,32767
1743177450505379,32767,32767,32767,32767,32767,32767,32767
1743177450509379,32767,32767,32767,32767,32767,32767,32767
1743177450513379,32767,32767,32767,32767,32767,32767,32767
1743177450517379,32767,32767,32767,32767,32767,32767,32767
1743177450521379,32767,32767,32767,32767,32767,32767,32767
1743177450525379,32767,32767,32767,32767,32767,32767,32767
1743177450529379,32767,32767,32767,32767,32767,32767,32767
1743177450533379,32767,32767,32767,32767,32767,32767,32767
1743177450537379,32767,32767,32767,32767,-40,32767,32767
1743177450541379,32767,32767,32767,32767,32767,32767,32767
1743177450545379,32767,32767,32767,32767,32767,32767,32767
1743177450549379,32767,32767,32767,32767,32767,32767,32767
1743177450553379,32767,32767,32767,32767,32767,32767,32767
1743177450557379,32767,32767,32767,32767,32767,32767,32767
1743177450561379,32767,32767,32767,32767,32767,32767,32767
1743177450565379,32767,32767,32767,32767,32767,32767,32767
1743177450569379,32767,32767,32767,32767,32767,32767,32767
1743177450573379,32767,32767,32767,32767,32767,32767,32767
1743177450577379,32767,32767,32767,32767,32767,32767,32767
1743177450581379,32767,32767,32767,32767,32767,-40,32767
1743177450585379,32767,32767,32767,32767,32767,32767,32767
1743177450589379,32767,32767,32767,32767,-40,-40,32767
1743177450593379,32767,32767,32767,32767,32767,32767,32767
1743177450597379,32767,32767,32767,32767,32767,32767,32767
1743177450601379,32767,32767,32767,32767,32767,32767,32767
1743177450605379,32767,32767,32767,32767,32767,32767,32767
1743177450609379,32767,32767,32767,32767,32767,32767,32767
1743177450613379,32767,32767,32767,32767,32767,32767,32767
1743177450617379,32767,32767,32767,32767,32767,32767,32767
1743177450621379,32767,32767,32767,32767,32767,32767,32767
1743177450625379,32767,32767,32767,32767,32767,32767,32767
1743177450629379,32767,32767,32767,32767,32767,32767,32767
1743177450633379,32767,32767,32767,32767,32767,32767,32767
1743177450637379,32767,32767,32767,32767,32767,32767,32767
1743177450641379,32767,32767,32767,32767,-40,32767,32767
1743177450645379,32767,32767,32767,32767,32767,32767,32767
1743177450649379,32767,32767,32767,32767,32767,32767,32767
1743177450653379,32767,32767,32767,32767,32767,32767,32767
1743177450657379,32767,32767,32767,32767,32767,32767,32767
1743177450661379,32767,32767,32767,32767,32767,32767,32767
1743177450665379,32767,32767,32767,32767,32767,32767,32767
1743177450669379,32767,32767,32767,32767,32767,32767,32767
1743177450673379,32767,32767,32767,32767,32767,32767,32767
1743177450677379,32767,32767,32767,32767,32767,32767,32767
1743177450681379,32767,32767,32767,32767,32767,32767,32767
1743177450685379,32767,32767,32767,32767,32767,32767,32767
1743177450689379,32767,32767,32767,32767,32767,32767,32767
1743177450693379,32767,32767,32767,32767,-40,32767,32767
1743177450697379,32767,32767,32767,32767,32767,32767,32767
1743177450701379,32767,32767,32767,32767,32767,32767,32767
1743177450705379,32767,32767,32767,32767,32767,32767,32767
1743177450709379,32767,32767,32767,32767,32767,32767,32767
1743177450713379,32767,32767,32767,32767,32767,32767,32767
1743177450717379,32767,32767,32767,32767,32767,-40,32767
1743177450721379,32767,32767,32767,32767,32767,32767,32767
1743177450725379,32767,32767,32767,32767,32767,-40,32767
1743177450729379,32767,32767,32767,32767,32767,32767,32767
1743177450733379,32767,32767,32767,32767,32767,32767,32767
1743177450737379,32767,32767,32767,32767,32767,32767,32767
1743177450741379,32767,32767,32767,32767,32767,32767,32767
1743177450745379,32767,32767,32767,32767,-40,32767,32767
1743177450749379,32767,32767,32767,32767,32767,32767,32767
1743177450753379,32767,32767,32767,32767,32767,32767,32767
1743177450757379,32767,32767,32767,32767,32767,32767,32767
1743177450761379,32767,32767,32767,32767,32767,32767,32767
1743177450765379,32767,32767,32767,32767,32767,32767,32767
1743177450769379,32767,32767,32767,32767,32767,32767,32767
1743177450773379,32767,32767,32767,32767,32767,32767,32767
1743177450777379,32767,32767,32767,32767,32767,32767,32767
1743177450781379,32767,32767,32767,32767,32767,32767,32767
1743177450785379,32767,32767,32767,32767,32767,32767,32767
1743177450789379,32767,32767,32767,32767,32767,32767,32767
1743177450793379,32767,32767,32767,32767,32767,32767,32767
1743177450797379,32767,32767,32767,32767,-40,32767,32767
1743177450801379,32767,32767,32767,32767,32767,32767,32767
1743177450805379,32767,32767,32767,32767,32767,32767,32767
1743177450809379,32767,32767,32767,32767,32767,32767,32767
1743177450813379,32767,32767,32767,32767,32767,32767,32767
1743177450817379,32767,32767,32767,32767,32767,32767,32767
1743177450821379,32767,32767,32767,32767,32767,32767,32767
1743177450825379,32767,32767,32767,32767,32767,32767,32767
1743177450829379,32767,32767,32767,32767,32767,32767,32767
1743177450833379,32767,32767,32767,32767,32767,32767,32767
1743177450837379,32767,32767,32767,32767,32767,32767,32767
1743177450841379,32767,32767,32767,32767,32767,32767,32767
1743177450845379,32767,32767,32767,32767,0,32767,32767
1743177450849379,32767,32767,32767,32767,32767,0,32767
1743177450853379,32767,32767,32767,32767,32767,32767,32767
1743177450857379,32767,32767,32767,32767,32767,0,32767
1743177450861379,32767,32767,32767,32767,32767,32767,32767
1743177450865379,32767,32767,32767,32767,32767,32767,32767
1743177450869379,32767,32767,32767,32767,32767,32767,32767
1743177450873379,32767,32767,32767,32767,32767,32767,32767
1743177450877379,32767,32767,32767,32767,32767,32767,32767
1743177450881379,32767,32767,32767,32767,32767,32767,32767
1743177450885379,32767,32767,32767,32767,32767,32767,32767
1743177450889379,32767,32767,32767,32767,32767,32767,32767
1743177450893379,32767,32767,32767,32767,32767,32767,32767
1743177450897379,32767,32767,32767,32767,32767,32767,32767
1743177450901379,32767,32767,32767,32767,-40,32767,32767
1743177450905379,32767,32767,32767,32767,32767,32767,32767
1743177450909379,32767,32767,32767,32767,32767,32767,32767
1743177450913379,32767,32767,32767,32767,32767,32767,32767
1743177450917379,32767,32767,32767,32767,32767,32767,32767
1743177450921379,32767,32767,32767,32767,32767,32767,32767
1743177450925379,32767,32767,32767,32767,32767,32767,32767
1743177450929379,32767,32767,32767,32767,32767,32767,32767
1743177450933379,32767,32767,32767,32767,32767,32767,32767
1743177450937379,32767,32767,32767,32767,32767,32767,32767
1743177450941379,32767,32767,32767,32767,32767,32767,32767
1743177450945379,32767,32767,32767,32767,32767,32767,32767
1743177450949379,32767,32767,32767,32767,0,32767,32767
1743177450953379,32767,32767,32767,32767,32767,32767,32767
1743177450957379,32767,32767,32767,32767,32767,32767,32767
1743177450961379,32767,32767,32767,32767,32767,32767,32767
1743177450965379,32767,32767,32767,32767,32767,32767,32767
1743177450969379,32767,32767,32767,32767,32767,32767,32767
1743177450973379,32767,32767,32767,32767,32767,32767,32767
1743177450977379,32767,32767,32767,32767,32767,32767,32767
1743177450981379,32767,32767,32767,32767,32767,32767,32767
1743177450985379,32767,32767,32767,32767,32767,0,32767
1743177450989379,32767,32767,32767,32767,32767,32767,32767
1743177450993379,32767,32767,32767,32767,32767,0,32767
1743177450997379,32767,32767,32767,32767,32767,32767,32767
1743177451001379,32767,32767,32767,32767,0,32767,32767
1743177451005379,32767,32767,32767,32767,32767,32767,32767
1743177451009379,32767,32767,32767,32767,32767,32767,32767
1743177451013379,32767,32767,32767,32767,32767,32767,32767
1743177451017379,32767,32767,32767,32767,32767,32767,32767
1743177451021379,32767,32767,32767,32767,32767,32767,32767
1743177451025379,32767,32767,32767,32767,32767,32767,32767
1743177451029379,32767,32767,32767,32767,32767,32767,32767
1743177451033379,32767,32767,32767,32767,32767,32767,32767
1743177451037379,32767,32767,32767,32767,32767,32767,32767
1743177451041379,32767,32767,32767,32767,32767,32767,32767
1743177451045379,32767,32767,32767,32767,32767,32767,32767
1743177451049379,32767,32767,32767,32767,32767,32767,32767
1743177451053379,32767,32767,32767,32767,32767,32767,32767
1743177451057379,32767,32767,32767,32767,-40,32767,32767
1743177451061379,32767,32767,32767,32767,32767,32767,32767
1743177451065379,32767,32767,32767,32767,32767,32767,32767
1743177451069379,32767,32767,32767,32767,32767,32767,32767
1743177451073379,32767,32767,32767,32767,32767,32767,32767
1743177451077379,32767,32767,32767,32767,32767,32767,32767
1743177451081379,32767,32767,32767,32767,32767,32767,32767
1743177451085379,32767,32767,32767,32767,32767,32767,32767
1743177451089379,32767,32767,32767,32767,32767,32767,32767
1743177451093379,32767,32767,32767,32767,32767,32767,32767
1743177451097379,32767,32767,32767,32767,32767,32767,32767
1743177451101379,32767,32767,32767,32767,32767,32767,32767
1743177451105379,32767,32767,32767,32767,32767,32767,32767
1743177451109379,32767,32767,32767,32767,-40,32767,32767
1743177451113379,32767,32767,32767,32767,32767,32767,32767
1743177451117379,32767,32767,32767,32767,32767,32767,32767
1743177451121379,32767,32767,32767,32767,32767,0,32767
1743177451125379,32767,32767,32767,32767,32767,32767,32767
1743177451129379,32767,32767,32767,32767,32767,0,32767
1743177451133379,32767,32767,32767,32767,32767,32767,32767
1743177451137379,32767,32767,32767,32767,32767,32767,32767
1743177451141379,32767,32767,32767,32767,32767,32767,32767
1743177451145379,32767,32767,32767,32767,32767,32767,32767
1743177451149379,32767,32767,32767,32767,32767,32767,32767
1743177451153379,32767,32767,32767,32767,32767,32767,32767
1743177451157379,32767,32767,32767,32767,32767,32767,32767
1743177451161379,32767,32767,32767,32767,-40,32767,32767
1743177451165379,32767,32767,32767,32767,32767,32767,32767
1743177451169379,32767,32767,32767,32767,32767,32767,32767
1743177451173379,32767,32767,32767,32767,32767,32767,32767
1743177451177379,32767,32767,32767,32767,32767,32767,32767
1743177451181379,32767,32767,32767,32767,32767,32767,32767
1743177451185379,32767,32767,32767,32767,32767,32767,32767
1743177451189379,32767,32767,32767,32767,32767,32767,32767
1743177451193379,32767,32767,32767,32767,32767,32767,32767
1743177451197379,32767,32767,32767,32767,32767,32767,32767
1743177451201379,32767,32767,32767,32767,32767,32767,32767
1743177451205379,32767,32767,32767,32767,32767,32767,32767
1743177451209379,32767,32767,32767,32767,0,32767,32767
1743177451213379,32767,32767,32767,32767,32767,32767,32767
1743177451217379,32767,32767,32767,32767,32767,32767,32767
1743177451221379,32767,32767,32767,32767,32767,32767,32767
1743177451225379,32767,32767,32767,32767,32767,32767,32767
1743177451229379,32767,32767,32767,32767,32767,32767,32767
1743177451233379,32767,32767,32767,32767,32767,32767,32767
1743177451237379,32767,32767,32767,32767,32767,32767,32767
1743177451241379,32767,32767,32767,32767,32767,32767,32767
1743177451245379,32767,32767,32767,32767,32767,32767,32767
1743177451249379,32767,32767,32767,32767,32767,32767,32767
1743177451253379,32767,32767,32767,32767,32767,32767,32767
1743177451257379,32767,32767,32767,32767,32767,32767,32767
1743177451261379,32767,32767,32767,32767,32767,-40,32767
1743177451265379,32767,32767,32767,32767,-40,0,32767
1743177451269379,32767,32767,32767,32767,32767,32767,32767
1743177451273379,32767,32767,32767,32767,32767,32767,32767
1743177451277379,32767,32767,32767,32767,32767,32767,32767
1743177451281379,32767,32767,32767,32767,32767,32767,32767
1743177451285379,32767,32767,32767,32767,32767,32767,32767
1743177451289379,32767,32767,32767,32767,32767,32767,32767
1743177451293379,32767,32767,32767,32767,32767,32767,32767
1743177451297379,32767,32767,32767,32767,32767,32767,32767
1743177451301379,32767,32767,32767,32767,32767,32767,32767
1743177451305379,32767,32767,32767,32767,32767,32767,32767
1743177451309379,32767,32767,32767,32767,32767,32767,32767
1743177451313379,32767,32767,32767,32767,0,32767,32767
1743177451317379,32767,32767,32767,32767,32767,32767,32767
1743177451321379,32767,32767,32767,32767,32767,32767,32767
1743177451325379,32767,32767,32767,32767,32767,32767,32767
1743177451329379,32767,32767,32767,32767,32767,32767,32767
1743177451333379,32767,32767,32767,32767,32767,32767,32767
1743177451337379,32767,32767,32767,32767,32767,32767,32767
1743177451341379,32767,32767,32767,32767,32767,32767,32767
1743177451345379,32767,32767,32767,32767,32767,32767,32767
1743177451349379,32767,32767,32767,32767,32767,32767,32767
1743177451353379,32767,32767,32767,32767,32767,32767,32767
1743177451357379,32767,32767,32767,32767,32767,32767,32767
1743177451361379,32767,32767,32767,32767,32767,32767,32767
1743177451365379,32767,32767,32767,32767,32767,32767,32767
1743177451369379,32767,32767,32767,32767,-40,32767,32767
1743177451373379,32767,32767,32767,32767,32767,32767,32767
1743177451377379,32767,32767,32767,32767,32767,32767,32767
1743177451381379,32767,32767,32767,32767,32767,32767,32767
1743177451385379,32767,32767,32767,32767,32767,32767,32767
1743177451389379,32767,32767,32767,32767,32767,32767,32767
1743177451393379,32767,32767,32767,32767,32767,0,32767
1743177451397379,32767,32767,32767,32767,32767,32767,32767
1743177451401379,32767,32767,32767,32767,32767,32767,32767
1743177451405379,32767,32767,32767,32767,32767,-40,32767
1743177451409379,32767,32767,32767,32767,32767,32767,32767
1743177451413379,32767,32767,32767,32767,32767,32767,32767
1743177451417379,32767,32767,32767,32767,0,32767,32767
1743177451421379,32767,32767,32767,32767,32767,32767,32767
1743177451425379,32767,32767,32767,32767,32767,32767,32767
1743177451429379,32767,32767,32767,32767,32767,32767,32767
1743177451433379,32767,32767,32767,32767,32767,32767,32767
1743177451437379,32767,32767,32767,32767,32767,32767,32767
1743177451441379,32767,32767,32767,32767,32767,32767,32767
1743177451445379,32767,32767,32767,32767,32767,32767,32767
1743177451449379,32767,32767,32767,32767,32767,32767,32767
1743177451453379,32767,32767,32767,32767,32767,32767,32767
1743177451457379,32767,32767,32767,32767,32767,32767,32767
1743177451461379,32767,32767,32767,32767,32767,32767,32767
1743177451465379,32767,32767,32767,32767,32767,32767,32767
1743177451469379,32767,32767,32767,32767,32767,32767,32767
1743177451473379,32767,32767,32767,32767,-40,32767,32767
1743177451477379,32767,32767,32767,32767,32767,32767,32767
1743177451481379,32767,32767,32767,32767,32767,32767,32767
1743177451485379,32767,32767,32767,32767,32767,32767,32767
1743177451489379,32767,32767,32767,32767,32767,32767,32767
1743177451493379,32767,32767,32767,32767,32767,32767,32767
1743177451497379,32767,32767,32767,32767,32767,32767,32767
1743177451501379,32767,32767,32767,32767,32767,32767,32767
1743177451505379,32767,32767,32767,32767,32767,32767,32767
1743177451509379,32767,32767,32767,32767,32767,32767,32767
1743177451513379,32767,32767,32767,32767,32767,32767,32767
1743177451517379,32767,32767,32767,32767,32767,32767,32767
1743177451521379,32767,32767,32767,32767,0,32767,32767
1743177451525379,32767,32767,32767,32767,32767,32767,32767
1743177451529379,32767,32767,32767,32767,32767,32767,32767
1743177451533379,32767,32767,32767,32767,32767,-40,32767
1743177451537379,32767,32767,32767,32767,32767,0,32767
1743177451541379,32767,32767,32767,32767,32767,32767,32767
1743177451545379,32767,32767,32767,32767,32767,32767,32767
1743177451549379,32767,32767,32767,32767,32767,32767,32767
1743177451553379,32767,32767,32767,32767,32767,32767,32767
1743177451557379,32767,32767,32767,32767,32767,32767,32767
1743177451561379,32767,32767,32767,32767,32767,32767,32767
1743177451565379,32767,32767,32767,32767,32767,32767,32767
1743177451569379,32767,32767,32767,32767,32767,32767,32767
1743177451573379,32767,32767,32767,32767,0,32767,32767
1743177451577379,32767,32767,32767,32767,32767,32767,32767
1743177451581379,32767,32767,32767,32767,32767,32767,32767
1743177451585379,32767,32767,32767,32767,32767,32767,32767
1743177451589379,32767,32767,32767,32767,32767,32767,32767
1743177451593379,32767,32767,32767,32767,32767,32767,32767
1743177451597379,32767,32767,32767,32767,32767,32767,32767
1743177451601379,32767,32767,32767,32767,32767,32767,32767
1743177451605379,32767,32767,32767,32767,32767,32767,32767
1743177451609379,32767,32767,32767,32767,32767,32767,32767
1743177451613379,32767,32767,32767,32767,32767,32767,32767
1743177451617379,32767,32767,32767,32767,32767,32767,32767
1743177451621379,32767,32767,32767,32767,32767,32767,32767
1743177451625379,32767,32767,32767,32767,32767,32767,32767
1743177451629379,32767,32767,32767,32767,-40,32767,32767
1743177451633379,32767,32767,32767,32767,32767,32767,32767
1743177451637379,32767,32767,32767,32767,32767,32767,32767
1743177451641379,32767,32767,32767,32767,32767,32767,32767
1743177451645379,32767,32767,32767,32767,32767,32767,32767
1743177451649379,32767,32767,32767,32767,32767,32767,32767
1743177451653379,32767,32767,32767,32767,32767,32767,32767
1743177451657379,32767,32767,32767,32767,32767,32767,32767
1743177451661379,32767,32767,32767,32767,32767,32767,32767
1743177451665379,32767,32767,32767,32767,32767,32767,32767
1743177451669379,32767,32767,32767,32767,32767,-40,32767
1743177451673379,32767,32767,32767,32767,32767,0,32767
1743177451677379,32767,32767,32767,32767,32767,32767,32767
1743177451681379,32767,32767,32767,32767,-40,32767,32767
1743177451685379,32767,32767,32767,32767,32767,32767,32767
