timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
21727052000,21727052000,1310988,-0.0031957934,-0.004261058,-0.0005326322,13.515131,0,1
21728052000,21728052000,1310988,0.0037284256,-0.0058589545,-0.007989483,13.515131,0,1
21729052000,21729052000,1310988,-0.0005326322,0.0010652645,-0.0010652645,13.515131,0,1
21730052000,21730052000,1310988,-0.017576864,-0.0031957934,-0.010120012,13.515131,0,1
21731052000,21731052000,1310988,0.0031957934,0.0010652645,-0.0053263223,13.515131,0,1
21732052000,21732052000,1310988,0.015446335,-0.006924219,-0.0031957934,13.515131,0,1
21733052000,21733052000,1310988,0.030360037,0.00479369,-0.00479369,13.515131,0,1
21734052000,21734052000,1310988,-0.026631612,0.058589544,-0.00479369,13.515131,0,1
21735052000,21735052000,1310988,0.006924219,-0.0010652645,0.008522116,13.508966,0,1
21736052000,21736052000,1310988,-0.0015978967,0.0058589545,0.007989483,13.50268,0,1
21737052000,21737052000,1310988,-0.018109497,0.0015978967,0.006924219,13.5003605,0,1
21738052000,21738052000,1310988,0.060720075,0.09161274,-0.0037284256,13.500116,0,1
21739052000,21739052000,1310988,0.056459017,0.13582122,-0.018109497,13.498011,0,1
21740052000,21740052000,1310988,0.01438107,-0.016511599,0.0058589545,13.490076,0,1
21741052000,21741052000,1310988,-0.00958738,0.015446335,0.0031957934,13.472254,0,1
21742052000,21742052000,1310988,0.01917476,0.01917476,0.006924219,13.447504,0,1
21743052000,21743052000,1310988,-0.20026971,0.017576864,0.015978966,13.419062,0,1
21744052000,21744052000,1310988,0.0058589545,0.011717909,0.0,13.387201,0,1
21745052000,21745052000,1310988,-0.00479369,0.011185277,-0.0037284256,13.35351,0,1
21746052000,21746052000,1310988,0.28229508,0.0053263223,-0.013315806,13.319544,0,1
21747052000,21747052000,1310988,0.011185277,0.011717909,0.0005326322,13.28396,0,1
21748052000,21748052000,1310988,-0.004261058,0.0037284256,-0.0015978967,13.247858,0,1
21749052000,21749052000,1310988,-0.030360037,0.007456851,0.0015978967,13.212244,0,1
21750052000,21750052000,1310988,0.016511599,0.0037284256,-0.0031957934,13.175562,0,1
21751052000,21751052000,1310988,-0.0053263223,-0.002130529,-0.008522116,13.138636,0,1
21752052000,21752052000,1310988,-0.0058589545,0.0026631611,0.008522116,13.102503,0,1
21753052000,21753052000,1310988,0.010120012,0.006924219,0.0026631611,13.065393,0,1
21754052000,21754052000,1310988,-0.0026631611,-0.0031957934,-0.0015978967,13.028223,0,1
21755052000,21755052000,1310988,0.017044231,-0.00479369,0.0037284256,12.991877,0,1
21756052000,21756052000,1310988,0.0037284256,-0.0005326322,0.008522116,12.954645,0,1
21757052000,21757052000,1310988,-0.017044231,0.0053263223,-0.009054748,12.917383,0,1
21758052000,21758052000,1310988,0.0063915867,-0.0026631611,-0.00479369,12.881006,0,1
21759052000,21759052000,1310988,-0.0015978967,-0.0053263223,0.0037284256,12.843714,0,1
21760052000,21760052000,1310988,-0.0026631611,-0.0005326322,-0.0026631611,12.806421,0,1
21761052000,21761052000,1310988,-0.012250541,0.006924219,-0.0010652645,12.770014,0,1
21762052000,21762052000,1310988,0.0053263223,0.0063915867,0.002130529,12.732691,0,1
21763052000,21763052000,1310988,0.00479369,0.002130529,0.002130529,12.695368,0,1
21764052000,21764052000,1310988,-0.0053263223,-0.0053263223,-0.0063915867,12.65896,0,1
21765052000,21765052000,1310988,-0.20932446,-0.0005326322,0.012250541,12.621637,0,1
21766052000,21766052000,1310988,0.0053263223,0.0,0.0026631611,12.584314,0,1
21767052000,21767052000,1310988,-0.0010652645,-0.0015978967,-0.007456851,12.547876,0,1
21768052000,21768052000,1310988,0.28495824,0.0015978967,-0.015978966,12.510553,0,1
21769052000,21769052000,1310988,0.0031957934,-0.007989483,-0.0010652645,12.4732,0,1
21770052000,21770052000,1310988,-0.011717909,-0.0037284256,-0.0010652645,12.436762,0,1
21771052000,21771052000,1310988,-0.024501082,0.006924219,0.007989483,12.399408,0,1
21772052000,21772052000,1310988,0.0010652645,0.0015978967,-0.009054748,12.362055,0,1
21773052000,21773052000,1310988,-0.0031957934,-0.0031957934,0.007456851,12.325586,0,1
21774052000,21774052000,1310988,-0.006924219,-0.0026631611,0.0010652645,12.288202,0,1
21775052000,21775052000,1310988,0.0058589545,-0.0031957934,0.0005326322,12.250818,0,1
21776052000,21776052000,1310988,-0.0026631611,0.004261058,-0.004261058,12.21435,0,1
21777052000,21777052000,1310988,0.0037284256,0.0037284256,-0.002130529,12.176966,0,1
21778052000,21778052000,1310988,0.0031957934,0.0031957934,0.0026631611,12.139582,0,1
21779052000,21779052000,1310988,-0.0026631611,0.0010652645,0.0058589545,12.103113,0,1
21780052000,21780052000,1310988,-0.004261058,0.0015978967,0.0010652645,12.065729,0,1
21781052000,21781052000,1310988,0.021837922,-0.0005326322,0.010652645,12.028345,0,1
21782052000,21782052000,1310988,-0.00479369,0.0031957934,-0.0010652645,11.991877,0,1
21783052000,21783052000,1310988,0.013315806,-0.00479369,0.0053263223,11.954493,0,1
21784052000,21784052000,1310988,0.0053263223,0.0,0.0015978967,11.917139,0,1
21785052000,21785052000,1310988,-0.0026631611,0.0053263223,0.0026631611,11.880671,0,1
21786052000,21786052000,1310988,-0.012250541,0.00479369,-0.0031957934,11.843317,0,1
21787052000,21787052000,1310988,-0.20080236,0.007456851,0.011185277,11.805994,0,1
21788052000,21788052000,1310988,0.007456851,0.0031957934,0.0,11.769556,0,1
21789052000,21789052000,1310988,-0.01917476,0.0005326322,-0.0026631611,11.732264,0,1
