timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
221020658,221018893,36.45479546764824,127.40768008543081,84.92532,104.79246,4.5001507e-05,0.92765754,1.3162962,nan,2,2,0,0
221219556,221217719,36.45476404591928,127.40768960174182,84.90318,104.7652,4.5001507e-05,0.9289737,1.3169,nan,2,2,0,0
221429075,221426487,36.45473096323284,127.40769680490014,84.82274,104.67856,4.5001507e-05,0.92819655,1.316586,nan,2,2,0,0
221627849,221625314,36.45469896862718,127.40770194292892,84.64174,104.49347,4.5001507e-05,0.9272861,1.316183,nan,2,2,0,0
221826569,221824140,36.45466650363171,127.4077049986619,84.43608,104.28667,4.5001507e-05,0.92859095,1.3168046,nan,2,2,0,0
222024957,222022966,36.4546338572523,127.4077050648068,84.221954,104.07275,4.5001507e-05,0.9276523,1.3163936,nan,2,2,0,0
222223515,222221793,36.4546013467519,127.40770241579659,84.04593,103.89901,4.5001507e-05,0.92891324,1.3169999,nan,2,2,0,0
222422348,222420620,36.45456909328854,127.40769832651172,83.847946,103.70273,4.5001507e-05,0.92796636,1.3165914,nan,2,2,0,0
222622193,222619446,36.45453671482237,127.40769318772804,83.55912,103.416565,4.5001507e-05,0.92705977,1.3161862,nan,2,2,0,0
222830663,222828213,36.45450272904866,127.40768633447772,83.238434,103.097206,4.5001507e-05,0.9284986,1.3169072,nan,2,2,0,0
223029501,223027039,36.45447031170417,127.40767842800294,82.948715,102.80936,4.5001507e-05,0.92756534,1.3164965,nan,2,2,0,0
223228520,223225865,36.454437772033145,127.4076693665125,82.64856,102.51088,4.5001507e-05,0.9288119,1.3171085,nan,2,2,0,0
223427294,223424691,36.45440513761729,127.40765918976011,82.42761,102.289665,4.5001507e-05,0.9278912,1.316698,nan,2,2,0,0
223625441,223623517,36.45437226573943,127.40764815638765,82.261154,102.123276,4.5001507e-05,0.92703426,1.3163046,nan,2,2,0,0
223824509,223822343,36.454339211971764,127.40763670144862,82.160095,102.02092,4.5001507e-05,0.928313,1.3169194,nan,2,2,0,0
224023971,224021168,36.45430595401324,127.40762503197656,82.073074,101.92958,4.5001507e-05,0.9274384,1.3165703,nan,2,2,0,0
224221735,224219994,36.45427265447371,127.40761342137382,82.05111,101.90293,4.5001507e-05,0.9286945,1.3171598,nan,2,2,0,0
224420527,224418820,36.454239310608415,127.40760190052039,82.01912,101.865005,4.5001507e-05,0.9278057,1.3167374,nan,2,2,0,0
224621175,224617645,36.45420575801941,127.4075906713287,82.033676,101.870285,4.5001507e-05,0.927251,1.3164797,nan,2,2,0,0
224828944,224826412,36.454170361598834,127.4075793145932,82.05144,101.883064,4.5001507e-05,0.92913777,1.3173782,nan,2,2,0,0
225027885,225025237,36.454136466551454,127.40756926210014,82.12499,101.94556,4.5001507e-05,0.92922854,1.3174652,nan,2,2,0,0
225226905,225224062,36.45410256497922,127.40755991209383,82.26056,102.07243,4.5001507e-05,0.9311389,1.3183444,nan,2,2,0,0
225426885,225422889,36.45406861571512,127.4075512025569,82.45192,102.25237,4.5001507e-05,0.9313953,1.3185278,nan,2,2,0,0
225623332,225621713,36.45403468346925,127.4075421365429,82.62126,102.40399,4.5001507e-05,0.93172497,1.3187487,nan,2,2,0,0
225822510,225820537,36.4540011378674,127.40753162634758,82.75695,102.53035,4.5001507e-05,0.93349427,1.319544,nan,2,2,0,0
226021292,226019362,36.45396842195098,127.40751853283105,82.87767,102.63139,4.5001507e-05,0.93210405,1.3189014,nan,2,2,0,0
226219963,226218187,36.45393717663631,127.40750220999837,83.03696,102.77603,4.5001507e-05,0.9330881,1.319302,nan,2,2,0,0
226418960,226417012,36.453907806944834,127.40748246797119,83.15813,102.877,4.5001507e-05,0.9315791,1.3186014,nan,2,2,0,0
226619548,226615838,36.453881419980554,127.40745877011904,83.363754,103.056984,4.5001507e-05,0.9300427,1.3178691,nan,2,2,0,0
226827219,226824604,36.45385758318088,127.40742985019045,83.67987,103.36043,4.5001507e-05,0.9313143,1.3184317,nan,2,2,0,0
227027373,227023432,36.45383903454458,127.4073993648435,84.10521,103.76121,4.5001507e-05,0.9299171,1.3177893,nan,2,2,0,0
227224142,227222255,36.453823560380336,127.40736750717772,84.57251,104.210556,4.5001507e-05,0.93103105,1.3183445,nan,2,2,0,0
227422801,227421080,36.45381098705784,127.40733499100925,85.03067,104.65675,4.5001507e-05,0.9321628,1.3188407,nan,2,2,0,0
227622819,227619905,36.4538017389475,127.40730167686736,85.47246,105.084564,4.5001507e-05,0.9304951,1.3181367,nan,2,2,0,0
227820519,227818730,36.45379586565395,127.40726786540107,85.88022,105.48678,4.5001507e-05,0.9316578,1.3186625,nan,2,2,0,0
228019355,228017555,36.4537929360119,127.40723393560638,86.268295,105.86602,4.5001507e-05,0.93013644,1.3180158,nan,2,2,0,0
228228760,228226326,36.45379204650137,127.40719842366205,86.568756,106.160934,4.5001507e-05,0.931454,1.3186402,nan,2,2,0,0
228427527,228425147,36.45379358363294,127.40716499689867,86.777596,106.36711,4.5001507e-05,0.9300369,1.318031,nan,2,2,0,0
228629102,228623974,36.45379719831605,127.40713161710866,86.8816,106.47077,4.5001507e-05,0.9287512,1.3174583,nan,2,2,0,0
228824517,228822796,36.45380299556133,127.40709857794779,86.94971,106.53938,4.5001507e-05,0.92990524,1.3180208,nan,2,2,0,0
229023285,229021621,36.45381058784485,127.40706567237896,86.926926,106.51963,4.5001507e-05,0.9286825,1.3174748,nan,2,2,0,0
229222377,229220446,36.45382034097412,127.40703334159255,86.89088,106.486275,4.5001507e-05,0.92981845,1.318037,nan,2,2,0,0
229421213,229419270,36.453832049042674,127.40700156920661,86.8029,106.40281,4.5001507e-05,0.9286401,1.3175111,nan,2,2,0,0
229630835,229628036,36.45384613800505,127.4069685992451,86.6669,106.273384,4.5001507e-05,0.92772245,1.3171098,nan,2,2,0,0
229829226,229826860,36.45386069575008,127.40693732400223,86.44504,106.05547,4.5001507e-05,0.9288799,1.317763,nan,2,2,0,0
230028378,230025685,36.45387665054523,127.40690644400838,86.23307,105.85103,4.5001507e-05,0.92780626,1.3172675,nan,2,2,0,0
230228395,230224509,36.45389366334077,127.40687593138783,85.98715,105.61189,4.5001507e-05,0.92893714,1.3178456,nan,2,2,0,0
230424972,230423333,36.45391173904227,127.40684600573275,85.817154,105.448166,4.5001507e-05,0.92790353,1.3173645,nan,2,2,0,0
230624993,230622158,36.45393056227263,127.4068161063183,85.637535,105.274666,4.5001507e-05,0.9269494,1.3169098,nan,2,2,0,0
230822630,230820982,36.45394987642035,127.40678605485809,85.432846,105.07217,4.5001507e-05,0.9281273,1.317508,nan,2,2,0,0
231021648,231019806,36.453969757096324,127.4067560393611,85.2616,104.903885,4.5001507e-05,0.9271748,1.3170468,nan,2,2,0,0
231220442,231218630,36.4539899232282,127.40672610137985,85.11898,104.762276,4.5001507e-05,0.92834514,1.3176236,nan,2,2,0,0
231429861,231427395,36.454011196112994,127.40669451865188,84.98241,104.62645,4.5001507e-05,0.9275685,1.3172545,nan,2,2,0,0
231630086,231626219,36.45403122723411,127.40666423514712,84.903366,104.54718,4.5001507e-05,0.92665714,1.3167932,nan,2,2,0,0
231828910,231825043,36.45405107206398,127.40663368559032,84.78026,104.424286,4.5001507e-05,0.92786276,1.3173689,nan,2,2,0,0
232026409,232023867,36.45407075701827,127.40660312377675,84.66809,104.313965,4.5001507e-05,0.92695093,1.3169061,nan,2,2,0,0
232224604,232222691,36.454089936014036,127.4065724959167,84.55342,104.20124,4.5001507e-05,0.9281262,1.3174475,nan,2,2,0,0
232423523,232421514,36.45410854894638,127.40654169132458,84.41599,104.06703,4.5001507e-05,0.9272219,1.3169848,nan,2,2,0,0
232623069,232620338,36.45412663416972,127.40651068489917,84.29544,103.951164,4.5001507e-05,0.9263448,1.3165877,nan,2,2,0,0
232821142,232819161,36.454144047459685,127.40647933246706,84.17552,103.83352,4.5001507e-05,0.927564,1.3171415,nan,2,2,0,0
233020020,233017992,36.454160795059906,127.4064477497117,84.09413,103.75662,4.5001507e-05,0.92666966,1.3166815,nan,2,2,0,0
233218532,233216809,36.45417705996084,127.40641619453956,83.99563,103.661125,4.5001507e-05,0.9278887,1.3172191,nan,2,2,0,0
233427949,233425573,36.454193752994705,127.40638296707377,83.893845,103.56273,4.5001507e-05,0.92716557,1.3168571,nan,2,2,0,0
233626834,233624396,36.45420922629195,127.4063509451676,83.760735,103.43309,4.5001507e-05,0.926298,1.3164132,nan,2,2,0,0
233824886,233823220,36.45422446334599,127.40631854307044,83.63976,103.313866,4.5001507e-05,0.92755824,1.3169701,nan,2,2,0,0
234023709,234022044,36.454239284597094,127.40628586884192,83.55521,103.23285,4.5001507e-05,0.9266666,1.3165262,nan,2,2,0,0
234222547,234220867,36.45425360352451,127.40625299661215,83.43369,103.11434,4.5001507e-05,0.9279059,1.317068,nan,2,2,0,0
234421926,234419691,36.454267645658,127.40621981126263,83.29335,102.977394,4.5001507e-05,0.92698616,1.3166202,nan,2,2,0,0
234621212,234618513,36.45428146218242,127.40618630991432,83.199234,102.887245,4.5001507e-05,0.92609847,1.3161843,nan,2,2,0,0
234820736,234817337,36.454295062977856,127.40615251617518,83.16138,102.851425,4.5001507e-05,0.9273763,1.3167473,nan,2,2,0,0
235018141,235016160,36.454308551443724,127.40611848800897,83.07097,102.76595,4.5001507e-05,0.92648417,1.3163141,nan,2,2,0,0
235227362,235224925,36.45432262838432,127.40608259776461,82.931274,102.63024,4.5001507e-05,0.9279128,1.3169596,nan,2,2,0,0
235426352,235423748,36.45433577767544,127.40604813977116,82.77812,102.48303,4.5001507e-05,0.9269629,1.3165104,nan,2,2,0,0
235624499,235622571,36.45434882506518,127.40601336140674,82.61534,102.32732,4.5001507e-05,0.9260645,1.3160768,nan,2,2,0,0
235823288,235821394,36.45436216260717,127.40597834507221,82.473755,102.189705,4.5001507e-05,0.9273023,1.3166904,nan,2,2,0,0
236021906,236020217,36.454375669748806,127.40594314932943,82.33951,102.06281,4.5001507e-05,0.9263919,1.3162509,nan,2,2,0,0
236220698,236219040,36.45438903725152,127.4059076705787,82.215836,101.94489,4.5001507e-05,0.9276317,1.3168064,nan,2,2,0,0
236420796,236417863,36.45440232597478,127.40587194217342,82.1241,101.86102,4.5001507e-05,0.926697,1.3163606,nan,2,2,0,0
236630588,236626627,36.454416274179984,127.40583399524077,82.03241,101.77909,4.5001507e-05,0.925969,1.316012,nan,2,2,0,0
236827863,236825449,36.454429676225026,127.40579755046622,81.99841,101.75021,4.5001507e-05,0.92722034,1.3165746,nan,2,2,0,0
237026896,237024272,36.454443268795565,127.40576093566557,81.96948,101.7312,4.5001507e-05,0.9263026,1.3161327,nan,2,2,0,0
237224910,237223095,36.45445693868113,127.40572426344143,81.96761,101.7359,4.5001507e-05,0.9275363,1.31668,nan,2,2,0,0
237423705,237421917,36.454470658573285,127.40568746469742,81.919174,101.69666,4.5001507e-05,0.9265947,1.3162298,nan,2,2,0,0
237622364,237620740,36.45448452398076,127.40565052117715,81.9281,101.71532,4.5001507e-05,0.92570883,1.3157991,nan,2,2,0,0
237822345,237819563,36.454498456959,127.405613394409,81.94263,101.73576,4.5001507e-05,0.9269532,1.3163537,nan,2,2,0,0
