timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
178321281,178319674,43973845,36.4533956,127.4065695,27.045927,28.317415,-0.95728123,-0.00019583842,0.0002981637,-4.5001507e-05,0.134391,0.47299966,0.01917689,0.012342708,0.040229075,0.0045862254,0.07276097,-0.15833603,0.58369577,1.5075283,-1.3219837,-0.012437099,33.46734,0.18122959,0.22704771,0.19701675,0.11922315,0.0785709,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
178420746,178419094,43973845,36.4533956,127.4065695,27.053204,28.37837,-0.9511352,-0.00019583842,0.0002981637,-4.5001507e-05,0.11957643,0.5047014,0.070517614,0.064937115,0.040229075,0.0045862254,0.07276097,-0.46245766,-0.8719282,0.73296684,-1.3434368,-0.012437099,33.46734,0.17508358,0.22525136,0.19555548,0.118236884,0.07727596,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
178530016,178528456,43973845,36.4533956,127.4065695,27.061907,28.43766,-0.93948567,-0.00019583842,0.0002981637,-4.5001507e-05,0.11958405,0.39614156,0.099077776,0.09570186,0.040229075,0.0045862254,0.07276097,-0.62321275,-2.299748,-0.020004869,-1.3386995,-0.012437099,33.46734,0.16343403,0.22417942,0.19462907,0.11782029,0.07621281,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
178620534,178617934,43973845,36.4533956,127.4065695,27.072186,28.468094,-0.92742133,-0.00019583842,0.0002981637,-4.5001507e-05,0.13322897,0.15290229,0.116226874,0.115644984,0.040229075,0.0045862254,0.07276097,0.18415058,-4.372953,-0.07451271,-1.298252,-0.012437099,33.46734,0.15136969,0.2217339,0.19265413,0.116400994,0.07504892,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
178728807,178727297,43973845,36.4533956,127.4065695,27.085495,28.464857,-0.9099993,-0.00019583842,0.0002981637,-4.5001507e-05,0.13527149,-0.31263962,0.08578707,0.09123207,0.040229075,0.0045862254,0.07276097,-0.36882225,-4.249399,-0.47739288,-1.2762165,-0.012437099,33.46734,0.13394767,0.2295712,0.19778042,0.12181725,0.07615511,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
178818313,178816779,43973845,36.4533956,127.4065695,27.090162,28.419664,-0.89928615,-0.00019583842,0.0002981637,-4.5001507e-05,0.07838498,-0.7494067,-0.0076425346,0.002806243,0.040229075,0.0045862254,0.07276097,-0.8488612,-5.1344557,-2.1277359,-1.2791843,-0.012437099,33.46734,0.12323451,0.22701675,0.19574949,0.12094507,0.07520053,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
178927656,178926137,43973845,36.4533956,127.4065695,27.08972,28.301867,-0.9132696,-0.00019583842,0.0002981637,-4.5001507e-05,0.064548776,-1.4607521,-0.48466378,-0.46934223,0.040229075,0.0045862254,0.07276097,1.3976641,-9.698513,-7.1529684,-1.2933782,-0.012437099,33.46734,0.13721794,0.22598656,0.19478644,0.1221839,0.074668005,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
179017220,179015615,43973845,36.4533956,127.4065695,27.107235,28.096899,-0.99069244,-0.00019583842,0.0002981637,-4.5001507e-05,0.49455187,-3.46399,-1.6045164,-1.584058,0.040229075,0.0045862254,0.07276097,6.547446,-35.967987,-17.91818,-1.325197,-0.012437099,33.46734,0.21816653,0.2235213,0.19281416,0.12388091,0.074044965,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
179126445,179124977,43973845,36.4533956,127.4065695,27.194345,27.486876,-1.1979046,-0.00019583842,0.0002981637,-4.5001507e-05,1.0358098,-6.9977655,-1.9139135,-1.8861045,0.040229075,0.0045862254,0.07276097,-0.19214804,-4.631903,-3.8435318,-1.3380889,-0.012437099,33.46734,0.42537868,0.23173383,0.19777001,0.15069649,0.07691165,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
179225988,179224397,43973845,36.4533956,127.4065695,27.307205,26.754091,-1.3415557,-0.00019583842,0.0002981637,-4.5001507e-05,1.1958199,-7.6882677,-1.3222418,-1.2884343,0.040229075,0.0045862254,0.07276097,1.3293375,-7.4284487,4.9014707,-1.3458353,-0.012437099,33.46734,0.5690298,0.23413669,0.1974341,0.18952192,0.08117715,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
