timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
174657106,3670026,3670026,0,0,0,0,0,0,0,0,402.3335,402.3335,4023.3347,8046.6694,0.06162561,0.024060996,6.023071e-10,0.99090934,-0.43642887,-9.847746,-0.00071241497,-0.009655081,0.03413348,0.0018226422,0.003137067,0.0011372454,0.0005526268,5.912027e-05,7.267242e-06,26.059916,26.059916
175596603,3670026,3670026,0,0,0,0,0,0,0,0,402.3334,402.3334,4023.334,8046.668,0.059542235,0.02609708,2.2099256e-10,1.0306741,-0.25899634,-9.909501,-0.00990154,-0.012043258,-0.0012464471,0.0022974839,0.0065351087,0.0023059417,0.00054376625,9.8671284e-05,3.505784e-05,26.066273,26.066273
176640458,3670026,3670026,0,0,0,0,0,0,0,0,402.33334,402.33334,4023.3333,8046.6665,0.1091984,0.017844975,2.6432212e-11,0.96403927,-0.17704965,-9.773752,-0.0010122228,0.0009970964,-0.0072162948,0.003103385,0.005954577,0.004682911,3.811117e-05,3.3296164e-05,0.00014464713,26.08358,26.08358
177579953,3670026,3670026,0,0,0,0,0,0,0,0,402.33325,402.33325,4023.3325,8046.665,0.09355095,0.010592042,8.2778884e-10,0.20820726,0.41760725,-9.58879,-0.024277354,-0.10381796,-0.22707222,0.0043921396,0.0059720622,0.024683097,0.000666428,0.0005164565,2.9079576e-05,26.091974,26.091974
178624244,3670026,3670026,0,0,0,0,0,0,0,0,402.33322,402.33322,4023.332,8046.664,1.0112466,0.046650518,9.6638155e-09,4.8017173,-0.88720995,-8.692995,0.07332759,0.2804561,0.45628974,47.294098,2330.2058,279.96036,0.5985714,0.007939305,0.014659474,26.043945,26.043945
179647900,3670026,3670026,0,1,0,0,0,0,0,0,402.33325,402.33325,4023.3323,8046.6646,1.2979455,0.09499453,3.248314e-08,7.932295,-2.8837328,-9.939295,-0.91791373,-0.0513373,-0.46372053,82.45162,3888.5518,520.21954,0.88027793,0.123240836,0.024518287,25.927729,25.927729
180587494,3670026,3670026,0,1,0,0,0,0,0,0,402.33334,402.33334,4023.3333,8046.6665,0.67337114,0.07507173,1.5162897e-08,6.4803786,-3.968461,-12.812143,0.009036934,0.44852868,0.0034746449,81.76639,4158.153,468.424,0.9591565,0.09484364,0.028261747,25.828352,25.828352
181631331,3670026,3670026,0,1,0,0,0,0,0,0,402.3335,402.3335,4023.3347,8046.6694,0.5181217,0.050800074,6.5707955e-09,3.937455,-1.401304,-11.521973,0.79500574,-0.08659677,-0.18632925,83.83754,3967.0134,538.80383,0.78467464,0.05913963,0.024216045,25.695112,25.695112
182571032,3670026,3670026,0,1,0,0,0,0,0,0,402.33368,402.33368,4023.3367,8046.6733,0.5345464,0.055572927,5.4052784e-09,4.0496383,-1.8196129,-13.476258,0.16638324,0.2202847,0.086876035,99.28174,4444.045,649.2867,0.661253,0.09465107,0.019258631,25.5941,25.5941
183614959,3670026,3670026,0,1,0,0,0,0,0,0,402.33398,402.33398,4023.3396,8046.679,0.701962,0.07290238,1.0866476e-08,3.061573,0.6076698,-11.650814,-0.07653714,0.32079926,-0.12059539,121.36142,7764.597,776.7433,0.45883372,0.18258049,0.020825062,25.522701,25.522701
184554266,3670026,3670026,0,1,0,0,0,0,0,0,402.3342,402.3342,4023.3423,8046.6846,0.62968767,0.05059678,4.3244e-09,2.6463878,-0.4231719,-11.201443,-0.35038978,0.034370363,0.039638624,81.69444,3934.8892,576.5863,0.9325534,0.10910926,0.014973091,25.460978,25.460978
185598151,3670026,3670026,0,1,0,0,0,0,0,0,402.3344,402.3344,4023.344,8046.688,0.8019346,0.05600643,7.3563977e-09,2.3410738,-0.97786474,-7.2920265,0.22087781,-0.058917664,0.08721508,65.146736,2805.6238,507.78748,0.5453048,0.1288298,0.007934686,25.357582,25.357582
186642144,3670026,3670026,0,1,0,0,0,0,0,0,402.33484,402.33484,4023.3484,8046.697,0.67961615,0.033754416,1.2331137e-09,3.400534,-0.3583183,-9.899533,-0.09104805,0.05425232,-0.034844145,75.999565,4142.043,579.09467,0.8894625,0.07309081,0.015039719,25.296091,25.296091
