timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
222959456,0,0,0,0,0,0,0,0,0,0,0,0
223963004,0,0,0,0,0,0,0,0,0,0,0,0
224967949,0,0,0,0,0,0,0,0,0,0,0,0
225971912,0,0,0,0,0,0,0,0,0,0,0,0
226975537,0,0,0,0,0,0,0,0,0,0,0,0
227979293,0,0,0,0,0,0,0,0,0,0,0,0
228983355,0,0,0,0,0,0,0,0,0,0,0,0
229988697,0,0,0,0,0,0,0,0,0,0,0,0
230993924,0,0,0,0,0,0,0,0,0,0,0,0
231996939,0,0,0,0,0,0,0,0,0,0,0,0
233002488,0,0,0,0,0,0,0,0,0,0,0,0
234003810,0,0,0,0,0,0,0,0,0,0,0,0
235008330,0,0,0,0,0,0,0,0,0,0,0,0
236012636,0,0,0,0,0,0,0,0,0,0,0,0
237016099,0,0,0,0,0,0,0,0,0,0,0,0
238020245,0,0,0,0,0,0,0,0,0,0,0,0
239024126,0,0,0,0,0,0,0,0,0,0,0,0
240028701,0,0,0,0,0,0,0,0,0,0,0,0
241033002,0,0,0,0,0,0,0,0,0,0,0,0
242036402,0,0,0,0,0,0,0,0,0,0,0,0
243040276,0,0,0,0,0,0,0,0,0,0,0,0
244044173,0,0,0,0,0,0,0,0,0,0,0,0
245048696,0,0,0,0,0,0,0,0,0,0,0,0
246053348,0,0,0,0,0,0,0,0,0,0,0,0
247056633,0,0,0,0,0,0,0,0,0,0,0,0
248060660,0,0,0,0,0,0,0,0,0,0,0,0
249064488,0,0,0,0,0,0,0,0,0,0,0,0
250069099,0,0,0,0,0,0,0,0,0,0,0,0
251074728,0,0,0,0,0,0,0,0,0,0,0,0
252076661,0,0,0,0,0,0,0,0,0,0,0,0
253080905,0,0,0,0,0,0,0,0,0,0,0,0
254084763,0,0,0,0,0,0,0,0,0,0,0,0
255090834,0,0,0,0,0,0,0,0,0,0,0,0
256093779,0,0,0,0,0,0,0,0,0,0,0,0
257097244,0,0,0,0,0,0,0,0,0,0,0,0
258102892,0,0,0,0,0,0,0,0,0,0,0,0
259105211,0,0,0,0,0,0,0,0,0,0,0,0
260109580,0,0,0,0,0,0,0,0,0,0,0,0
261113418,0,0,0,0,0,0,0,0,0,0,0,0
262117512,0,0,0,0,0,0,0,0,0,0,0,0
263121289,0,0,0,0,0,0,0,0,0,0,0,0
264126759,0,0,0,0,0,0,0,0,0,0,0,0
265129715,0,0,0,0,0,0,0,0,0,0,0,0
266133769,0,0,0,0,0,0,0,0,0,0,0,0
267137646,0,0,0,0,0,0,0,0,0,0,0,0
268141566,0,0,0,0,0,0,0,0,0,0,0,0
269146975,0,0,0,0,0,0,0,0,0,0,0,0
270150109,0,0,0,0,0,0,0,0,0,0,0,0
271154070,0,0,0,0,0,0,0,0,0,0,0,0
272158850,0,0,0,0,0,0,0,0,0,0,0,0
273162532,0,0,0,0,0,0,0,0,0,0,0,0
274167779,0,0,0,0,0,0,0,0,0,0,0,0
275170136,0,0,0,0,0,0,0,0,0,0,0,0
276174177,0,0,0,0,0,0,0,0,0,0,0,0
277177807,0,0,0,0,0,0,0,0,0,0,0,0
278183988,0,0,0,0,0,0,0,0,0,0,0,0
279186351,0,0,0,0,0,0,0,0,0,0,0,0
280190276,0,0,0,0,0,0,0,0,0,0,0,0
281194581,0,0,0,0,0,0,0,0,0,0,0,0
282198286,0,0,0,0,0,0,0,0,0,0,0,0
283202495,0,0,0,0,0,0,0,0,0,0,0,0
284206571,0,0,0,0,0,0,0,0,0,0,0,0
285210759,0,0,0,0,0,0,0,0,0,0,0,0
286214559,0,0,0,0,0,0,0,0,0,0,0,0
287218350,0,0,0,0,0,0,0,0,0,0,0,0
288222413,0,0,0,0,0,0,0,0,0,0,0,0
289226737,0,0,0,0,0,0,0,0,0,0,0,0
290231000,0,0,0,0,0,0,0,0,0,0,0,0
291234833,0,0,0,0,0,0,0,0,0,0,0,0
292239605,0,0,0,0,0,0,0,0,0,0,0,0
293243876,0,0,0,0,0,0,0,0,0,0,0,0
294248788,0,0,0,0,0,0,0,0,0,0,0,0
295251091,0,0,0,0,0,0,0,0,0,0,0,0
296254827,0,0,0,0,0,0,0,0,0,0,0,0
296573092,0,0,0,1,0,0,0,0,0,0,0,0
296682144,0,0,0,1,0,0,0,0,0,0,0,1
297691791,0,0,0,1,0,0,0,0,0,0,0,1
