timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
177327498,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177367352,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177426792,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177466335,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177526180,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177565988,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177625610,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177665649,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177715063,0.0,0.17453292,0.0,0.0,0.9961947,0.0,0.08715574,0.0,0.0,0.0,0.0,1,0
177774813,-0.0,0.0,-1.378184,0.0,0.7718237,0.0,0.0,-0.6358366,0.0,0.0,0.0,0,0
177814415,-0.0,0.17453292,-1.3864899,0.0,0.7662495,0.055695694,0.06703814,-0.6366048,1.0,0.0,0.0,0,0
177874015,0.0,0.17453292,-1.3884696,0.0,0.765619,0.055762023,0.06698298,-0.6373629,1.0,0.0,0.0,0,0
177913745,0.0,0.17453292,-1.3960878,0.0,0.7631857,0.056016766,0.066770084,-0.6402746,1.0,0.0,0.0,0,0
177973755,0.0,0.17453292,-1.3851106,0.0,0.7666883,0.055649452,0.06707653,-0.6360762,1.0,0.0,0.0,0,0
178013327,-0.0,0.17453292,-1.3716404,0.0,0.770955,0.055196423,0.067449816,-0.63089806,1.0,0.0,0.0,0,0
178073286,-0.0,0.17453292,-1.3463048,0.0,0.77888495,0.054337576,0.0681436,-0.62108135,1.0,0.0,0.0,0,0
178112829,-0.0,0.17453292,-1.3333613,0.0,0.7828882,0.053895433,0.068493836,-0.61602765,1.0,0.0,0.0,0,0
178172350,-0.0,0.17453292,-1.3194377,0.0,0.7871577,0.05341729,0.06886737,-0.6105625,1.0,0.0,0.0,0,0
178212365,-0.0,0.17453292,-1.3164954,0.0,0.7880552,0.053315923,0.068945885,-0.60940385,1.0,0.0,0.0,0,0
178271974,-0.0,0.17453292,-1.3174964,0.0,0.78775007,0.053350423,0.0689192,-0.6097982,1.0,0.0,0.0,0,0
178311722,-0.0,0.17453292,-1.3208174,0.0,0.78673637,0.05346478,0.06883051,-0.6111053,1.0,0.0,0.0,0,0
178371477,-0.0,0.17453292,-1.3322003,0.0,0.7832456,0.05385566,0.068525106,-0.61557305,1.0,0.0,0.0,0,0
178411051,-0.0,0.17453292,-1.3414361,0.0,0.78039455,0.054171532,0.06827567,-0.6191835,1.0,0.0,0.0,0,0
178470674,-0.0,0.17453292,-1.3495681,0.0,0.7778705,0.054448694,0.06805485,-0.62235147,1.0,0.0,0.0,0,0
178530397,-0.0,0.17453292,-1.3386995,0.0,0.7812411,0.05407806,0.06834974,-0.6181151,1.0,0.0,0.0,0,0
178570104,-0.0,0.17453292,-1.3226899,0.0,0.7861639,0.053529203,0.06878042,-0.6118417,1.0,0.0,0.0,0,0
178609829,-0.0,0.17453292,-1.303048,0.0,0.7921347,0.052851148,0.069302805,-0.6040914,1.0,0.0,0.0,0,0
