timestamp,timestamp_sample,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance
215733044,0,1743472142624772,10813469,364551454,1274066612,81501,101520,0.10700001,0.008838871,0.748,0.99700004,0.53999996,0.77,59,5,20.603,-2.0600002,20.499,0.36100003,1.6709719,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0
216239202,0,1743472143124772,10813469,364551366,1274067752,81331,101350,0.109000005,0.00984261,0.74600005,0.99300003,0.57,0.77,71,11,20.567001,-2.0670002,20.463001,-0.223,1.6714753,0,nan,0.0,0.0,0.0,0,3,1,1,1,25,0
216736184,0,1743472143624772,10813469,364551284,1274068891,81506,101525,0.117000006,0.010084512,0.74500006,0.989,0.57,0.77,71,11,20.471,-1.9410001,20.379002,-0.735,1.6657565,0,nan,0.0,0.0,0.0,0,3,1,1,1,25,0
217235175,0,1743472144124772,10813469,364551207,1274070025,81862,101882,0.127,0.009284628,0.74200004,0.98600006,0.53999996,0.77,87,6,20.368,-2.1620002,20.253,-0.44900003,1.6771517,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0
217735830,0,1743472144624772,10813469,364551130,1274071153,81938,101958,0.120000005,0.008389797,0.74,0.98200005,0.51,0.74,87,6,20.287,-2.127,20.175001,-0.011000001,1.6758584,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0
218228967,0,1743472145124772,10813469,364551056,1274072274,82082,102103,0.115,0.008784242,0.73700005,0.97900003,0.51,0.74,93,16,20.264002,-2.5,20.109001,-0.455,1.6944824,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0
218737259,0,1743472145624772,10813469,364550887,1274073383,82214,102235,0.13000001,0.009581508,0.73600006,0.97800004,0.55,0.74,93,16,20.372002,-5.716,19.553001,-0.94100004,1.8551959,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0
219232170,0,1743472146124772,10813469,364550527,1274074411,82774,102795,0.179,0.0106915375,0.735,0.98,0.53,0.74,86,5,19.977001,-10.542001,16.969,-1.9540001,2.1267202,0,nan,0.0,0.0,0.0,0,3,1,1,1,24,0
219736810,0,1743472146624772,10813469,364549987,1274075280,83545,103566,0.18300001,0.010921048,0.734,0.98300004,0.53999996,0.75,86,5,19.604,-13.905001,13.819,-2.1890001,2.3592734,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0
220236358,0,1743472147124772,10813469,364549318,1274075968,84248,104269,0.21700001,0.010218727,0.73600006,0.9850001,0.53,0.76,80,6,18.861,-15.571001,10.643001,-1.128,2.5420403,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0
