timestamp,control_power[0],control_power[1],control_power[2]
1743177552873379,1.0235221e-05,8.180177e-06,1.6245021e-05
1743177553373379,5.3311196e-06,7.0458805e-06,1.6835795e-05
1743177553873379,6.2046306e-06,4.5231336e-06,1.7298258e-05
1743177554373379,3.9425927e-06,4.4621856e-06,1.9413692e-06
1743177554873379,7.465904e-06,7.235932e-06,2.9756968e-06
1743177555373379,4.8115985e-06,6.21161e-06,8.603836e-05
1743177555873379,0.00019141575,6.883803e-06,0.009505229
1743177556373379,0.00025636255,9.5106916e-05,0.016513443
1743177556873379,3.561639e-05,4.4044642e-05,0.0428611
1743177557373379,3.2830703e-05,2.388485e-05,0.007320526
1743177557873379,3.33672e-05,1.18707785e-05,0.009766734
1743177558373379,3.4427092e-05,2.7650653e-05,0.0012403663
1743177558873379,2.588499e-05,2.8833316e-05,0.0013600898
1743177559373379,5.657619e-06,1.3625991e-05,0.00036205808
1743177559873379,7.796019e-06,1.7423135e-05,0.00014560332
1743177560373379,4.089996e-06,1.6180715e-05,0.00010113384
1743177560873379,6.7793667e-06,1.1398693e-05,1.522077e-05
1743177561373379,4.7461062e-06,1.601143e-05,2.2959064e-05
1743177561873379,6.7063984e-06,1.014409e-05,3.6632975e-06
1743177562373379,5.907633e-06,1.1201502e-05,3.1427555e-06
1743177562873379,5.6707686e-06,1.4422807e-05,1.4436948e-06
1743177563373379,6.4998476e-06,1.4405982e-05,5.595351e-07
1743177563873379,5.2840182e-06,1.3140004e-05,2.252294e-07
1743177564373379,4.4177837e-06,1.2676568e-05,7.091813e-07
1743177564873379,4.629087e-06,1.7047038e-05,4.0350582e-07
1743177565373379,7.698647e-06,1.3897905e-05,1.4904391e-07
1743177565873379,5.245002e-06,1.3760439e-05,4.0400872e-07
1743177566373379,7.356867e-06,1.6106233e-05,3.3971222e-08
1743177566873379,5.8810724e-06,1.3378215e-05,1.0658961e-07
1743177567373379,1.4625981e-05,3.6726244e-05,1.6305226e-08
1743177567873379,6.044529e-06,1.1420407e-05,1.3864093e-07
1743177568373379,3.90862e-06,8.731224e-06,3.724099e-07
1743177568873379,5.125309e-06,1.0438264e-05,5.9985985e-07
1743177569373379,8.039323e-06,6.996338e-06,1.371917e-06
1743177569873379,3.7571428e-06,7.214175e-06,1.6969942e-07
1743177570373379,7.4186582e-06,6.5335885e-06,4.376239e-06
1743177570873379,6.1938304e-06,8.441275e-06,1.905124e-05
1743177571373379,9.541666e-06,3.899173e-06,7.249686e-05
1743177571873379,5.0001974e-05,3.596339e-05,0.00044645806
1743177572373379,6.0377515e-05,1.307044e-05,6.230073e-05
1743177572873379,2.2031492e-05,1.7169772e-05,0.00013673805
1743177573373379,5.481328e-05,2.3563698e-05,1.8364864e-05
1743177573873379,7.865317e-06,9.701257e-06,2.8661228e-05
1743177574373379,9.327105e-06,1.1403838e-05,6.436184e-06
1743177574873379,5.641632e-06,6.13083e-06,4.882744e-06
1743177575373379,5.489747e-06,8.6413675e-06,1.6574799e-06
1743177575873379,7.2256144e-06,6.383357e-06,1.8010895e-06
1743177576373379,6.2690756e-06,7.020084e-06,3.4076183e-07
1743177576873379,5.657311e-06,5.8523487e-06,3.1883164e-07
1743177577373379,7.145583e-06,5.1577435e-06,5.210175e-07
1743177577873379,8.146639e-06,6.9057737e-06,3.7284724e-07
1743177578373379,6.1402516e-06,7.0520973e-06,2.856288e-07
1743177578873379,6.889822e-06,8.031611e-06,1.4751132e-07
1743177579373379,8.910956e-06,7.156387e-06,1.3676816e-07
1743177579873379,4.606714e-06,5.3915373e-06,1.057764e-07
1743177580373379,5.70779e-06,5.706816e-06,6.519679e-08
1743177580873379,6.3439547e-06,6.003097e-06,5.3528577e-08
1743177581373379,4.231446e-06,6.2212043e-06,5.4199386e-08
1743177581873379,6.0576613e-06,7.4553723e-06,9.789091e-08
1743177582373379,6.0992e-06,7.082272e-06,6.2819915e-08
1743177582873379,5.164728e-06,8.055825e-06,2.501303e-07
1743177583373379,6.68126e-06,6.4718506e-06,2.8230164e-07
1743177583873379,5.8736014e-06,6.638175e-06,1.6257432e-07
1743177584373379,4.0684345e-06,5.9172485e-06,1.7525208e-07
1743177584873379,5.3472404e-06,8.392059e-06,1.3343526e-07
1743177585373379,5.7763696e-06,8.131441e-06,7.317471e-08
1743177585873379,5.8785554e-06,6.103873e-06,2.9733837e-07
1743177586373379,6.112523e-06,5.9413865e-06,1.4848226e-07
1743177586873379,5.5508785e-06,7.26877e-06,3.3160422e-08
1743177587373379,4.9032615e-06,9.6887825e-06,1.8503943e-07
1743177587873379,5.6705703e-06,9.236774e-06,6.607599e-08
1743177588373379,4.5400457e-06,5.589141e-06,1.7063431e-07
1743177588873379,4.1128474e-06,7.450077e-06,1.11506786e-07
1743177589373379,7.6875995e-06,6.341023e-06,3.041356e-07
1743177589873379,7.105008e-06,6.2005197e-06,1.8611003e-07
1743177590373379,4.24617e-06,7.3871424e-06,1.0191495e-07
1743177590873379,5.5949436e-06,7.185778e-06,9.5236544e-08
1743177591373379,6.6706543e-06,6.7814003e-06,9.51255e-08
1743177591873379,6.8642985e-06,6.5902336e-06,2.3961645e-08
1743177592373379,6.033025e-06,6.835393e-06,1.1987191e-07
1743177592873379,5.8898563e-06,6.6267676e-06,9.314055e-08
1743177593373379,8.584771e-06,6.374692e-06,8.070722e-08
1743177593873379,8.105714e-06,6.076172e-06,9.107645e-08
1743177594373379,5.7396037e-06,8.550438e-06,1.8391412e-07
1743177594873379,6.636299e-06,0.00044792407,1.3950958e-07
1743177595373379,4.3303417e-06,9.121905e-05,1.6767713e-07
1743177595873379,7.1823188e-06,4.6066867e-05,3.991595e-08
1743177596373379,5.7627867e-06,5.244251e-06,5.028079e-08
