timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
21726560000,21726560000,1310996,1310996,1.6366237e-05,8.792318e-06,4.221797e-06,-0.00031684415,-1.7918686e-07,-0.039305296,4000,4000,0,20,0
21727060000,21727060000,1310996,1310996,2.0632866e-05,-1.512141e-06,2.020291e-05,-0.0001253928,-1.9951417e-06,-0.039192628,4000,4000,0,20,0
21727560000,21727560000,1310996,1310996,-2.751145e-07,4.2915477e-07,-1.137508e-05,-0.00062156527,-0.0003364028,-0.039424222,4000,4000,0,20,0
21728056000,21728056000,1310996,1310996,1.3974669e-05,4.9609407e-06,-2.168082e-05,-0.00031651472,-0.00030805345,-0.039393034,4000,4000,0,20,0
21728560000,21728560000,1310996,1310996,8.820699e-06,-1.5029763e-05,7.810849e-06,-0.00010538516,-3.6102098e-05,-0.03931895,4000,4000,0,20,0
21729060000,21729060000,1310996,1310996,-2.8597355e-05,-8.9254545e-06,-1.0737457e-05,-0.00029067736,5.9392343e-05,-0.039501447,4000,4000,0,20,0
21729560000,21729560000,1310996,1310996,4.2593027e-05,-2.569161e-05,-2.4843988e-05,-0.000302007,-0.00052801194,-0.037783038,4000,4000,0,20,0
21730060000,21730060000,1310996,1310996,1.2399993e-05,-1.10315805e-05,-6.4388187e-06,4.1711093e-05,-0.0001887653,-0.039045464,4000,4000,0,20,0
21730560000,21730560000,1310996,1310996,6.265893e-05,4.148115e-05,1.0119439e-05,-0.0001919396,-0.0006676971,-0.038111042,4000,4000,0,20,0
21731060000,21731060000,1310996,1310996,-5.136807e-05,-1.8063978e-05,5.98733e-06,-0.0003089157,-1.569493e-05,-0.039977446,4000,4000,0,20,0
21731560000,21731560000,1310996,1310996,2.1649057e-05,-2.2847218e-05,-1.2857694e-05,-9.5367795e-05,-0.00038433576,-0.03928806,4000,4000,0,20,0
21732060000,21732060000,1310996,1310996,-7.334602e-05,2.1788717e-05,9.941546e-06,-6.299898e-05,-0.00022787783,-0.041390803,4000,4000,0,20,0
21732560000,21732560000,1310996,1310996,-5.761864e-05,-8.03347e-06,1.5089721e-05,-6.1352407e-06,-4.9671788e-05,-0.039640434,4000,4000,0,20,0
21733060000,21733060000,1310996,1310996,-6.134204e-05,8.322934e-06,-1.4461835e-05,-0.00029194198,-0.00018166908,-0.037383795,4000,4000,0,20,0
21733560000,21733560000,1310996,1310996,-7.208422e-06,-1.4936043e-06,-4.7325735e-05,-0.000300629,-0.00016427471,-0.037801605,4000,4000,0,20,0
21734060000,21734060000,1310996,1310996,-0.00020420713,0.00022664148,1.255053e-05,-8.903796e-05,-0.00041183335,-0.04317402,4000,4000,0,20,0
21734560000,21734560000,1310996,1310996,0.00011904435,-7.301688e-05,-1.111106e-05,-0.00012342498,-0.00023463611,-0.047312647,4000,4000,0,20,0
21735060000,21735060000,1310996,1310996,3.649658e-05,-1.5590691e-05,-1.2134329e-05,5.1452804e-05,-0.00025833692,-0.03416106,4000,4000,0,20,0
21735556000,21735556000,1310996,1310996,4.0323015e-05,6.106123e-05,-5.6171075e-06,-0.00062255503,-0.00027642105,-0.03544421,4000,4000,0,20,0
21736060000,21736060000,1310996,1310996,-5.4133275e-06,3.64588e-06,1.0171876e-05,-0.0003722296,-0.0002979606,-0.036830436,4000,4000,0,20,0
21736556000,21736556000,1310996,1310996,-5.375073e-05,3.370171e-05,1.1700816e-05,-8.312857e-05,-0.00046227305,-0.038310573,4000,4000,0,20,0
21737060000,21737060000,1310996,1310996,-1.3784008e-05,7.1009354e-06,-2.3161785e-05,-0.00011572722,3.1892523e-05,-0.038850583,4000,4000,0,20,0
21737560000,21737560000,1310996,1310996,-9.530743e-05,0.00021481665,9.4298775e-06,0.000107762375,-6.904663e-05,-0.03762823,4000,4000,0,20,0
21738060000,21738060000,1310996,1310996,0.00023760437,0.00041949336,-4.402476e-05,0.0005226342,-0.00018476754,-0.04091558,4000,4000,0,20,0
21738560000,21738560000,1310996,1310996,0.00067024305,0.0010399384,-3.9590577e-05,0.0012734433,-0.0010084728,-0.04149916,4000,4000,0,20,0
21739060000,21739060000,1310996,1310996,0.000272558,0.00061648595,-7.078074e-05,0.0040710527,-0.0022212116,-0.040722203,4000,4000,0,20,0
21739556000,21739556000,1310996,1310996,0.000110838235,-0.0003399161,-4.383138e-05,0.00822403,-0.003136452,-0.046509575,4000,4000,0,20,0
21740060000,21740060000,1310996,1310996,-0.0005888031,-5.6313653e-05,6.537841e-05,0.011838951,-0.0012891553,-0.042793714,4000,4000,0,20,0
21740560000,21740560000,1310996,1310996,2.7599608e-05,6.2666026e-05,5.68966e-05,0.013530559,-0.00054738607,-0.042578857,4000,4000,0,20,0
21741060000,21741060000,1310996,1310996,-5.360746e-05,6.615442e-05,2.7021359e-05,0.013838624,-0.00029088286,-0.041011106,4000,4000,0,20,0
21741556000,21741556000,1310996,1310996,-1.6499342e-05,2.2862641e-05,2.2517248e-05,0.01438475,-0.0003299597,-0.04000798,4000,4000,0,20,0
21742060000,21742060000,1310996,1310996,0.00014219733,6.1843995e-05,6.225353e-05,0.014838134,-0.00050651835,-0.039638758,4000,4000,0,20,0
