timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
21726308000,888000,1,1310988,6620172,1310988,197388,0.005354727,0.0053250855,0.0053242133,0.0053538554,0.0053242133,0.00532247,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21727316000,888000,1,1310988,6620172,1310988,197388,0.0016477723,0.0016017538,0.0016017412,0.0016482689,0.0016039301,0.0016038961,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21728324000,888000,1,1310988,6620172,1310988,197388,0.00705986,0.006988706,0.006989072,0.007058113,0.006985318,0.006985713,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21729332000,888000,1,1310988,6620172,1310988,197388,0.0043259836,0.0043791644,0.004380908,0.004327727,0.004380908,0.00438178,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21730340000,888000,1,1310988,6620172,1310988,197388,0.009003619,0.00899918,0.0089988345,0.009004186,0.009000481,0.009000054,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21731348000,888000,1,1310988,6620172,1310988,197388,0.0065518217,0.006448337,0.0064483825,0.0065524564,0.006444784,0.006444829,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21732356000,888000,1,1310988,6620172,1310988,197388,0.0040625953,0.0043355823,0.0043352195,0.0040631127,0.0043367324,0.004336317,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21733364000,888000,1,1310988,6620172,1310988,197388,0.007593988,0.007614157,0.007614038,0.0075918394,0.0076123816,0.00761226,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21734372000,888000,1,1310988,6620172,1310988,197388,0.004875848,0.0052925223,0.005292467,0.004893743,0.00531774,0.0053175692,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21735380000,888000,1,1310988,6620172,1310988,197388,0.021791052,0.023874527,0.0238756,0.02178569,0.023867927,0.023869367,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21736388000,888000,1,1310988,6620172,1310988,197388,0.012078597,0.012868315,0.012870349,0.012055529,0.012844089,0.012846373,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21737396000,888000,1,1310988,6620172,1310988,197388,0.011926704,0.013500195,0.013505174,0.011913065,0.013485837,0.013490971,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21738404000,888000,1,1310988,6620172,1310988,197388,0.0061130524,0.0081284605,0.008135733,0.0061013447,0.0081332605,0.00814032,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21739412000,888000,1,1310988,6620172,1310988,197388,0.014091119,0.015499683,0.015524775,0.013975911,0.015679507,0.015703876,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21740420000,888000,1,1310988,6620172,1310988,197388,0.023840634,0.02275484,0.02276765,0.023765743,0.022990566,0.023000626,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21741428000,888000,1,1310988,6620172,1310988,197388,0.023218602,0.022071367,0.022090163,0.023273049,0.022116752,0.022137795,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21742436000,888000,1,1310988,6620172,1310988,197388,0.011428054,0.009762841,0.009784001,0.011428182,0.00979157,0.009816456,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21743444000,888000,1,1310988,6620172,1310988,197388,0.021100143,0.015054705,0.015052022,0.020986345,0.014996094,0.014991815,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
