timestamp,speed_up,speed_down,want_takeoff
1743177581773379,3.6000001,1.8000001,0
1743177582773379,3.6000001,1.8000001,0
1743177583773379,3.6000001,1.8000001,0
1743177584773379,3.6000001,1.8000001,0
1743177585773379,3.6000001,1.8000001,0
1743177586773379,3.6000001,1.8000001,0
1743177587773379,3.6000001,1.8000001,0
1743177588773379,3.6000001,1.8000001,0
1743177589773379,3.6000001,1.8000001,0
1743177590773379,3.6000001,1.8000001,0
1743177591773379,3.6000001,1.8000001,0
1743177592773379,3.6000001,1.8000001,0
1743177593773379,3.6000001,1.8000001,0
1743177594773379,3.6000001,1.8000001,0
1743177595773379,3.6000001,1.8000001,0
