timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
21726360000,41.60669799034396,-86.3556159629698,229.27069,-0.66824317,-1.152605,0.13225149,-1.0712705,1,1,1,0
21733108000,41.606698004217684,-86.35561595551408,229.27023,-0.6667005,-1.1519852,0.1326996,-1.0708243,1,1,1,0
21735596000,41.606698004217684,-86.35561595551408,229.27023,-0.6667005,-1.1519852,0.1326996,-0.9911472,1,1,1,0
