timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
21727048000,21727048000,1311004,-0.0056438204,0.0031908099,-0.0014814149,13.515131,0,1
21728048000,21728048000,1311004,0.00017041057,-0.007328805,-0.006094084,13.515131,0,1
21729048000,21729048000,1311004,-0.0036059439,0.0026124744,0.0024953503,13.515131,0,1
21730048000,21730048000,1311004,-0.004138323,-0.0022221208,-0.011631213,13.515131,0,1
21731048000,21731048000,1311004,0.007817414,0.0052842656,-0.009320669,13.515131,0,1
21732048000,21732048000,1311004,0.027460862,-0.00777853,-0.004731817,13.515131,0,1
21733048000,21733048000,1311004,0.009240985,0.0029650729,-0.0046617924,13.515131,0,1
21734048000,21734048000,1311004,-0.020758385,0.056581885,-0.0066316323,13.515131,0,1
21735048000,21735048000,1311004,0.0020727026,-0.0044930456,0.0080671245,13.508966,0,1
21736048000,21736048000,1311004,-0.0040857913,0.0022594992,0.010418806,13.50268,0,1
21737048000,21737048000,1311004,-0.02332565,0.0054301093,0.014718457,13.5003605,0,1
21738048000,21738048000,1311004,0.057227436,0.09140371,-0.008115035,13.500116,0,1
21739048000,21739048000,1311004,0.05452173,0.1367908,-0.021106947,13.498011,0,1
21740048000,21740048000,1311004,0.01699078,-0.011190655,0.00043415118,13.490076,0,1
21741048000,21741048000,1311004,-0.0141807245,0.020327985,0.0016483371,13.472254,0,1
21742048000,21742048000,1311004,0.020241069,0.01815295,0.005404996,13.448145,0,1
21743048000,21743048000,1311004,0.015882954,0.018020164,0.0034240277,13.419062,0,1
21744048000,21744048000,1311004,0.0054677087,0.017715367,0.0028152673,13.387201,0,1
21745048000,21745048000,1311004,-0.0012008905,0.015425113,-0.0050078803,13.35351,0,1
21746048000,21746048000,1311004,0.08801734,0.0053154374,-0.008074891,13.319544,0,1
21747048000,21747048000,1311004,0.0035455679,0.007847935,0.0010852098,13.28396,0,1
21748048000,21748048000,1311004,-0.0026406264,0.00933252,-0.00083967944,13.248713,0,1
21749048000,21749048000,1311004,-0.029931542,0.0099901995,0.0031426398,13.212244,0,1
21750048000,21750048000,1311004,0.018469961,-0.0016644333,7.0930146e-06,13.175562,0,1
21751048000,21751048000,1311004,-0.0073716156,0.0017882639,-0.012884319,13.139521,0,1
21752048000,21752048000,1311004,-0.010004865,0.0054463833,0.009177161,13.102503,0,1
21753048000,21753048000,1311004,0.012594348,0.0017484722,0.0005615031,13.065393,0,1
21754048000,21754048000,1311004,-0.0027927363,-0.001500112,0.0020345047,13.029108,0,1
21755048000,21755048000,1311004,0.017103301,-0.003934603,0.006031233,12.991877,0,1
21756048000,21756048000,1311004,0.0023913947,0.0012567417,0.0095749255,12.954645,0,1
21757048000,21757048000,1311004,-0.014504794,0.0066957483,-0.0054700715,12.918268,0,1
21758048000,21758048000,1311004,0.011098562,-0.00035511452,0.0008397291,12.881006,0,1
21759048000,21759048000,1311004,0.0026766083,0.0014835249,0.002356437,12.843714,0,1
21760048000,21760048000,1311004,-0.0027206598,-0.0022574891,0.0014884588,12.807306,0,1
21761048000,21761048000,1311004,-0.010628483,0.005408871,-0.0007290811,12.770014,0,1
21762048000,21762048000,1311004,0.0096052755,0.009225687,0.0008193886,12.732691,0,1
21763048000,21763048000,1311004,0.006895857,0.0045588785,-0.003925732,12.696283,0,1
21764048000,21764048000,1311004,-0.013410562,-0.0055958075,-0.00764469,12.65896,0,1
21765048000,21765048000,1311004,-0.007172423,-0.0015967776,0.005130521,12.621637,0,1
21766048000,21766048000,1311004,0.007293141,-0.0018956139,0.0056495937,12.585199,0,1
21767048000,21767048000,1311004,-0.004911763,0.004144769,-0.004675357,12.547876,0,1
21768048000,21768048000,1311004,0.10037314,0.005096898,-0.009515143,12.510553,0,1
21769048000,21769048000,1311004,-0.0022052513,-0.014308399,0.004853277,12.474085,0,1
21770048000,21770048000,1311004,-0.010138158,-0.005150117,-0.0033270887,12.436762,0,1
21771048000,21771048000,1311004,-0.03426416,0.00644017,0.0062178234,12.399408,0,1
21772048000,21772048000,1311004,0.0011289291,0.0020330187,-0.00827936,12.36294,0,1
21773048000,21773048000,1311004,-0.00367422,-0.010806118,0.0049722735,12.325586,0,1
21774048000,21774048000,1311004,-0.015312535,-0.0058422377,-0.004893949,12.288202,0,1
21775048000,21775048000,1311004,0.0072947466,-0.0011545795,-0.006151246,12.251734,0,1
21776048000,21776048000,1311004,-0.0025536963,0.0010122147,-0.009185784,12.21435,0,1
21777048000,21777048000,1311004,0.009978877,0.004871638,0.002046966,12.176966,0,1
21778048000,21778048000,1311004,0.0023331912,0.0077018673,0.0036611008,12.140467,0,1
21779048000,21779048000,1311004,-0.006204993,0.0027444093,0.005844642,12.103113,0,1
21780048000,21780048000,1311004,0.0013691792,0.0010448778,-0.0023177906,12.065729,0,1
21781048000,21781048000,1311004,0.024785843,-0.0016374656,0.010016671,12.02923,0,1
21782048000,21782048000,1311004,-0.0024787858,0.006119275,0.0017850783,11.991877,0,1
21783048000,21783048000,1311004,0.0060643055,-0.0037961092,0.0038380648,11.954493,0,1
21784048000,21784048000,1311004,0.0074666627,0.0060033505,0.0012920734,11.917139,0,1
21785048000,21785048000,1311004,0.00026362258,0.00078264886,-0.00049825397,11.880671,0,1
21786048000,21786048000,1311004,-0.018480454,0.0061912485,-0.009616745,11.843317,0,1
21787048000,21787048000,1311004,-0.0034213143,0.013107088,0.0019755464,11.806879,0,1
21788048000,21788048000,1311004,0.010344207,0.00080201216,0.0014797405,11.769556,0,1
21789048000,21789048000,1311004,-0.023020579,-0.0023984774,-0.0006789076,11.732264,0,1
