timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_snr_x[0],peak_snr_x[1],peak_snr_x[2],peak_snr_y[0],peak_snr_y[1],peak_snr_y[2],peak_snr_z[0],peak_snr_z[1],peak_snr_z[2]
21760248000,21760244000,1310988,250.0,0.48828125,73.83436,nan,nan,nan,nan,nan,nan,nan,nan,9.360699,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21762296000,21762292000,1310988,250.0,0.48828125,73.82246,nan,nan,nan,nan,nan,nan,nan,nan,8.988655,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21765368000,21765364000,1310988,250.0,0.48828125,73.83752,nan,nan,nan,nan,nan,nan,nan,nan,9.57982,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21765880000,21765876000,1310988,250.0,0.48828125,73.82246,nan,nan,nan,nan,nan,nan,nan,nan,9.1008415,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21766392000,21766388000,1310988,250.0,0.48828125,73.79121,nan,nan,nan,nan,nan,nan,nan,nan,9.222076,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21768952000,21768948000,1310988,250.0,0.48828125,73.82246,nan,nan,nan,nan,nan,nan,nan,nan,8.61688,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21770488000,21770484000,1310988,250.0,0.48828125,73.79121,nan,nan,nan,nan,nan,nan,nan,nan,8.736218,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21771000000,21770996000,1310988,250.0,0.48828125,73.82246,nan,nan,nan,nan,nan,nan,nan,nan,9.034775,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21771512000,21771508000,1310988,250.0,0.48828125,73.83436,nan,nan,nan,nan,nan,nan,nan,nan,9.261995,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21774072000,21774068000,1310988,250.0,0.48828125,73.83436,nan,nan,nan,nan,nan,nan,nan,nan,9.368977,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21774584000,21774580000,1310988,250.0,0.48828125,73.83752,nan,nan,nan,nan,nan,nan,nan,nan,8.698702,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21776120000,21776116000,1310988,250.0,0.48828125,73.83752,nan,nan,nan,nan,nan,nan,nan,nan,8.881015,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21776632000,21776628000,1310988,250.0,0.48828125,73.83436,nan,nan,nan,nan,nan,nan,nan,nan,9.33288,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21777144000,21777140000,1310988,250.0,0.48828125,73.83436,nan,nan,nan,nan,nan,nan,nan,nan,9.200163,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21779192000,21779188000,1310988,250.0,0.48828125,73.81519,nan,nan,nan,nan,nan,nan,nan,nan,9.0688095,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21781752000,21781748000,1310988,250.0,0.48828125,73.813896,nan,nan,nan,nan,nan,nan,nan,nan,8.700344,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21782264000,21782260000,1310988,250.0,0.48828125,73.78972,nan,nan,nan,nan,nan,nan,nan,nan,9.462651,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21782776000,21782772000,1310988,250.0,0.48828125,73.780876,nan,nan,nan,nan,nan,nan,nan,nan,9.389454,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21785336000,21785332000,1310988,250.0,0.48828125,73.780876,nan,nan,nan,nan,nan,nan,nan,nan,9.456238,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21785848000,21785844000,1310988,250.0,0.48828125,73.780876,nan,nan,nan,nan,nan,nan,nan,nan,8.644861,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21787384000,21787380000,1310988,250.0,0.48828125,73.78972,nan,nan,nan,nan,nan,nan,nan,nan,8.916651,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21787896000,21787892000,1310988,250.0,0.48828125,73.78972,nan,nan,nan,nan,nan,nan,nan,nan,9.431929,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21788408000,21788404000,1310988,250.0,0.48828125,73.78972,nan,nan,nan,nan,nan,nan,nan,nan,9.257718,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21791480000,21791476000,1310988,250.0,0.48828125,73.79501,nan,nan,nan,nan,nan,nan,nan,nan,9.258184,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21793528000,21793524000,1310988,250.0,0.48828125,73.83334,nan,nan,nan,nan,nan,nan,nan,nan,9.581504,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21794040000,21794036000,1310988,250.0,0.48828125,73.83334,nan,nan,nan,nan,nan,nan,nan,nan,9.343922,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21796600000,21796596000,1310988,250.0,0.48828125,73.83334,nan,nan,nan,nan,nan,nan,nan,nan,9.7265,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21798648000,21798644000,1310988,250.0,0.48828125,73.83334,nan,nan,nan,nan,nan,nan,nan,nan,8.616672,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21799160000,21799156000,1310988,250.0,0.48828125,73.81519,nan,nan,nan,nan,nan,nan,nan,nan,9.465861,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21799672000,21799668000,1310988,250.0,0.48828125,73.83334,nan,nan,nan,nan,nan,nan,nan,nan,9.287274,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21802232000,21802228000,1310988,250.0,0.48828125,73.83334,nan,nan,nan,nan,nan,nan,nan,nan,9.305603,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21804280000,21804276000,1310988,250.0,0.48828125,73.81519,nan,nan,nan,nan,nan,nan,nan,nan,8.931711,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21804792000,21804788000,1310988,250.0,0.48828125,73.81519,nan,nan,nan,nan,nan,nan,nan,nan,8.981647,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21805304000,21805300000,1310988,250.0,0.48828125,73.813896,nan,nan,nan,nan,nan,nan,nan,nan,9.277186,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21815544000,21815540000,1310988,250.0,0.48828125,73.813896,nan,nan,nan,nan,nan,nan,nan,nan,9.514211,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21817080000,21817076000,1310988,250.0,0.48828125,73.813896,nan,nan,nan,nan,nan,nan,nan,nan,9.215255,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21817592000,21817588000,1310988,250.0,0.48828125,73.791534,nan,nan,nan,nan,nan,nan,nan,nan,9.537886,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21818104000,21818100000,1310988,250.0,0.48828125,73.7881,nan,nan,nan,nan,nan,nan,nan,nan,9.180743,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21820152000,21820148000,1310988,250.0,0.48828125,73.7881,nan,nan,nan,nan,nan,nan,nan,nan,9.295363,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21820664000,21820660000,1310988,250.0,0.48828125,73.791534,nan,nan,nan,nan,nan,nan,nan,nan,9.20849,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21821176000,21821172000,1310988,250.0,0.48828125,73.791534,nan,nan,nan,nan,nan,nan,nan,nan,9.731351,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21824248000,21824244000,1310988,250.0,0.48828125,73.791534,nan,nan,nan,nan,nan,nan,nan,nan,10.093522,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21828856000,21828852000,1310988,250.0,0.48828125,73.780876,nan,nan,nan,nan,nan,nan,nan,nan,9.526584,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21831416000,21831412000,1310988,250.0,0.48828125,73.780876,nan,nan,nan,nan,nan,nan,nan,nan,9.369624,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21832440000,21832436000,1310988,250.0,0.48828125,73.79622,nan,nan,nan,nan,nan,nan,nan,nan,8.766766,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21834488000,21834484000,1310988,250.0,0.48828125,73.775314,nan,nan,nan,nan,nan,nan,nan,nan,9.464243,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21837560000,21837556000,1310988,250.0,0.48828125,73.775314,nan,nan,nan,nan,nan,nan,nan,nan,9.900292,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21838072000,21838068000,1310988,250.0,0.48828125,73.79622,nan,nan,nan,nan,nan,nan,nan,nan,9.50479,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21839608000,21839604000,1310988,250.0,0.48828125,73.79622,nan,nan,nan,nan,nan,nan,nan,nan,9.239763,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21840120000,21840116000,1310988,250.0,0.48828125,73.79622,nan,nan,nan,nan,nan,nan,nan,nan,9.687325,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21840632000,21840628000,1310988,250.0,0.48828125,73.78632,nan,nan,nan,nan,nan,nan,nan,nan,9.270733,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21842680000,21842676000,1310988,250.0,0.48828125,73.78632,nan,nan,nan,nan,nan,nan,nan,nan,9.71036,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21845240000,21845236000,1310988,250.0,0.48828125,73.79622,nan,nan,nan,nan,nan,nan,nan,nan,8.935584,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21845752000,21845748000,1310988,250.0,0.48828125,73.78632,nan,nan,nan,nan,nan,nan,nan,nan,9.367059,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21846264000,21846260000,1310988,250.0,0.48828125,73.780876,nan,nan,nan,nan,nan,nan,nan,nan,9.251215,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21848824000,21848820000,1310988,250.0,0.48828125,73.780876,nan,nan,nan,nan,nan,nan,nan,nan,9.088333,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21849336000,21849332000,1310988,250.0,0.48828125,73.7881,nan,nan,nan,nan,nan,nan,nan,nan,9.743174,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
